Time,Aggregate
2026-07-13 00:11:28,146.49129494364826
2026-07-13 00:11:36,149.60747078691088
2026-07-13 00:11:44,143.19788939230884
2026-07-13 00:11:52,151.47418872600568
2026-07-13 00:12:00,151.39913601205032
2026-07-13 00:12:08,144.27928421030492
2026-07-13 00:12:16,144.34135983709012
2026-07-13 00:12:24,156.99055177859816
2026-07-13 00:12:32,123.12221554042854
2026-07-13 00:12:40,121.88240295316585
2026-07-13 00:12:48,151.96177681421634
2026-07-13 00:12:56,132.56064591980132
2026-07-13 00:13:04,158.41251911684424
2026-07-13 00:13:12,146.720081608449
2026-07-13 00:13:20,312.13959535305935
2026-07-13 00:13:28,319.18785101425084
2026-07-13 00:13:36,292.20983487873116
2026-07-13 00:13:44,305.1582103329264
2026-07-13 00:13:52,292.45764377256114
2026-07-13 00:14:00,302.33743301326473
2026-07-13 00:14:08,299.87187132671835
2026-07-13 00:14:16,315.77645227430867
2026-07-13 00:14:24,283.2828380444675
2026-07-13 00:14:32,293.6513590617902
2026-07-13 00:14:40,297.50785954836505
2026-07-13 00:14:48,311.68298612101563
2026-07-13 00:14:56,309.44555149492936
2026-07-13 00:15:04,288.09164611830937
2026-07-13 00:15:12,307.65839869019953
2026-07-13 00:15:20,297.77748971444146
2026-07-13 00:15:28,324.00409426421743
2026-07-13 00:15:36,297.59487289412056
2026-07-13 00:15:44,298.68698189889335
2026-07-13 00:15:52,295.24863559578307
2026-07-13 00:16:00,328.8790970103828
2026-07-13 00:16:08,300.3372835129052
2026-07-13 00:16:16,280.41871331472765
2026-07-13 00:16:24,297.1596238097676
2026-07-13 00:16:32,282.4245778773918
2026-07-13 00:16:40,292.37006955313205
2026-07-13 00:16:48,282.56186110906197
2026-07-13 00:16:56,287.4561150657311
2026-07-13 00:17:04,311.17461153796296
2026-07-13 00:17:12,286.7066611766014
2026-07-13 00:17:20,322.1896039372668
2026-07-13 00:17:28,320.1903321856507
2026-07-13 00:17:36,293.5082689749298
2026-07-13 00:17:44,301.46846141534434
2026-07-13 00:17:52,300.83402379539234
2026-07-13 00:18:00,285.05387565301015
2026-07-13 00:18:08,283.7528214024175
2026-07-13 00:18:16,316.9963723640395
2026-07-13 00:18:24,291.69615540758855
2026-07-13 00:18:32,312.4415188630688
2026-07-13 00:18:40,302.42876651185975
2026-07-13 00:18:48,296.5892930297307
2026-07-13 00:18:56,288.21924986601107
2026-07-13 00:19:04,286.4182895398466
2026-07-13 00:19:12,301.24610760806235
2026-07-13 00:19:20,296.46796220587515
2026-07-13 00:19:28,308.7885489679419
2026-07-13 00:19:36,300.6239295805341
2026-07-13 00:19:44,296.0824364082059
2026-07-13 00:19:52,307.9883203196388
2026-07-13 00:20:00,2355.475716179543
2026-07-13 00:20:08,2364.373382556337
2026-07-13 00:20:16,2336.4500352340324
2026-07-13 00:20:24,2331.672563630474
2026-07-13 00:20:32,2344.9542844960993
2026-07-13 00:20:40,2352.2188462687973
2026-07-13 00:20:48,2340.0012816596013
2026-07-13 00:20:56,2362.571971265885
2026-07-13 00:21:04,2358.9652394253862
2026-07-13 00:21:12,2364.235862630648
2026-07-13 00:21:20,2336.3450727315258
2026-07-13 00:21:28,2345.425226822119
2026-07-13 00:21:36,2343.9934338286807
2026-07-13 00:21:44,2342.870726231668
2026-07-13 00:21:52,2342.7760966265982
2026-07-13 00:22:00,2339.260319878616
2026-07-13 00:22:08,2349.8630299616048
2026-07-13 00:22:16,2337.899504014837
2026-07-13 00:22:24,2354.635872825476
2026-07-13 00:22:32,2324.803030962678
2026-07-13 00:22:40,2350.3891075342826
2026-07-13 00:22:48,2358.9903006004756
2026-07-13 00:22:56,2334.8357566635036
2026-07-13 00:23:04,2362.7271959093628
2026-07-13 00:23:12,2328.042246411872
2026-07-13 00:23:20,2355.7047572130473
2026-07-13 00:23:28,2364.013259227892
2026-07-13 00:23:36,2353.396126565326
2026-07-13 00:23:44,2358.2140611990285
2026-07-13 00:23:52,2362.1993402958697
2026-07-13 00:24:00,2344.876458255798
2026-07-13 00:24:08,2328.8445639815495
2026-07-13 00:24:16,2336.2486271742528
2026-07-13 00:24:24,2350.7882493371717
2026-07-13 00:24:32,2348.5197967774225
2026-07-13 00:24:40,2361.2817769431977
2026-07-13 00:24:48,2357.672447445653
2026-07-13 00:24:56,2366.3552695805674
2026-07-13 00:25:04,2347.139059424448
2026-07-13 00:25:12,2349.304438243366
2026-07-13 00:25:20,2343.4472151913965
2026-07-13 00:25:28,2331.573547098158
2026-07-13 00:25:36,2370.9501444282014
2026-07-13 00:25:44,2349.915328735073
2026-07-13 00:25:52,2354.98576343688
2026-07-13 00:26:00,2346.917198546346
2026-07-13 00:26:08,2362.588626909991
2026-07-13 00:26:16,2352.447546672264
2026-07-13 00:26:24,2347.765107551687
2026-07-13 00:26:32,2366.985469432074
2026-07-13 00:26:40,2514.964765246035
2026-07-13 00:26:48,2508.9653241624587
2026-07-13 00:26:56,2495.1948700938524
2026-07-13 00:27:04,2508.5239702282493
2026-07-13 00:27:12,2500.4920889884447
2026-07-13 00:27:20,2491.273700242546
2026-07-13 00:27:28,2498.2540564433466
2026-07-13 00:27:36,2505.1967282714522
2026-07-13 00:27:44,2499.8613217996003
2026-07-13 00:27:52,2482.808590712687
2026-07-13 00:28:00,2496.2853316529527
2026-07-13 00:28:08,2488.5268887778147
2026-07-13 00:28:16,2501.3510797961594
2026-07-13 00:28:24,2513.9556893469667
2026-07-13 00:28:32,2494.495148894845
2026-07-13 00:28:40,2513.599874819328
2026-07-13 00:28:48,2506.360453712134
2026-07-13 00:28:56,2498.4005345869527
2026-07-13 00:29:04,2501.6711353878295
2026-07-13 00:29:12,2509.139273358493
2026-07-13 00:29:20,2514.1743235270956
2026-07-13 00:29:28,2488.9045256120316
2026-07-13 00:29:36,2517.581957550043
2026-07-13 00:29:44,2490.5645338429645
2026-07-13 00:29:52,2498.9095956857805
2026-07-13 00:30:00,2492.9385993288647
2026-07-13 00:30:08,2484.903530413749
2026-07-13 00:30:16,2511.8539460896227
2026-07-13 00:30:24,2498.045799703732
2026-07-13 00:30:32,2513.4240432068277
2026-07-13 00:30:40,2506.8371023019095
2026-07-13 00:30:48,2515.197785248495
2026-07-13 00:30:56,2528.972670829751
2026-07-13 00:31:04,2517.2367415142708
2026-07-13 00:31:12,2487.6945785279017
2026-07-13 00:31:20,2477.657665693712
2026-07-13 00:31:28,2491.558457960357
2026-07-13 00:31:36,2504.933241635468
2026-07-13 00:31:44,2501.5442674439532
2026-07-13 00:31:52,2492.956707879219
2026-07-13 00:32:00,2506.4918988176432
2026-07-13 00:32:08,2502.51675514699
2026-07-13 00:32:16,2486.4443255868923
2026-07-13 00:32:24,2499.302058954599
2026-07-13 00:32:32,2480.260532764801
2026-07-13 00:32:40,2513.2301840183673
2026-07-13 00:32:48,2513.633177391797
2026-07-13 00:32:56,2504.0722723601953
2026-07-13 00:33:04,2515.0425879498143
2026-07-13 00:33:12,2501.859876378465
2026-07-13 00:33:20,146.04133790767864
2026-07-13 00:33:28,142.86941881725485
2026-07-13 00:33:36,146.9597960282407
2026-07-13 00:33:44,162.75145977716494
2026-07-13 00:33:52,148.210684009338
2026-07-13 00:34:00,143.88481469259457
2026-07-13 00:34:08,127.4885940332719
2026-07-13 00:34:16,179.76164938762494
2026-07-13 00:34:24,145.21648826243674
2026-07-13 00:34:32,153.15503751914127
2026-07-13 00:34:40,143.2496904192296
2026-07-13 00:34:48,140.50768042318728
2026-07-13 00:34:56,146.39334974115707
2026-07-13 00:35:04,143.27057391819775
2026-07-13 00:35:12,172.03982847447068
2026-07-13 00:35:20,153.0045537201486
2026-07-13 00:35:28,148.4040260977312
2026-07-13 00:35:36,144.76886536621345
2026-07-13 00:35:44,136.20346801088257
2026-07-13 00:35:52,147.59270103607918
2026-07-13 00:36:00,144.782103370584
2026-07-13 00:36:08,147.9232860406216
2026-07-13 00:36:16,158.99269068527917
2026-07-13 00:36:24,140.53404618141738
2026-07-13 00:36:32,149.7859134206579
2026-07-13 00:36:40,162.85194725470592
2026-07-13 00:36:48,142.78102410342112
2026-07-13 00:36:56,154.07302051490385
2026-07-13 00:37:04,157.03535738895093
2026-07-13 00:37:12,145.80366242189177
2026-07-13 00:37:20,145.43275233832736
2026-07-13 00:37:28,158.84601523212402
2026-07-13 00:37:36,141.87463442853596
2026-07-13 00:37:44,140.93487511711902
2026-07-13 00:37:52,157.16490090214083
2026-07-13 00:38:00,144.33677921982334
2026-07-13 00:38:08,122.22366592353472
2026-07-13 00:38:16,141.14804033464637
2026-07-13 00:38:24,152.4898369549125
2026-07-13 00:38:32,141.3092729823379
2026-07-13 00:38:40,162.8378149318085
2026-07-13 00:38:48,163.01242625346345
2026-07-13 00:38:56,147.16801455397936
2026-07-13 00:39:04,150.53755781808204
2026-07-13 00:39:12,142.07879539980058
2026-07-13 00:39:20,151.59293138432673
2026-07-13 00:39:28,143.9634500303728
2026-07-13 00:39:36,133.91214683429263
2026-07-13 00:39:44,157.68355852437978
2026-07-13 00:39:52,151.26973017229287
2026-07-13 00:40:00,804.5604081827453
2026-07-13 00:40:08,790.6870576776636
2026-07-13 00:40:16,804.8100599055882
2026-07-13 00:40:24,790.417165984833
2026-07-13 00:40:32,803.9221234949616
2026-07-13 00:40:40,787.798128513174
2026-07-13 00:40:48,804.1788692379071
2026-07-13 00:40:56,797.1185776983359
2026-07-13 00:41:04,789.4861778851658
2026-07-13 00:41:12,801.4430413629212
2026-07-13 00:41:20,784.2295489807141
2026-07-13 00:41:28,804.0375620769445
2026-07-13 00:41:36,793.5541121100464
2026-07-13 00:41:44,790.7361791709696
2026-07-13 00:41:52,805.1456793298325
2026-07-13 00:42:00,796.8401446022891
2026-07-13 00:42:08,820.2524472646195
2026-07-13 00:42:16,820.7400025576246
2026-07-13 00:42:24,795.8816777867108
2026-07-13 00:42:32,793.963311046005
2026-07-13 00:42:40,811.8808726698974
2026-07-13 00:42:48,800.3054030256567
2026-07-13 00:42:56,801.7747318527813
2026-07-13 00:43:04,794.7880859969428
2026-07-13 00:43:12,782.2997442200389
2026-07-13 00:43:20,791.9738200986936
2026-07-13 00:43:28,816.7648856532562
2026-07-13 00:43:36,810.9613620856587
2026-07-13 00:43:44,794.372452086749
2026-07-13 00:43:52,794.1465499767148
2026-07-13 00:44:00,793.7036306249802
2026-07-13 00:44:08,782.7875010176944
2026-07-13 00:44:16,809.4028621236395
2026-07-13 00:44:24,806.1288402992217
2026-07-13 00:44:32,798.3155481542378
2026-07-13 00:44:40,800.4530148675237
2026-07-13 00:44:48,801.9795860513013
2026-07-13 00:44:56,814.3013086971698
2026-07-13 00:45:04,799.7863691267119
2026-07-13 00:45:12,783.5280564049435
2026-07-13 00:45:20,808.5903282549681
2026-07-13 00:45:28,801.4076298301609
2026-07-13 00:45:36,783.669538431156
2026-07-13 00:45:44,802.1759035423802
2026-07-13 00:45:52,814.0588006612807
2026-07-13 00:46:00,801.3162020031249
2026-07-13 00:46:08,818.4354886409253
2026-07-13 00:46:16,800.3139607362725
2026-07-13 00:46:24,804.1444503275513
2026-07-13 00:46:32,801.9345595931624
2026-07-13 00:46:40,655.9941827730714
2026-07-13 00:46:48,642.1069194776047
2026-07-13 00:46:56,640.3194776687997
2026-07-13 00:47:04,642.903773185969
2026-07-13 00:47:12,663.1353612240714
2026-07-13 00:47:20,638.1140309507178
2026-07-13 00:47:28,649.2846267273555
2026-07-13 00:47:36,648.1033952971947
2026-07-13 00:47:44,642.0801923619731
2026-07-13 00:47:52,650.9739131007443
2026-07-13 00:48:00,665.6633915115475
2026-07-13 00:48:08,673.0787647908003
2026-07-13 00:48:16,629.3644845941653
2026-07-13 00:48:24,645.536822800357
2026-07-13 00:48:32,640.9811115336573
2026-07-13 00:48:40,667.5626413502308
2026-07-13 00:48:48,627.5375639395252
2026-07-13 00:48:56,652.7875487221228
2026-07-13 00:49:04,658.3274547595825
2026-07-13 00:49:12,663.8027307753002
2026-07-13 00:49:20,640.0059261193883
2026-07-13 00:49:28,627.180707171712
2026-07-13 00:49:36,651.5878763707744
2026-07-13 00:49:44,649.9830567494613
2026-07-13 00:49:52,658.909781442638
2026-07-13 00:50:00,643.1289174227793
2026-07-13 00:50:08,636.2238970706287
2026-07-13 00:50:16,646.6635067559523
2026-07-13 00:50:24,661.6095605014743
2026-07-13 00:50:32,622.3650646546675
2026-07-13 00:50:40,644.0547888516725
2026-07-13 00:50:48,639.0732631704576
2026-07-13 00:50:56,645.3553327023589
2026-07-13 00:51:04,641.1838580752114
2026-07-13 00:51:12,660.426050399192
2026-07-13 00:51:20,649.8574330278595
2026-07-13 00:51:28,647.1061635333749
2026-07-13 00:51:36,663.4185362265379
2026-07-13 00:51:44,645.3101728312129
2026-07-13 00:51:52,649.4970823216505
2026-07-13 00:52:00,627.7458072310918
2026-07-13 00:52:08,662.6570490664093
2026-07-13 00:52:16,656.996425276549
2026-07-13 00:52:24,652.2370623596679
2026-07-13 00:52:32,648.4431501977157
2026-07-13 00:52:40,655.7591168078532
2026-07-13 00:52:48,649.4360962066936
2026-07-13 00:52:56,655.4291810520225
2026-07-13 00:53:04,645.62351554713
2026-07-13 00:53:12,644.7640479784671
2026-07-13 00:53:20,786.2164804973913
2026-07-13 00:53:28,785.6259685757904
2026-07-13 00:53:36,806.8214755944412
2026-07-13 00:53:44,803.0685621875172
2026-07-13 00:53:52,794.448312508391
2026-07-13 00:54:00,793.3100663808841
2026-07-13 00:54:08,794.3988573362669
2026-07-13 00:54:16,800.6208046753991
2026-07-13 00:54:24,798.70767090412
2026-07-13 00:54:32,812.7515768211304
2026-07-13 00:54:40,800.2754411767792
2026-07-13 00:54:48,829.2665312055275
2026-07-13 00:54:56,802.115305929862
2026-07-13 00:55:04,794.394493869184
2026-07-13 00:55:12,784.5022550732026
2026-07-13 00:55:20,797.963195123446
2026-07-13 00:55:28,801.5762202929441
2026-07-13 00:55:36,819.7555645870302
2026-07-13 00:55:44,792.653049029861
2026-07-13 00:55:52,796.0568596261955
2026-07-13 00:56:00,805.3225082938452
2026-07-13 00:56:08,816.5747635853741
2026-07-13 00:56:16,792.9820369960818
2026-07-13 00:56:24,792.6820978816037
2026-07-13 00:56:32,804.8741527005583
2026-07-13 00:56:40,823.6374094109715
2026-07-13 00:56:48,808.8912443693164
2026-07-13 00:56:56,812.5219614271195
2026-07-13 00:57:04,810.7539807380765
2026-07-13 00:57:12,806.3573945898564
2026-07-13 00:57:20,806.5367403960444
2026-07-13 00:57:28,796.1303958594881
2026-07-13 00:57:36,814.9130238485501
2026-07-13 00:57:44,799.9228876896733
2026-07-13 00:57:52,806.6539839275076
2026-07-13 00:58:00,808.935571289903
2026-07-13 00:58:08,790.9947318752832
2026-07-13 00:58:16,794.7852861756005
2026-07-13 00:58:24,804.6772900635966
2026-07-13 00:58:32,802.7216176787531
2026-07-13 00:58:40,788.3409704501131
2026-07-13 00:58:48,793.2800005201527
2026-07-13 00:58:56,798.2728963345206
2026-07-13 00:59:04,798.8604274058592
2026-07-13 00:59:12,807.1799171959162
2026-07-13 00:59:20,789.8911908583112
2026-07-13 00:59:28,787.7928225817924
2026-07-13 00:59:36,809.6179457372397
2026-07-13 00:59:44,794.8147389136024
2026-07-13 00:59:52,792.9626505646664
2026-07-13 01:00:00,660.2620351513257
2026-07-13 01:00:08,641.3609517645475
2026-07-13 01:00:16,641.5498812938285
2026-07-13 01:00:24,638.8334272737759
2026-07-13 01:00:32,629.5458298015285
2026-07-13 01:00:40,660.9401549873725
2026-07-13 01:00:48,658.0350660887298
2026-07-13 01:00:56,625.0773576473183
2026-07-13 01:01:04,628.9766790464898
2026-07-13 01:01:12,647.8906395429591
2026-07-13 01:01:20,652.6488401484951
2026-07-13 01:01:28,658.987368550806
2026-07-13 01:01:36,653.3655440871307
2026-07-13 01:01:44,654.9518153169574
2026-07-13 01:01:52,659.1050886462856
2026-07-13 01:02:00,642.2626321068489
2026-07-13 01:02:08,637.6058806170341
2026-07-13 01:02:16,644.0128417103082
2026-07-13 01:02:24,639.8316770139838
2026-07-13 01:02:32,666.1482928313646
2026-07-13 01:02:40,649.0948580117935
2026-07-13 01:02:48,638.7897341848899
2026-07-13 01:02:56,644.0154928050098
2026-07-13 01:03:04,669.7205226109072
2026-07-13 01:03:12,625.8145831324952
2026-07-13 01:03:20,666.3340604710553
2026-07-13 01:03:28,659.5401596057834
2026-07-13 01:03:36,655.4137824120357
2026-07-13 01:03:44,659.1871504290261
2026-07-13 01:03:52,647.1905241961282
2026-07-13 01:04:00,644.479062625463
2026-07-13 01:04:08,636.6743674662563
2026-07-13 01:04:16,641.0653681058326
2026-07-13 01:04:24,650.6096048364949
2026-07-13 01:04:32,633.8553923893109
2026-07-13 01:04:40,654.4340571055757
2026-07-13 01:04:48,663.6650445082993
2026-07-13 01:04:56,653.173273692791
2026-07-13 01:05:04,652.1017931989529
2026-07-13 01:05:12,638.541353970137
2026-07-13 01:05:20,661.0740936053807
2026-07-13 01:05:28,649.9786204292466
2026-07-13 01:05:36,656.0328139283785
2026-07-13 01:05:44,667.6913709975987
2026-07-13 01:05:52,658.5582372697224
2026-07-13 01:06:00,647.360635339565
2026-07-13 01:06:08,628.4594051297056
2026-07-13 01:06:16,650.1914250109548
2026-07-13 01:06:24,657.0339487707674
2026-07-13 01:06:32,646.9310215554518
2026-07-13 01:06:40,781.7107153188338
2026-07-13 01:06:48,798.56807084626
2026-07-13 01:06:56,782.9122591838448
2026-07-13 01:07:04,804.5032697592482
2026-07-13 01:07:12,801.3499779496773
2026-07-13 01:07:20,792.3534173889432
2026-07-13 01:07:28,808.2249897295511
2026-07-13 01:07:36,785.5354237675642
2026-07-13 01:07:44,814.9592261097657
2026-07-13 01:07:52,786.2752622425675
2026-07-13 01:08:00,824.682124459735
2026-07-13 01:08:08,799.0514377038763
2026-07-13 01:08:16,790.6293068691875
2026-07-13 01:08:24,787.0704576016163
2026-07-13 01:08:32,813.5052013451215
2026-07-13 01:08:40,811.2668778697745
2026-07-13 01:08:48,786.0770373322824
2026-07-13 01:08:56,832.482445458709
2026-07-13 01:09:04,790.4691349381158
2026-07-13 01:09:12,808.1499882848568
2026-07-13 01:09:20,812.6256041749488
2026-07-13 01:09:28,802.3711967856748
2026-07-13 01:09:36,801.478136136316
2026-07-13 01:09:44,794.3365702222758
2026-07-13 01:09:52,796.3579767307521
2026-07-13 01:10:00,791.0340221546556
2026-07-13 01:10:08,784.4450870313533
2026-07-13 01:10:16,808.6273128177761
2026-07-13 01:10:24,804.3371196510553
2026-07-13 01:10:32,806.6560161767853
2026-07-13 01:10:40,793.6415631714851
2026-07-13 01:10:48,787.2549259389356
2026-07-13 01:10:56,800.0247278851103
2026-07-13 01:11:04,794.2742735972657
2026-07-13 01:11:12,773.4556372956766
2026-07-13 01:11:20,797.0156255440651
2026-07-13 01:11:28,810.3103107069244
2026-07-13 01:11:36,794.8718754982987
2026-07-13 01:11:44,790.7409283721724
2026-07-13 01:11:52,783.023149598483
2026-07-13 01:12:00,788.2880458322162
2026-07-13 01:12:08,813.206853541262
2026-07-13 01:12:16,812.0724227581637
2026-07-13 01:12:24,801.0997111568817
2026-07-13 01:12:32,777.0326652399189
2026-07-13 01:12:40,795.2348527076551
2026-07-13 01:12:48,819.7795302568923
2026-07-13 01:12:56,802.2381522350198
2026-07-13 01:13:04,807.1725707994165
2026-07-13 01:13:12,810.5221598256331
2026-07-13 01:13:20,654.1734170500164
2026-07-13 01:13:28,650.7001069490447
2026-07-13 01:13:36,669.1365663352719
2026-07-13 01:13:44,635.0718481061608
2026-07-13 01:13:52,636.0798766414202
2026-07-13 01:14:00,654.5589674746072
2026-07-13 01:14:08,642.0508176545927
2026-07-13 01:14:16,650.5054450806989
2026-07-13 01:14:24,648.5854262538024
2026-07-13 01:14:32,647.2678849656617
2026-07-13 01:14:40,640.329052980505
2026-07-13 01:14:48,669.1863269046984
2026-07-13 01:14:56,654.7928158939746
2026-07-13 01:15:04,650.8523303182043
2026-07-13 01:15:12,635.439383199896
2026-07-13 01:15:20,647.3292565660377
2026-07-13 01:15:28,639.1013901818204
2026-07-13 01:15:36,646.6470152392357
2026-07-13 01:15:44,651.18557229852
2026-07-13 01:15:52,650.4076788613481
2026-07-13 01:16:00,631.4416563833718
2026-07-13 01:16:08,645.8009045179783
2026-07-13 01:16:16,653.9179388802995
2026-07-13 01:16:24,668.4838564656402
2026-07-13 01:16:32,650.2625279801871
2026-07-13 01:16:40,648.5104864211028
2026-07-13 01:16:48,651.5593075572798
2026-07-13 01:16:56,664.5012819541669
2026-07-13 01:17:04,667.1847787484433
2026-07-13 01:17:12,663.9288561005416
2026-07-13 01:17:20,658.4116590698985
2026-07-13 01:17:28,666.1013505284066
2026-07-13 01:17:36,642.8427854532587
2026-07-13 01:17:44,661.0742966712489
2026-07-13 01:17:52,643.7952931706285
2026-07-13 01:18:00,641.776252926092
2026-07-13 01:18:08,658.2520406363587
2026-07-13 01:18:16,635.2179512752992
2026-07-13 01:18:24,661.9111469926448
2026-07-13 01:18:32,645.5627141414151
2026-07-13 01:18:40,661.3976867191751
2026-07-13 01:18:48,650.4608589758129
2026-07-13 01:18:56,634.4038757908853
2026-07-13 01:19:04,657.1899742707042
2026-07-13 01:19:12,664.4511155991871
2026-07-13 01:19:20,673.3180724172616
2026-07-13 01:19:28,632.3184429433602
2026-07-13 01:19:36,644.2145079575129
2026-07-13 01:19:44,659.446062541708
2026-07-13 01:19:52,656.6739621979145
2026-07-13 01:20:00,2982.864493548232
2026-07-13 01:20:08,3011.9085866368155
2026-07-13 01:20:16,2984.343922606974
2026-07-13 01:20:24,2993.187389031915
2026-07-13 01:20:32,3025.7432972504153
2026-07-13 01:20:40,2995.0369902573357
2026-07-13 01:20:48,3005.6833121512213
2026-07-13 01:20:56,2984.4406089649246
2026-07-13 01:21:04,3004.555415338006
2026-07-13 01:21:12,2994.1334467683464
2026-07-13 01:21:20,2990.7152996059654
2026-07-13 01:21:28,3005.8769560381534
2026-07-13 01:21:36,3007.0053695702945
2026-07-13 01:21:44,3001.7109577155297
2026-07-13 01:21:52,2975.1261597755065
2026-07-13 01:22:00,3007.9792523545107
2026-07-13 01:22:08,2981.4569879510905
2026-07-13 01:22:16,2991.6807381355175
2026-07-13 01:22:24,2984.7319969445134
2026-07-13 01:22:32,2988.5948395086493
2026-07-13 01:22:40,3002.999966350488
2026-07-13 01:22:48,3005.933141069479
2026-07-13 01:22:56,2994.9425464776946
2026-07-13 01:23:04,2984.7626334736533
2026-07-13 01:23:12,3009.1102760126078
2026-07-13 01:23:20,2973.659180624617
2026-07-13 01:23:28,2997.626458263775
2026-07-13 01:23:36,2997.1618103299184
2026-07-13 01:23:44,2981.766838937983
2026-07-13 01:23:52,2985.9276452985664
2026-07-13 01:24:00,3022.1338525620436
2026-07-13 01:24:08,2994.4931183494755
2026-07-13 01:24:16,3006.952510357457
2026-07-13 01:24:24,3012.111800623718
2026-07-13 01:24:32,2982.222107598034
2026-07-13 01:24:40,3004.1491752591564
2026-07-13 01:24:48,2992.264844250382
2026-07-13 01:24:56,3010.8826299872753
2026-07-13 01:25:04,2984.8208590180675
2026-07-13 01:25:12,3004.283217312682
2026-07-13 01:25:20,3007.0775916261264
2026-07-13 01:25:28,3003.1030032999106
2026-07-13 01:25:36,3005.0104992345596
2026-07-13 01:25:44,2981.8103976525213
2026-07-13 01:25:52,2995.380282106513
2026-07-13 01:26:00,2995.1457665618796
2026-07-13 01:26:08,3017.948574497735
2026-07-13 01:26:16,3025.2334000066567
2026-07-13 01:26:24,3005.8164868477716
2026-07-13 01:26:32,2999.317281392454
2026-07-13 01:26:40,2862.8114335701744
2026-07-13 01:26:48,2848.349195009901
2026-07-13 01:26:56,2851.597061630196
2026-07-13 01:27:04,2863.031183695291
2026-07-13 01:27:12,2835.0649342640213
2026-07-13 01:27:20,2838.733108779554
2026-07-13 01:27:28,2855.1125981398545
2026-07-13 01:27:36,2855.1219474527425
2026-07-13 01:27:44,2858.2639289841436
2026-07-13 01:27:52,2862.9950692958046
2026-07-13 01:28:00,2863.133315603188
2026-07-13 01:28:08,2842.6662960764957
2026-07-13 01:28:16,2847.4445287492763
