Time,Aggregate,Fridge_Freezer,Fridge_Freezer_ON,Tumble_Dryer,Tumble_Dryer_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Food_Mixer,Food_Mixer_ON,Television,Television_ON,Kettle_Toaster,Kettle_Toaster_ON,Vivarium,Vivarium_ON,Pond_Pump,Pond_Pump_ON
2014-04-01 00:14:24,469.0,1.0,0,269.0,1,145.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,460.0,1.0,0,262.0,1,148.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,472.5,1.0,0,255.0,1,156.0,1,0.0,0,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:14:48,436.25,1.0,0,227.5,1,152.0,1,0.0,0,0.75,0,0.0,0,3.75,0,0.0,0,0.0,0
2014-04-01 00:14:56,400.0,1.0,0,200.0,1,148.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,464.5,1.0,0,260.5,1,155.5,1,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,424.0,1.0,0,237.0,1,147.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,448.0,1.0,0,250.0,1,147.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,446.0,1.0,0,245.0,1,153.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,484.0,1.0,0,252.0,1,171.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,502.0,1.0,0,259.0,1,141.0,1,0.0,0,0.0,0,0.0,0,0.0,0,40.0,1,10.0,1
2014-04-01 00:15:52,451.0,1.0,0,244.0,1,153.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,466.0,1.0,0,271.0,1,142.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,460.0,1.0,0,267.0,1,146.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,450.0,1.0,0,246.0,1,147.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,439.0,1.0,0,224.0,1,156.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,474.0,1.0,0,270.0,1,144.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,568.0,117.0,1,254.0,1,147.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,604.0,115.0,1,263.0,1,159.0,1,0.0,0,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,563.0,119.0,1,259.0,1,135.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,547.0,115.0,1,241.0,1,131.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,597.0,120.0,1,260.0,1,149.0,1,0.0,0,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,602.6,119.2,1,267.0,1,148.8,1,0.0,0,0.0,0,0.0,0,13.8,0,0.0,0,0.0,0
2014-04-01 00:17:28,608.2,118.4,1,274.0,1,148.6,1,0.0,0,0.0,0,0.0,0,13.6,0,0.0,0,0.0,0
2014-04-01 00:17:36,613.8,117.6,1,281.0,1,148.4,1,0.0,0,0.0,0,0.0,0,13.4,0,0.0,0,0.0,0
2014-04-01 00:17:44,619.4,116.8,1,288.0,1,148.2,1,0.0,0,0.0,0,0.0,0,13.2,0,0.0,0,0.0,0
2014-04-01 00:17:52,625.0,116.0,1,295.0,1,148.0,1,0.0,0,0.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,569.0,115.0,1,232.0,1,156.0,1,0.0,0,1.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:18:08,577.5,121.5,1,253.0,1,141.0,1,0.0,0,1.0,0,0.0,0,6.5,0,0.0,0,4.0,0
2014-04-01 00:18:16,586.0,128.0,1,274.0,1,126.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,8.0,0
2014-04-01 00:18:24,558.0,119.0,1,238.0,1,146.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,555.4444444444445,118.88888888888889,1,236.66666666666666,1,144.88888888888889,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,552.8888888888889,118.77777777777777,1,235.33333333333334,1,143.77777777777777,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,550.3333333333334,118.66666666666667,1,234.0,1,142.66666666666666,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,547.7777777777778,118.55555555555556,1,232.66666666666666,1,141.55555555555554,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,545.2222222222222,118.44444444444444,1,231.33333333333334,1,140.44444444444446,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,535.0,118.0,1,226.0,1,136.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,586.0,113.0,1,255.0,1,162.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,559.0,114.0,1,241.0,1,150.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,808.0,120.0,1,485.0,1,154.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,936.0,114.0,1,620.0,1,152.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,970.0,118.0,1,630.0,1,173.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,963.0,120.0,1,630.0,1,157.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,2017.0,124.0,1,646.0,1,1206.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,1942.0,127.0,1,596.0,1,1171.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,1910.0,124.0,1,553.0,1,1182.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,1882.0,118.0,1,509.0,1,1209.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,1974.0,124.0,1,584.0,1,1212.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,2030.0,127.0,1,619.0,1,1237.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,1978.0,117.0,1,584.0,1,1211.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:21:28,2027.0,130.0,1,641.0,1,1186.0,1,0.0,0,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,2017.0,115.0,1,645.0,1,1203.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,2006.0,122.0,1,625.0,1,1213.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,1910.0,126.0,1,581.0,1,1153.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,1916.0,114.0,1,611.0,1,1134.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,2049.0,120.0,1,628.0,1,1226.0,1,0.0,0,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,1983.0,114.0,1,587.0,1,1220.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,1887.0,113.0,1,494.0,1,1221.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,1909.8,113.6,1,514.6,1,1224.0,1,0.0,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,1932.6,114.2,1,535.2,1,1227.0,1,0.0,0,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,1955.4,114.8,1,555.8,1,1230.0,1,0.0,0,0.6000000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,1978.2,115.4,1,576.4,1,1233.0,1,0.0,0,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,2001.0,116.0,1,597.0,1,1236.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,1899.0,120.0,1,548.0,1,1176.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,2073.0,118.0,1,690.0,1,1217.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:28,2056.0,126.0,1,637.0,1,1178.0,1,0.0,0,1.0,0,0.0,0,15.0,0,50.0,1,0.0,0
2014-04-01 00:23:36,2074.0,128.0,1,627.0,1,1223.0,1,0.0,0,0.0,0,0.0,0,0.0,0,46.0,1,9.0,0
2014-04-01 00:23:44,1929.0,123.5,1,599.0,1,1155.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,1890.0,119.0,1,514.0,1,1200.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,2004.0,120.0,1,669.0,1,1151.0,1,0.0,0,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,2003.0,119.0,1,595.0,1,1203.0,1,0.0,0,0.0,0,0.0,0,0.0,0,47.0,1,0.0,0
2014-04-01 00:24:16,1961.5,118.5,1,566.0,1,1187.0,1,0.0,0,0.0,0,0.0,0,0.0,0,46.5,1,0.0,0
2014-04-01 00:24:24,1920.0,118.0,1,537.0,1,1171.0,1,0.0,0,0.0,0,0.0,0,0.0,0,46.0,1,0.0,0
2014-04-01 00:24:32,1993.0,118.0,1,599.0,1,1232.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:40,2001.0,126.0,1,611.5,1,1213.0,1,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,1987.0,125.0,1,621.75,1,1187.5,1,0.0,0,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0
