Time,Aggregate,Fridge,Fridge_ON,Freezer_Garage,Freezer_Garage_ON,Freezer,Freezer_ON,Tumble_Dryer,Tumble_Dryer_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Television_Site,Television_Site_ON,Toaster,Toaster_ON,Kettle,Kettle_ON
2014-04-01 00:08:56,258.0,123.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,294.0,122.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:09:12,245.0,121.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:20,294.0,119.0,1,0.0,0,0.0,0,85.0,1,0.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:09:28,256.0,120.0,1,0.0,0,0.0,0,89.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:36,244.0,121.0,1,0.0,0,0.0,0,71.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:44,251.75,122.25,1,0.0,0,0.0,0,73.0,1,1.0,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:09:52,259.5,123.5,1,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,267.25,124.75,1,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,10.5,1,0.0,0,0.0,0
2014-04-01 00:10:08,275.0,126.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:10:16,264.0,124.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:10:24,257.5,119.5,1,0.0,0,0.0,0,80.5,1,1.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:10:32,251.0,115.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,252.0,121.0,1,0.0,0,0.0,0,74.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,271.0,117.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:10:56,247.0,118.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,259.0,111.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:11:12,253.0,123.0,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,274.0,120.0,1,0.0,0,0.0,0,85.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:11:28,266.0,124.0,1,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,258.0,120.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:11:44,261.0,119.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:52,239.5,65.5,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,15.0,1,23.5,0,0.0,0
2014-04-01 00:12:00,185.25,33.25,1,0.0,0,0.0,0,77.0,1,0.5,0,0.0,0,7.5,0,11.75,0,0.0,0
2014-04-01 00:12:08,131.0,1.0,0,0.0,0,0.0,0,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,130.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,131.0,1.0,0,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,136.0,1.0,0,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:40,142.0,1.0,0,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,148.5,1.0,0,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,155.0,1.0,0,0.0,0,0.0,0,77.5,1,0.0,0,0.0,0,0.0,0,21.5,0,0.0,0
2014-04-01 00:13:04,153.0,1.0,0,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:13:12,141.0,1.0,0,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,123.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,128.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:36,143.0,1.0,0,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:44,132.0,1.0,0,0.0,0,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,146.0,1.0,0,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,172.0,1.0,0,0.0,0,0.0,0,74.0,1,0.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:14:08,174.0,1.0,0,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,47.0,0,0.0,0
2014-04-01 00:14:16,138.0,1.0,0,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,140.0,1.0,0,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:14:32,133.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,137.0,1.0,0,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:48,129.0,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,182.0,1.0,0,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:15:04,150.0,1.0,0,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,17.0,1,0.0,0,0.0,0
2014-04-01 00:15:12,134.0,1.0,0,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,8.5,0,0.0,0,0.0,0
2014-04-01 00:15:20,135.5,1.0,0,0.0,0,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,139.0,1.0,0,0.0,0,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,138.88888888888889,1.0,0,0.0,0,0.0,0,83.22222222222223,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,138.77777777777777,1.0,0,0.0,0,0.0,0,82.44444444444444,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,138.66666666666666,1.0,0,0.0,0,0.0,0,81.66666666666667,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,138.55555555555554,1.0,0,0.0,0,0.0,0,80.88888888888889,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,138.44444444444446,1.0,0,0.0,0,0.0,0,80.11111111111111,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,138.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,154.0,1.0,0,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:16:56,151.66666666666666,1.0,0,0.0,0,0.0,0,82.33333333333333,1,0.8333333333333334,0,0.0,0,11.666666666666666,1,0.0,0,0.0,0
2014-04-01 00:17:04,149.33333333333334,1.0,0,0.0,0,0.0,0,82.66666666666667,1,0.6666666666666667,0,0.0,0,9.333333333333332,0,0.0,0,0.0,0
2014-04-01 00:17:12,147.0,1.0,0,0.0,0,0.0,0,83.0,1,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,144.66666666666666,1.0,0,0.0,0,0.0,0,83.33333333333333,1,0.33333333333333337,0,0.0,0,4.666666666666666,0,0.0,0,0.0,0
2014-04-01 00:17:28,142.33333333333334,1.0,0,0.0,0,0.0,0,83.66666666666667,1,0.16666666666666674,0,0.0,0,2.333333333333332,0,0.0,0,0.0,0
2014-04-01 00:17:36,140.0,1.0,0,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,146.0,1.0,0,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:17:52,131.0,1.0,0,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,154.0,1.0,0,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:18:08,148.0,1.0,0,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,17.0,1,0.0,0,0.0,0
2014-04-01 00:18:16,132.0,1.5,0,0.0,0,0.0,0,78.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,132.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,131.0,1.0,0,0.0,0,0.0,0,79.75,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,130.0,1.0,0,0.0,0,0.0,0,80.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,133.0,1.0,0,0.0,0,0.0,0,77.75,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,136.0,1.0,0,0.0,0,0.0,0,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,133.0,1.0,0,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,142.0,1.0,0,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,135.0,1.0,0,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,143.0,1.0,0,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,133.0,1.0,0,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,124.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,129.5,1.0,0,0.0,0,0.0,0,78.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,260.0,116.0,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:20:08,248.0,118.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,251.0,118.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,261.0,115.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:20:32,254.0,121.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,235.0,114.0,1,0.0,0,0.0,0,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,265.5,114.5,1,0.0,0,0.0,0,75.5,1,0.5,0,0.0,0,0.0,0,23.0,0,0.0,0
2014-04-01 00:20:56,296.0,115.0,1,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:21:04,272.0,127.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,292.0,115.0,1,0.0,0,0.0,0,85.0,1,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:21:20,265.0,122.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,246.0,121.0,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,254.0,126.0,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,253.0,118.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,244.0,121.0,1,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,254.0,124.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,269.0,122.0,1,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:22:16,255.875,120.75,1,0.0,0,0.0,0,66.5,1,0.875,0,0.0,0,13.125,1,0.0,0,0.0,0
2014-04-01 00:22:24,242.75,119.5,1,0.0,0,0.0,0,57.0,1,0.75,0,0.0,0,11.25,1,0.0,0,0.0,0
2014-04-01 00:22:32,229.625,118.25,1,0.0,0,0.0,0,47.5,1,0.625,0,0.0,0,9.375,0,0.0,0,0.0,0
2014-04-01 00:22:40,216.5,117.0,1,0.0,0,0.0,0,38.0,1,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:22:48,203.375,115.75,1,0.0,0,0.0,0,28.5,1,0.375,0,0.0,0,5.625,0,0.0,0,0.0,0
2014-04-01 00:22:56,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,164.0,112.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,182.0,117.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:23:28,199.0,127.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:23:36,206.0,116.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:23:44,178.0,120.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,175.0,121.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,177.0,108.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:24:08,177.0,123.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,178.0,116.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:24:24,177.0,118.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:32,167.0,117.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:40,177.0,123.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,222.0,122.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,48.0,0,0.0,0
2014-04-01 00:24:56,169.0,123.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:25:04,206.0,119.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:25:12,219.0,119.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,42.0,0,0.0,0
