Time,Aggregate,Magimix_Blender,Magimix_Blender_ON,Freezer,Freezer_ON,Chest_Freezer_In_Garage,Chest_Freezer_In_Garage_ON,Fridge_Freezer,Fridge_Freezer_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Television_Site,Television_Site_ON,Microwave,Microwave_ON,Kenwood_KMix,Kenwood_KMix_ON
2014-04-01 00:04:24,178.5,126.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:32,185.0,120.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:04:40,622.25,121.5,1,441.0,1,0.0,0,0.0,0,0.25,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:04:48,1059.5,123.0,1,882.0,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:56,1539.25,120.0,1,1350.5,1,0.0,0,0.0,0,0.75,0,0.0,0,0.0,0,11.5,0,2.25,0
2014-04-01 00:05:04,2019.0,117.0,1,1819.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,23.0,0,4.5,0
2014-04-01 00:05:12,1962.0,112.0,1,1747.0,1,0.0,0,0.0,0,0.0,0,0.0,0,16.0,1,44.0,0,0.0,0
2014-04-01 00:05:20,1978.0,117.0,1,1797.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:28,1965.0,116.0,1,1810.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:36,2003.0,119.0,1,1823.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:44,1922.0,125.0,1,1743.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:52,2047.0,119.0,1,1831.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:06:00,1968.0,123.0,1,1733.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,45.0,0,0.0,0
2014-04-01 00:06:08,1948.0,118.0,1,1787.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:16,2011.0,123.0,1,1815.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:06:24,2039.0,125.0,1,1846.0,1,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:06:32,1959.0,121.0,1,1790.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:40,1955.25,123.5,1,1779.0,1,0.0,0,0.0,0,0.5,0,0.0,0,3.25,0,0.0,0,0.0,0
2014-04-01 00:06:48,1951.5,126.0,1,1768.0,1,0.0,0,0.0,0,0.0,0,0.0,0,6.5,0,0.0,0,0.0,0
2014-04-01 00:06:56,1964.75,123.25,1,1787.5,1,0.0,0,0.0,0,0.0,0,0.0,0,3.25,0,0.0,0,0.0,0
2014-04-01 00:07:04,1978.0,120.5,1,1807.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,2081.0,108.0,1,1902.0,1,0.0,0,0.0,0,1.0,0,0.0,0,16.0,1,0.0,0,9.0,0
2014-04-01 00:07:20,2049.0,116.0,1,1859.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:07:28,1867.0,128.0,1,1687.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:36,1892.0,125.0,1,1720.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:44,2038.0,128.0,1,1814.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.0,0,0.0,0
2014-04-01 00:07:52,1935.0,124.0,1,1757.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:00,1874.0,1.0,0,1823.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:08,1828.5,1.0,0,1758.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,21.0,0,0.0,0
2014-04-01 00:08:16,1819.0,1.0,0,1763.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:24,1791.0,1.0,0,1721.0,1,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:08:32,1874.0,1.0,0,1816.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:40,1880.0,1.0,0,1823.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:48,1866.0,1.0,0,1760.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:56,1852.0,1.0,0,1795.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,1760.0,1.0,0,1713.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:12,1893.0,1.0,0,1828.0,1,0.0,0,0.0,0,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:09:20,1802.0,1.0,0,1743.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:28,1849.0,1.0,0,1790.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:36,306.0,1.0,0,247.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:09:44,298.0,1.0,0,241.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,295.0,1.0,0,235.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,316.0,1.0,0,260.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:08,338.5,1.0,0,257.0,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,23.0,0,0.0,0
2014-04-01 00:10:16,306.0,1.0,0,254.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,311.0,1.0,0,246.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:32,296.0,1.0,0,242.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,290.0,1.0,0,236.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,322.0,1.0,0,269.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,318.0,1.0,0,255.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,296.5,1.0,0,269.0,1,0.0,0,0.0,0,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:11:12,275.0,1.0,0,227.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,291.0,1.0,0,233.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,367.0,1.0,0,260.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:11:36,326.0,1.0,0,267.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,289.0,1.0,0,244.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:52,310.0,1.0,0,246.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:12:00,249.0,1.0,0,196.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,293.0,1.0,0,237.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,313.0,1.0,0,252.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,320.0,1.0,0,262.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,324.0,1.0,0,255.5,1,0.0,0,0.0,0,0.25,0,0.0,0,3.0,0,10.0,0,0.0,0
2014-04-01 00:12:40,328.0,1.0,0,249.0,1,0.0,0,0.0,0,0.5,0,0.0,0,6.0,0,20.0,0,0.0,0
2014-04-01 00:12:48,307.5,1.0,0,242.5,1,0.0,0,0.0,0,0.25,0,0.0,0,3.0,0,10.0,0,0.0,0
2014-04-01 00:12:56,287.0,1.0,0,236.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,324.5,1.0,0,265.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,325.6,1.0,0,262.4,1,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,326.7,1.0,0,259.3,1,0.0,0,0.0,0,0.0,0,0.0,0,6.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,327.8,1.0,0,256.2,1,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0,0.0,0,0.0,0
2014-04-01 00:13:36,328.9,1.0,0,253.1,1,0.0,0,0.0,0,0.0,0,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:13:44,330.0,1.0,0,250.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:13:52,319.0,1.0,0,259.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,333.0,1.0,0,256.0,1,0.0,0,0.0,0,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:14:08,330.0,1.0,0,258.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.5,0
2014-04-01 00:14:16,270.0,1.0,0,210.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:14:24,296.0,2.0,0,244.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,266.0,1.0,0,213.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,334.0,1.0,0,259.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:14:48,257.0,1.0,0,215.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,291.0,1.0,0,235.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,343.0,1.0,0,274.0,1,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:15:12,317.0,1.0,0,248.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:15:20,345.0,1.0,0,279.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,322.0,1.0,0,243.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,10.0,1
2014-04-01 00:15:36,317.0,1.0,0,249.5,1,0.0,0,0.0,0,0.5,0,0.0,0,7.5,0,0.0,0,5.0,0
2014-04-01 00:15:44,312.0,1.0,0,256.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,335.0,1.0,0,274.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,315.0,1.0,0,262.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,299.0,1.0,0,244.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,311.0,1.0,0,253.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,289.0,1.0,0,244.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,258.0,1.0,0,205.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,305.0,1.0,0,268.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,299.0,1.0,0,241.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,333.0,1.0,0,235.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:17:04,302.0,1.0,0,246.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,295.0,1.0,0,241.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,300.0,1.0,0,236.0,1,0.0,0,0.0,0,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:17:28,311.0,1.0,0,243.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:17:36,311.0,1.0,0,237.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:17:44,295.0,1.0,0,243.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:52,281.0,1.0,0,217.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,343.0,58.5,1,230.0,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:08,387.0,86.75,1,242.5,1,0.0,0,0.0,0,0.25,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:18:16,431.0,115.0,1,255.0,1,0.0,0,0.0,0,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:18:24,428.5,115.5,1,252.75,1,0.0,0,0.0,0,0.25,0,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:18:32,426.0,116.0,1,250.5,1,0.0,0,0.0,0,0.5,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,423.5,116.5,1,248.25,1,0.0,0,0.0,0,0.75,0,0.0,0,4.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,421.0,117.0,1,246.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,416.0,122.0,1,244.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,424.0,117.0,1,251.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,431.5,121.0,1,209.0,1,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:19:20,439.0,116.0,1,268.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,405.0,125.0,1,226.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,414.0,121.0,1,240.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,419.75,121.25,1,246.25,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,425.5,121.5,1,252.5,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,398.75,118.75,1,229.75,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,372.0,116.0,1,207.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,418.0,112.0,1,222.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,429.0,120.0,1,237.0,1,0.0,0,0.0,0,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:20:32,2632.0,119.0,1,231.0,1,0.0,0,0.0,0,0.0,0,2230.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,2567.0,116.0,1,218.0,1,0.0,0,0.0,0,1.0,0,2180.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,2580.0,122.0,1,284.0,1,0.0,0,0.0,0,0.0,0,2127.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,2656.0,116.0,1,266.0,1,0.0,0,0.0,0,1.0,0,2219.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,2480.0,120.0,1,230.0,1,0.0,0,0.0,0,1.0,0,2090.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,2554.0,120.0,1,226.0,1,0.0,0,0.0,0,1.0,0,2154.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,2982.0,120.0,1,590.0,1,0.0,0,0.0,0,0.0,0,2177.0,1,0.0,0,43.0,0,0.0,0
2014-04-01 00:21:28,2889.0,123.0,1,519.0,1,0.0,0,0.0,0,0.0,0,2183.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,3013.0,111.0,1,624.0,1,0.0,0,0.0,0,1.0,0,2168.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,3137.0,112.0,1,733.0,1,0.0,0,0.0,0,0.0,0,2202.0,1,0.0,0,44.0,0,0.0,0
2014-04-01 00:21:52,2975.0,118.0,1,596.0,1,0.0,0,0.0,0,1.0,0,2159.0,1,0.0,0,43.0,0,0.0,0
2014-04-01 00:22:00,2974.0,123.0,1,595.0,1,0.0,0,0.0,0,1.0,0,2163.0,1,0.0,0,43.0,0,0.0,0
2014-04-01 00:22:08,3013.5,113.0,1,602.5,1,0.0,0,0.0,0,1.0,0,2222.0,1,0.0,0,23.5,0,0.0,0
2014-04-01 00:22:16,691.0,117.0,1,524.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,774.0,119.0,1,604.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,746.0,117.0,1,581.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,837.0,120.0,1,661.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,852.0,130.0,1,618.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,47.0,0,0.0,0
2014-04-01 00:22:56,752.0,109.0,1,590.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,814.0,114.0,1,651.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,801.5,115.0,1,623.5,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,11.5,0,0.0,0
2014-04-01 00:23:20,789.0,116.0,1,596.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,23.0,0,0.0,0
2014-04-01 00:23:28,735.0,120.0,1,570.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,828.0,122.0,1,649.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,740.0,118.0,1,542.0,1,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:23:52,714.0,122.0,1,535.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,715.0,116.0,1,537.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,758.5,113.0,1,564.5,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,22.5,0,0.0,0
2014-04-01 00:24:16,802.0,110.0,1,592.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:24:24,804.5,129.0,1,617.5,1,0.0,0,0.0,0,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:24:32,790.0,122.0,1,610.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:40,755.0,121.0,1,597.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,768.0,115.0,1,581.0,1,0.0,0,0.0,0,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:24:56,746.6,114.8,1,562.4,1,0.0,0,0.0,0,1.0,0,0.0,0,10.4,1,0.0,0,0.0,0
2014-04-01 00:25:04,725.2,114.6,1,543.8,1,0.0,0,0.0,0,1.0,0,0.0,0,7.8,0,0.0,0,0.0,0
2014-04-01 00:25:12,703.8,114.4,1,525.2,1,0.0,0,0.0,0,1.0,0,0.0,0,5.199999999999999,0,0.0,0,0.0,0
