Time,Aggregate,Fridge_Freezer,Fridge_Freezer_ON,Washing_Machine,Washing_Machine_ON,Television_Site,Television_Site_ON,Microwave,Microwave_ON,Kettle,Kettle_ON,Toaster,Toaster_ON,Bread_maker,Bread_maker_ON,Lamp_80Watts,Lamp_80Watts_ON,Hi_Fi,Hi_Fi_ON
2014-04-01 00:18:32,1610.4,123.8,1,251.6,1,1174.6,1,0.0,0,0.4,0,0.0,0,5.2,0,0.0,0,0.0,0
2014-04-01 00:18:40,1622.6,124.2,1,256.4,1,1176.4,1,0.0,0,0.6000000000000001,0,0.0,0,7.800000000000001,0,0.0,0,0.0,0
2014-04-01 00:18:48,1634.8,124.6,1,261.2,1,1178.2,1,0.0,0,0.8,0,0.0,0,10.4,1,0.0,0,0.0,0
2014-04-01 00:18:56,1647.0,125.0,1,266.0,1,1180.0,1,0.0,0,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:19:04,1649.0,129.0,1,224.0,1,1226.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:19:12,1649.5,122.5,1,239.5,1,1208.5,1,0.0,0,0.5,0,0.0,0,0.0,0,22.0,1,0.0,0
2014-04-01 00:19:20,1698.75,124.25,1,247.75,1,1223.25,1,40.0,0,0.75,0,0.0,0,0.0,0,11.0,1,0.0,0
2014-04-01 00:19:28,1748.0,126.0,1,256.0,1,1238.0,1,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,1691.0,121.0,1,224.0,1,1217.0,1,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,1749.0,121.0,1,255.0,1,1226.0,1,79.0,0,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:19:52,1709.0,127.0,1,244.0,1,1197.0,1,85.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,1656.0,123.0,1,218.0,1,1182.0,1,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,1717.0,124.0,1,266.0,1,1194.0,1,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,1632.0,58.0,1,230.5,1,1207.5,1,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,5.0,0
2014-04-01 00:20:24,1579.0,1.0,0,240.0,1,1197.0,1,85.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,1586.0,1.0,0,229.0,1,1232.0,1,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,1586.0,1.0,0,264.0,1,1196.0,1,74.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,1641.0,1.0,0,260.0,1,1247.0,1,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,1548.0,1.0,0,200.0,1,1213.0,1,83.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,1616.0,1.0,0,259.0,1,1163.0,1,79.0,0,1.0,0,0.0,0,15.0,1,44.0,1,0.0,0
2014-04-01 00:21:12,1555.0,1.0,0,258.0,1,1162.0,1,76.0,0,1.0,0,0.0,0,0.0,0,22.0,1,0.0,0
2014-04-01 00:21:20,1589.0,1.0,0,225.0,1,1234.0,1,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,1606.0,1.0,0,264.0,1,1214.0,1,77.5,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,1605.0,1.0,0,245.0,1,1221.0,1,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,1643.0,1.0,0,265.0,1,1250.0,1,82.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,2078.0,1.0,0,680.0,1,1265.0,1,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,1958.0,1.0,0,642.0,1,1178.0,1,83.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,1921.0,1.0,0,562.0,1,1227.0,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,2020.0,1.0,0,634.0,1,1264.0,1,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,2069.0,1.0,0,609.0,1,1258.0,1,79.0,0,0.0,0,0.0,0,14.0,1,46.0,1,10.0,1
2014-04-01 00:22:32,2009.0,1.0,0,675.0,1,1196.0,1,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,1869.0,1.0,0,546.0,1,1191.0,1,84.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,1952.0,1.0,0,610.0,1,1202.0,1,86.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,1852.0,1.0,0,616.0,1,1099.0,1,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,2029.0,1.0,0,695.0,1,1196.0,1,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,1944.0,1.0,0,561.0,1,1250.0,1,75.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,1940.0,1.0,0,654.0,1,1131.0,1,82.0,0,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:23:28,1918.5,1.0,0,557.0,1,1207.0,1,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,1897.0,1.0,0,575.0,1,1183.0,1,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,1928.0,1.0,0,565.0,1,1220.0,1,82.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,1875.0,1.0,0,591.0,1,1145.0,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,1998.0,1.0,0,597.0,1,1256.0,1,82.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,3108.0,1.0,0,602.0,1,1263.0,1,79.0,0,1107.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,3080.0,1.0,0,564.0,1,1241.0,1,81.0,0,1119.0,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:24:24,3042.0,1.0,0,569.0,1,1232.0,1,79.0,0,1108.0,1,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:24:32,2996.5,1.0,0,551.5,1,1208.25,1,79.75,0,1105.0,1,0.0,0,0.0,0,0.0,0,4.5,0
2014-04-01 00:24:40,2951.0,1.0,0,534.0,1,1184.5,1,80.5,0,1102.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,2987.5,1.0,0,547.5,1,1206.5,1,79.75,0,1096.0,1,0.0,0,3.75,0,0.0,0,0.0,0
2014-04-01 00:24:56,3024.0,1.0,0,561.0,1,1228.5,1,79.0,0,1090.0,1,0.0,0,7.5,0,0.0,0,0.0,0
