Time,Aggregate,Fridge,Fridge_ON,Freezer,Freezer_ON,Tumble_Dryer,Tumble_Dryer_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Computer_Site,Computer_Site_ON,Television_Site,Television_Site_ON,Microwave,Microwave_ON,Kettle,Kettle_ON
2014-04-01 00:02:24,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:32,170.0,120.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:40,174.0,122.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:48,173.0,119.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:56,184.0,120.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:04,170.0,121.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:12,175.85714285714286,120.0,1,0.0,0,0.0,0,0.0,0,0.14285714285714285,0,0.0,0,0.0,0,6.285714285714286,0,0.0,0
2014-04-01 00:03:20,181.71428571428572,119.0,1,0.0,0,0.0,0,0.0,0,0.2857142857142857,0,0.0,0,0.0,0,12.571428571428571,0,0.0,0
2014-04-01 00:03:28,187.57142857142856,118.0,1,0.0,0,0.0,0,0.0,0,0.42857142857142855,0,0.0,0,0.0,0,18.857142857142858,0,0.0,0
2014-04-01 00:03:36,193.42857142857142,117.0,1,0.0,0,0.0,0,0.0,0,0.5714285714285714,0,0.0,0,0.0,0,25.142857142857142,0,0.0,0
2014-04-01 00:03:44,199.28571428571428,116.0,1,0.0,0,0.0,0,0.0,0,0.7142857142857142,0,0.0,0,0.0,0,31.428571428571427,0,0.0,0
2014-04-01 00:03:52,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:00,211.0,114.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:04:08,170.0,112.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:16,234.0,115.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:24,315.0,119.0,1,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,14.0,1,47.0,0,0.0,0
2014-04-01 00:04:32,253.0,118.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:40,247.0,114.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:48,241.0,118.0,1,0.0,0,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:56,254.0,112.0,1,0.0,0,0.0,0,79.0,1,0.5,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:05:04,245.0,123.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:12,248.0,116.0,1,0.0,0,0.0,0,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:20,250.66666666666666,117.16666666666667,1,0.0,0,0.0,0,75.66666666666667,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:28,253.33333333333334,118.33333333333333,1,0.0,0,0.0,0,76.33333333333333,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:36,256.0,119.5,1,0.0,0,0.0,0,77.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:44,258.6666666666667,120.66666666666667,1,0.0,0,0.0,0,77.66666666666667,1,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:52,261.3333333333333,121.83333333333333,1,0.0,0,0.0,0,78.33333333333333,1,0.8333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:00,264.0,123.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:08,244.0,115.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:16,243.0,114.0,1,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:24,236.0,108.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:32,256.0,121.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:40,267.0,123.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:48,268.0,117.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:06:56,253.0,123.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:04,259.0,122.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,256.125,120.75,1,0.0,0,0.0,0,76.875,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:20,253.25,119.5,1,0.0,0,0.0,0,76.75,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:28,250.375,118.25,1,0.0,0,0.0,0,76.625,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:36,247.5,117.0,1,0.0,0,0.0,0,76.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:44,244.625,115.75,1,0.0,0,0.0,0,76.375,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:52,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:00,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:08,236.0,112.0,1,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:16,291.0,114.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:08:24,255.0,124.0,1,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:32,243.0,121.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:40,255.0,122.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:48,267.0,125.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:56,256.0,121.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,242.0,110.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:12,273.0,117.0,1,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:09:20,254.0,117.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:28,258.0,121.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:36,269.0,127.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:44,247.0,119.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,248.0,120.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,259.0,120.0,1,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:08,243.5,113.5,1,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,247.0,120.0,1,0.0,0,0.0,0,72.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,244.0,115.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:32,252.0,124.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,238.0,113.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,250.0,113.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,257.0,125.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,263.0,123.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,246.0,121.0,1,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,255.0,119.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,257.0,123.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,258.0,122.0,1,0.0,0,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,302.0,120.0,1,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,41.0,0,0.0,0
2014-04-01 00:11:52,277.0,122.0,1,0.0,0,0.0,0,79.5,1,0.0,0,0.0,0,0.0,0,20.5,0,0.0,0
2014-04-01 00:12:00,252.0,124.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,246.0,117.0,1,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,315.0,121.0,1,0.0,0,0.0,0,88.0,1,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:12:24,251.0,122.0,1,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,294.0,118.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,48.0,0,0.0,0
2014-04-01 00:12:40,277.5,120.25,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,3.75,0,24.0,0,0.0,0
2014-04-01 00:12:48,261.0,122.5,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:12:56,254.0,122.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,238.0,114.0,1,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,142.0,1.0,0,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,131.0,1.0,0,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,149.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:13:36,148.0,1.0,0,0.0,0,0.0,0,77.5,1,0.0,0,0.0,0,13.5,1,0.0,0,0.0,0
2014-04-01 00:13:44,147.0,1.0,0,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:13:52,148.0,1.0,0,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:14:00,139.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,150.0,2.0,0,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:14:16,127.0,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,139.0,1.0,0,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,177.0,1.0,0,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:14:40,146.0,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:14:48,131.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,156.0,1.0,0,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:15:04,153.14285714285714,1.0,0,0.0,0,0.0,0,80.78571428571429,1,0.07142857142857142,0,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:15:12,150.28571428571428,1.0,0,0.0,0,0.0,0,80.57142857142857,1,0.14285714285714285,0,0.0,0,10.0,1,0.0,0,0.0,0
2014-04-01 00:15:20,147.42857142857142,1.0,0,0.0,0,0.0,0,80.35714285714286,1,0.21428571428571427,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,144.57142857142858,1.0,0,0.0,0,0.0,0,80.14285714285714,1,0.2857142857142857,0,0.0,0,6.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,141.71428571428572,1.0,0,0.0,0,0.0,0,79.92857142857143,1,0.3571428571428571,0,0.0,0,4.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,136.0,1.0,0,0.0,0,0.0,0,79.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,179.0,1.0,0,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:16:08,127.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,132.0,1.0,0,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,134.0,1.0,0,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,138.5,1.0,0,0.0,0,0.0,0,81.5,1,0.0,0,0.0,0,3.25,0,0.0,0,0.0,0
2014-04-01 00:16:40,143.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,6.5,0,0.0,0,0.0,0
2014-04-01 00:16:48,129.0,1.0,0,0.0,0,0.0,0,74.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,142.0,1.0,0,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,138.0,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,135.0,1.0,0,0.0,0,0.0,0,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,144.0,1.0,0,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:17:28,144.0,1.0,0,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:36,133.0,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,138.0,1.0,0,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:52,159.0,1.0,0,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:18:00,133.0,1.0,0,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:08,146.0,1.0,0,0.0,0,0.0,0,72.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:18:16,149.0,1.0,0,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:18:24,145.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:18:32,133.0,1.0,0,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,135.0,1.0,0,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,128.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,135.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,128.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,125.0,1.0,0,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,145.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:19:28,139.0,1.0,0,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:19:36,133.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,136.0,1.0,0,0.0,0,0.0,0,81.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,141.0,1.0,0,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,164.25,30.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,187.5,59.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,261.0,122.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,255.0,114.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,257.0,123.0,1,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,254.0,114.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,248.0,120.0,1,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,247.0,120.0,1,0.0,0,0.0,0,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,244.0,118.0,1,0.0,0,0.0,0,74.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,306.0,121.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:21:20,252.0,114.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,259.0,126.0,1,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,267.0,127.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,245.0,115.0,1,0.0,0,0.0,0,74.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,247.0,117.0,1,0.0,0,0.0,0,78.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,261.0,123.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,236.0,114.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,287.0,115.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,41.0,0,0.0,0
2014-04-01 00:22:24,246.0,116.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,288.0,119.0,1,0.0,0,0.0,0,71.0,1,0.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:22:40,274.0,119.0,1,0.0,0,0.0,0,84.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:22:48,250.0,124.0,1,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,255.0,120.0,1,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:23:04,253.0,120.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,317.0,123.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,14.0,1,44.0,0,0.0,0
2014-04-01 00:23:20,249.0,115.0,1,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:28,254.0,120.0,1,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,254.5,118.0,1,0.0,0,0.0,0,80.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,249.0,112.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,257.0,117.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,251.5,116.5,1,0.0,0,0.0,0,80.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,246.0,116.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,271.0,129.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,257.0,120.0,1,0.0,0,0.0,0,86.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:32,305.0,124.0,1,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:24:40,238.0,113.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,254.0,125.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:56,253.5,124.0,1,0.0,0,0.0,0,79.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:25:04,253.0,123.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
