Time,Aggregate,Fridge_Freezer,Fridge_Freezer_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Television,Television_ON,Microwave,Microwave_ON,Toaster,Toaster_ON,Hi_Fi,Hi_Fi_ON,Kettle,Kettle_ON,Oven_Extractor_Fan,Oven_Extractor_Fan_ON
2014-04-01 00:05:12,1988.0,116.0,1,1818.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:20,1917.0,111.0,1,1755.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:28,1956.0,123.0,1,1765.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:05:36,2029.0,116.0,1,1837.0,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,20.5,0,0.0,0
2014-04-01 00:05:44,1975.0,118.0,1,1781.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:05:52,2012.0,122.0,1,1846.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:00,1919.0,124.0,1,1737.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:08,2050.0,130.0,1,1870.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:16,2000.0,126.0,1,1824.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:24,1924.0,125.0,1,1740.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:32,1948.5,126.0,1,1769.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:40,1973.0,127.0,1,1798.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:48,1865.0,120.0,1,1701.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:56,1895.0,120.0,1,1730.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:04,1855.0,117.0,1,1681.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,2007.0,121.0,1,1831.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:20,1963.0,125.0,1,1789.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:28,1969.0,119.0,1,1780.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:07:36,1957.0,1.0,0,1900.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:44,1945.0,1.0,0,1848.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,48.0,0,0.0,0
2014-04-01 00:07:52,1897.0,1.0,0,1838.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:00,1863.0,1.0,0,1809.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:08,1809.0,1.0,0,1818.0,1,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:08:16,1929.0,1.0,0,1827.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:08:24,1821.0,1.0,0,1750.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:08:32,1910.0,1.0,0,1836.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:08:40,1946.0,1.0,0,1850.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,41.0,0,0.0,0
2014-04-01 00:08:48,1866.0,1.0,0,1803.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:56,1816.0,1.0,0,1761.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,3065.0,1.0,0,1836.0,1,1161.0,1,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:09:12,3019.0,1.0,0,1785.0,1,1179.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:20,3117.0,1.0,0,1759.0,1,1253.0,1,0.0,0,1.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:09:28,3152.0,1.0,0,1863.0,1,1236.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:36,3071.0,1.0,0,1840.0,1,1180.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:44,3114.0,1.0,0,1855.0,1,1200.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,2992.0,1.0,0,1762.0,1,1174.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,3138.0,1.0,0,1829.0,1,1253.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:10:08,2960.0,1.0,0,1726.0,1,1190.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,3095.0,1.0,0,1845.0,1,1190.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,2032.5,1.0,0,235.5,1,1199.5,1,0.0,0,544.5,1,0.0,0,0.0,0,0.0,0,4.5,0
2014-04-01 00:10:32,2748.0,1.0,0,273.0,1,1260.0,1,0.0,0,1122.0,1,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:10:40,2612.0,1.0,0,262.0,1,1184.0,1,0.0,0,1116.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,2588.0,1.0,0,249.0,1,1154.0,1,0.0,0,1126.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,2498.0,1.0,0,225.0,1,1164.0,1,0.0,0,1053.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,2584.0,1.0,0,231.0,1,1209.0,1,0.0,0,1100.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,2678.0,1.0,0,272.0,1,1253.0,1,0.0,0,1099.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,2594.0,1.0,0,232.0,1,1230.0,1,0.0,0,1076.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,2634.0,1.0,0,235.0,1,1181.0,1,0.0,0,1120.0,1,0.0,0,0.0,0,47.0,0,0.0,0
2014-04-01 00:11:36,2617.0,1.0,0,230.0,1,1208.0,1,0.0,0,1125.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,2658.0,1.0,0,285.0,1,1203.0,1,0.0,0,1118.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:52,1552.0,1.0,0,264.0,1,1240.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:00,1524.0,1.0,0,240.0,1,1234.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,1539.5,1.0,0,240.0,1,1200.0,1,38.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,1581.0,1.0,0,252.0,1,1201.0,1,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,1576.0,1.0,0,264.0,1,1172.0,1,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,1522.0,1.0,0,229.0,1,1145.0,1,81.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:12:40,1660.0,120.0,1,240.0,1,1172.0,1,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,1688.0,111.0,1,251.0,1,1210.0,1,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,1800.0,127.0,1,252.0,1,1248.0,1,77.0,1,0.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:13:04,1695.0,116.0,1,244.0,1,1210.0,1,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,1733.0,124.0,1,247.0,1,1175.0,1,76.0,1,1.0,0,0.0,0,15.0,1,45.0,0,0.0,0
2014-04-01 00:13:20,1702.0,118.0,1,257.0,1,1199.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,1706.0,123.0,1,229.0,1,1221.0,1,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:36,1740.0,119.0,1,248.0,1,1231.0,1,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:44,1647.0,117.0,1,238.0,1,1164.0,1,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,1677.75,116.25,1,252.75,1,1179.25,1,78.75,1,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,1708.5,115.5,1,267.5,1,1194.5,1,80.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,1724.0,118.0,1,254.0,1,1210.0,1,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:14:16,1745.0,119.0,1,241.0,1,1256.0,1,74.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,1654.0,121.0,1,190.0,1,1209.0,1,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,1659.5,116.0,1,266.0,1,1193.0,1,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,1665.0,110.0,1,246.0,1,1180.0,1,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:48,1711.0,121.0,1,237.0,1,1226.0,1,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,1634.0,113.0,1,249.0,1,1138.0,1,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,1668.25,117.25,1,245.0,1,1174.25,1,77.0,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,1702.5,121.5,1,241.0,1,1210.5,1,75.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,1744.0,119.0,1,280.0,1,1186.0,1,81.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:15:28,1741.6,119.8,1,280.1,1,1185.9,1,80.9,1,1.0,0,0.0,0,13.5,1,0.0,0,0.0,0
2014-04-01 00:15:36,1739.2,120.6,1,280.2,1,1185.8,1,80.8,1,1.0,0,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:15:44,1736.8,121.4,1,280.3,1,1185.7,1,80.7,1,1.0,0,0.0,0,10.5,1,0.0,0,0.0,0
2014-04-01 00:15:52,1734.4,122.2,1,280.4,1,1185.6,1,80.6,1,1.0,0,0.0,0,9.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,1732.0,123.0,1,280.5,1,1185.5,1,80.5,1,1.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:16:08,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,1720.0,127.0,1,281.0,1,1185.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,1681.0,125.0,1,245.0,1,1175.0,1,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,1709.0,114.0,1,254.0,1,1206.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,1709.0,110.0,1,259.0,1,1188.0,1,83.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:17:12,1717.0,126.0,1,250.0,1,1214.0,1,79.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,1769.0,131.0,1,260.0,1,1229.0,1,79.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:17:28,1727.0,118.5,1,261.5,1,1203.5,1,78.0,1,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:17:36,1638.0,114.0,1,206.0,1,1190.0,1,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,1733.0,116.0,1,260.0,1,1206.0,1,82.0,1,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:17:52,1754.0,134.0,1,255.0,1,1215.0,1,87.0,1,0.0,0,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:18:00,1688.0,121.0,1,225.0,1,1194.0,1,89.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:08,1695.0,120.0,1,249.0,1,1188.0,1,76.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:18:16,1723.0,120.0,1,244.5,1,1207.0,1,81.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:18:24,1714.0,113.0,1,240.0,1,1164.0,1,89.0,1,0.0,0,0.0,0,13.0,1,43.0,0,0.0,0
2014-04-01 00:18:32,1755.0,121.0,1,246.0,1,1217.0,1,83.0,1,0.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:18:40,1637.0,129.0,1,266.0,1,1106.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,1752.0,127.0,1,227.0,1,1271.0,1,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,1690.0,117.0,1,251.0,1,1192.0,1,74.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,686.0,115.0,1,278.0,1,158.0,1,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,680.0,123.0,1,236.0,1,149.0,1,78.0,1,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:19:20,673.5,121.25,1,250.5,1,149.0,1,77.75,1,0.25,0,0.0,0,0.0,0,22.5,0,0.0,0
2014-04-01 00:19:28,667.0,119.5,1,265.0,1,149.0,1,77.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,669.25,118.625,1,260.0,1,151.5,1,78.625,1,0.625,0,0.0,0,4.0,0,0.0,0,2.5,0
2014-04-01 00:19:44,671.5,117.75,1,255.0,1,154.0,1,79.75,1,0.75,0,0.0,0,8.0,0,0.0,0,5.0,0
2014-04-01 00:19:52,673.75,116.875,1,250.0,1,156.5,1,80.875,1,0.875,0,0.0,0,12.0,1,0.0,0,7.5,0
2014-04-01 00:20:00,676.0,116.0,1,245.0,1,159.0,1,82.0,1,1.0,0,0.0,0,16.0,1,0.0,0,10.0,1
2014-04-01 00:20:08,655.0,123.0,1,249.0,1,143.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,532.0,1.0,0,259.0,1,144.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,557.0,1.0,0,266.0,1,155.0,1,76.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:20:32,519.5,1.0,0,233.0,1,155.0,1,79.0,1,1.0,0,0.0,0,9.333333333333332,0,0.0,0,0.0,0
2014-04-01 00:20:40,482.0,1.0,0,200.0,1,155.0,1,82.0,1,1.0,0,0.0,0,4.666666666666666,0,0.0,0,0.0,0
2014-04-01 00:20:48,520.0,1.0,0,234.0,1,152.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,524.0,1.0,0,238.0,1,159.0,1,73.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,535.0,1.0,0,254.0,1,137.0,1,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,556.0,0.0,0,278.0,1,145.0,1,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,550.0,1.0,0,218.0,1,159.0,1,79.0,1,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:21:28,509.0,1.0,0,234.0,1,137.0,1,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,520.0,1.0,0,248.0,1,136.0,1,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,602.0,1.0,0,272.0,1,143.0,1,79.0,1,0.0,0,0.0,0,0.0,0,51.0,0,0.0,0
2014-04-01 00:21:52,563.0,1.0,0,277.0,1,150.0,1,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,549.0,1.0,0,251.0,1,159.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,551.0,1.0,0,251.5,1,163.0,1,80.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,553.0,1.0,0,252.0,1,167.0,1,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,538.0,1.0,0,241.0,1,143.0,1,76.0,1,1.0,0,0.0,0,14.0,1,0.0,0,9.0,0
2014-04-01 00:22:32,889.0,1.0,0,606.0,1,145.0,1,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,924.0,1.0,0,645.0,1,143.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,863.0,1.0,0,567.0,1,152.5,1,79.5,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:22:56,902.5,1.0,0,614.5,1,149.75,1,81.75,1,0.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,942.0,1.0,0,662.0,1,147.0,1,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,917.0,1.0,0,583.0,1,146.0,1,82.0,1,0.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:23:20,975.0,1.0,0,691.0,1,151.0,1,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:28,932.0,1.0,0,602.0,1,163.0,1,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,889.0,1.0,0,594.0,1,157.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,862.0,1.0,0,584.0,1,150.0,1,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,864.0,1.0,0,596.0,1,143.0,1,74.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,846.0,1.0,0,558.0,1,141.0,1,77.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:24:08,850.0,1.0,0,585.0,1,137.0,1,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,842.0,1.0,0,563.0,1,146.0,1,76.0,1,0.0,0,0.0,0,0.0,0,42.0,0,0.0,0
2014-04-01 00:24:24,834.0,1.0,0,544.0,1,152.0,1,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:32,868.0,1.0,0,561.0,1,152.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:40,855.0,1.0,0,578.0,1,149.0,1,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,861.0,1.0,0,575.0,1,154.4,1,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,1.8,0
2014-04-01 00:24:56,867.0,1.0,0,572.0,1,159.8,1,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,3.6,0
