Time,Aggregate,Fridge,Fridge_ON,Freezer,Freezer_ON,Fridge_Freezer,Fridge_Freezer_ON,Washing_Machine_1,Washing_Machine_1_ON,Washing_Machine_2,Washing_Machine_2_ON,Computer_Site,Computer_Site_ON,Television_Site,Television_Site_ON,Microwave,Microwave_ON,Kettle,Kettle_ON
2014-04-01 00:09:52,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:08,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,63.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:10:32,53.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,53.25,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,53.5,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,53.75,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,54.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,54.25,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,55.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,98.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.0,0,0.0,0
2014-04-01 00:11:52,57.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:00,58.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,64.5,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,67.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:12:24,83.0,1.0,0,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,7.0,0,21.5,0,0.0,0
2014-04-01 00:12:32,99.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:12:40,93.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:12:48,56.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:12:56,54.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,43.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,100.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:13:20,52.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,62.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:36,70.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:13:44,1145.0,1.0,0,0.0,0,0.0,0,0.0,0,1072.0,1,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:13:52,1196.0,1.0,0,0.0,0,0.0,0,0.0,0,1104.0,1,0.0,0,0.0,0,42.0,0,0.0,0
2014-04-01 00:14:00,1142.0,1.0,0,0.0,0,0.0,0,0.0,0,1087.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,1135.0,1.0,0,0.0,0,0.0,0,0.0,0,1084.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:16,1143.5,1.0,0,0.0,0,0.0,0,0.0,0,1083.5,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,1152.0,1.0,0,0.0,0,0.0,0,0.0,0,1083.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,1137.0,1.0,0,0.0,0,0.0,0,0.0,0,1081.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,1229.0,1.0,0,0.0,0,0.0,0,0.0,0,1129.0,1,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:14:48,1141.0,1.0,0,0.0,0,0.0,0,0.0,0,1095.5,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,1218.0,1.0,0,0.0,0,0.0,0,0.0,0,1127.0,1,0.0,0,0.0,0,42.0,0,0.0,0
2014-04-01 00:15:04,66.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:15:12,52.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,56.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,52.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,51.0,1.0,0,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,50.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,76.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:16:00,53.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,46.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,55.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,54.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,67.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:16:40,55.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,58.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,54.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,68.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:17:12,47.5,1.0,0,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,48.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:28,51.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:36,57.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,54.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:52,48.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,1139.0,1.0,0,0.0,0,0.0,0,0.0,0,1084.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:08,1144.0,1.0,0,0.0,0,0.0,0,0.0,0,1096.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:16,1175.0,1.0,0,0.0,0,0.0,0,0.0,0,1109.0,1,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:18:24,1149.0,1.0,0,0.0,0,0.0,0,0.0,0,1098.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,1161.0,1.0,0,0.0,0,0.0,0,0.0,0,1060.0,1,0.0,0,0.0,0,49.0,0,0.0,0
2014-04-01 00:18:40,1161.0,1.0,0,0.0,0,0.0,0,0.0,0,1101.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,1183.0,1.0,0,0.0,0,0.0,0,0.0,0,1112.0,1,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:18:56,3079.0,117.0,1,1835.0,1,0.0,0,0.0,0,1088.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,2998.0,118.0,1,1722.0,1,0.0,0,0.0,0,1108.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,1944.0,120.0,1,1755.0,1,0.0,0,0.0,0,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:19:20,2061.0,121.5,1,1881.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,2010.0,123.0,1,1817.0,1,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:19:36,2000.0,110.0,1,1834.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,2007.0,117.0,1,1791.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:19:52,2007.888888888889,117.33333333333333,1,1791.5555555555557,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.22222222222222,0,0.0,0
2014-04-01 00:20:00,2008.7777777777778,117.66666666666667,1,1792.111111111111,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.44444444444444,0,0.0,0
2014-04-01 00:20:08,2009.6666666666667,118.0,1,1792.6666666666667,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.666666666666664,0,0.0,0
2014-04-01 00:20:16,2010.5555555555557,118.33333333333333,1,1793.2222222222222,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.888888888888886,0,0.0,0
2014-04-01 00:20:24,2011.4444444444443,118.66666666666667,1,1793.7777777777778,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,44.111111111111114,0,0.0,0
2014-04-01 00:20:32,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,2015.0,120.0,1,1796.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:21:04,1969.0,118.0,1,1807.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,1953.5,122.0,1,1780.5,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,1938.0,126.0,1,1754.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,2003.0,122.0,1,1831.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,1878.0,117.0,1,1711.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,1940.0,117.0,1,1765.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,3240.0,123.0,1,1887.0,1,1185.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,3097.0,127.0,1,1692.0,1,1219.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,3122.75,122.25,1,1734.0,1,1192.75,1,0.0,0,0.25,0,0.0,0,3.25,0,12.0,0,2.25,0
2014-04-01 00:22:16,3148.5,117.5,1,1776.0,1,1166.5,1,0.0,0,0.5,0,0.0,0,6.5,0,24.0,0,4.5,0
2014-04-01 00:22:24,3288.0,123.0,1,1838.0,1,1252.0,1,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:22:32,3077.0,110.0,1,1713.0,1,1198.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,3154.0,116.0,1,1796.0,1,1190.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,3192.0,125.0,1,1826.0,1,1164.0,1,0.0,0,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:22:56,3143.0,120.0,1,1770.5,1,1196.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,3133.0,126.0,1,1739.0,1,1213.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,3221.0,129.0,1,1846.0,1,1193.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,3340.0,122.0,1,1857.0,1,1266.0,1,0.0,0,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:23:28,3184.0,127.0,1,1815.0,1,1188.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,3209.5,126.0,1,1819.5,1,1207.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,3235.0,125.0,1,1824.0,1,1227.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,3136.0,113.0,1,1758.0,1,1201.0,1,0.0,0,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:24:00,3176.0,125.0,1,1796.0,1,1201.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,3218.5,117.5,1,1853.5,1,1191.5,1,0.0,0,0.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,3173.0,112.0,1,1824.0,1,1191.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,3199.0,114.0,1,1806.0,1,1225.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:32,3122.0,120.0,1,1778.0,1,1159.0,1,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:24:40,3204.0,128.0,1,1821.0,1,1190.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,3277.0,127.0,1,1788.0,1,1237.0,1,75.0,1,0.0,0,0.0,0,0.0,0,22.0,0,0.0,0
2014-04-01 00:24:56,3350.0,121.0,1,1820.0,1,1225.0,1,79.0,1,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
