Time,Aggregate,Fridge_Freezer,Fridge_Freezer_ON,Tumble_Dryer,Tumble_Dryer_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Computer_Site,Computer_Site_ON,Television_Site,Television_Site_ON,Microwave,Microwave_ON,Kettle,Kettle_ON,Toaster,Toaster_ON
2014-04-01 00:02:00,165.0,106.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:08,186.0,123.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:16,204.0,128.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:02:24,184.0,111.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:02:32,177.0,114.5,1,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:02:40,170.0,118.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:48,173.0,112.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:56,184.0,115.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:03:04,216.0,119.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:03:12,186.0,116.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:03:20,175.0,119.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:28,183.5,118.5,1,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:03:36,192.0,118.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:03:44,183.0,118.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:03:52,190.0,118.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:04:00,222.0,119.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:04:08,183.0,123.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:16,180.0,124.25,1,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:24,177.0,125.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:32,185.0,123.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:04:40,189.5,124.0,1,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:04:48,179.75,122.0,1,0.0,0,0.0,0,0.0,0,0.75,0,0.0,0,3.75,0,0.0,0,0.0,0
2014-04-01 00:04:56,170.0,120.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:04,186.0,125.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:12,184.33333333333334,124.16666666666667,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:20,182.66666666666666,123.33333333333333,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:28,181.0,122.5,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:36,179.33333333333334,121.66666666666667,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:44,177.66666666666666,120.83333333333333,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:52,176.0,120.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:00,158.0,113.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:08,156.0,111.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:16,158.55555555555554,112.0,1,0.0,0,0.0,0,0.0,0,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:24,161.11111111111111,113.0,1,0.0,0,0.0,0,0.0,0,0.2222222222222222,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:32,163.66666666666666,114.0,1,0.0,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:40,166.22222222222223,115.0,1,0.0,0,0.0,0,0.0,0,0.4444444444444444,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:48,168.77777777777777,116.0,1,0.0,0,0.0,0,0.0,0,0.5555555555555556,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:56,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:04,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:20,179.0,120.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:28,175.0,126.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:36,182.0,124.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:44,227.0,124.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,48.0,0,0.0,0
2014-04-01 00:07:52,223.55555555555554,124.44444444444444,1,0.0,0,0.0,0,0.0,0,0.1111111111111111,0,0.0,0,1.6666666666666667,0,42.666666666666664,0,0.0,0
2014-04-01 00:08:00,220.11111111111111,124.88888888888889,1,0.0,0,0.0,0,0.0,0,0.2222222222222222,0,0.0,0,3.3333333333333335,0,37.333333333333336,0,0.0,0
2014-04-01 00:08:08,216.66666666666666,125.33333333333333,1,0.0,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,0,5.0,0,32.0,0,0.0,0
2014-04-01 00:08:16,213.22222222222223,125.77777777777777,1,0.0,0,0.0,0,0.0,0,0.4444444444444444,0,0.0,0,6.666666666666667,0,26.666666666666668,0,0.0,0
2014-04-01 00:08:24,209.77777777777777,126.22222222222223,1,0.0,0,0.0,0,0.0,0,0.5555555555555556,0,0.0,0,8.333333333333334,0,21.333333333333336,0,0.0,0
2014-04-01 00:08:32,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:40,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:48,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:56,196.0,128.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,1252.0,122.0,1,0.0,0,0.0,0,0.0,0,1086.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:12,1270.0,114.5,1,0.0,0,0.0,0,0.0,0,1097.5,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:20,1242.0,112.0,1,0.0,0,0.0,0,0.0,0,1076.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:28,976.75,116.0,1,0.0,0,0.0,0,0.0,0,804.25,1,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:09:36,711.5,120.0,1,0.0,0,0.0,0,0.0,0,532.5,1,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:09:44,175.0,123.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,170.0,126.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,172.0,124.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:08,187.0,113.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,181.5,119.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,176.0,114.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:32,180.0,122.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,178.0,121.0,1,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,176.0,120.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,184.0,129.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,183.0,117.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,122.0,58.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:11:20,48.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,45.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,55.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,52.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:52,71.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:12:00,86.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17.0,0,0.0,0,10.0,0
2014-04-01 00:12:08,48.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,52.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,69.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,64.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:12:40,2212.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2153.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,2290.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2233.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,2289.222222222222,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2227.777777777778,1,0.0,0,5.0,0,0.0,0
2014-04-01 00:13:04,2288.4444444444443,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2222.5555555555557,1,0.0,0,10.0,0,0.0,0
2014-04-01 00:13:12,2287.6666666666665,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2217.3333333333335,1,0.0,0,15.0,0,0.0,0
2014-04-01 00:13:20,2286.8888888888887,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2212.1111111111113,1,0.0,0,20.0,0,0.0,0
2014-04-01 00:13:28,2286.1111111111113,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2206.8888888888887,1,0.0,0,25.0,0,0.0,0
2014-04-01 00:13:36,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:44,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,2283.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2186.0,1,0.0,0,45.0,0,0.0,0
2014-04-01 00:14:08,2277.0,1.0,0,0.0,0,0.0,0,0.0,0,0.5,0,2199.5,1,0.0,0,22.5,0,0.0,0
2014-04-01 00:14:16,2271.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,2213.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,2319.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2266.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,2300.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,2207.0,1,0.0,0,45.0,0,0.0,0
2014-04-01 00:14:40,2309.5833333333335,1.0,0,0.0,0,0.0,0,0.0,0,0.9166666666666666,0,2217.3333333333335,1,1.25,0,41.166666666666664,0,0.0,0
2014-04-01 00:14:48,2319.1666666666665,1.0,0,0.0,0,0.0,0,0.0,0,0.8333333333333334,0,2227.6666666666665,1,2.5,0,37.333333333333336,0,0.0,0
2014-04-01 00:14:56,2328.75,1.0,0,0.0,0,0.0,0,0.0,0,0.75,0,2238.0,1,3.75,0,33.5,0,0.0,0
2014-04-01 00:15:04,2338.3333333333335,1.0,0,0.0,0,0.0,0,0.0,0,0.6666666666666667,0,2248.3333333333335,1,5.0,0,29.666666666666664,0,0.0,0
2014-04-01 00:15:12,2347.9166666666665,1.0,0,0.0,0,0.0,0,0.0,0,0.5833333333333334,0,2258.6666666666665,1,6.25,0,25.833333333333332,0,0.0,0
2014-04-01 00:15:20,2357.5,1.0,0,0.0,0,0.0,0,0.0,0,0.5,0,2269.0,1,7.5,0,22.0,0,0.0,0
2014-04-01 00:15:28,2347.0,1.0,0,0.0,0,0.0,0,0.0,0,0.45,0,2261.6666666666665,1,6.666666666666667,0,19.555555555555557,0,0.0,0
2014-04-01 00:15:36,2336.5,1.0,0,0.0,0,0.0,0,0.0,0,0.4,0,2254.3333333333335,1,5.833333333333333,0,17.11111111111111,0,0.0,0
2014-04-01 00:15:44,2326.0,1.0,0,0.0,0,0.0,0,0.0,0,0.35,0,2247.0,1,5.0,0,14.666666666666666,0,0.0,0
2014-04-01 00:15:52,2315.5,1.0,0,0.0,0,0.0,0,0.0,0,0.3,0,2239.6666666666665,1,4.166666666666666,0,12.222222222222221,0,0.0,0
2014-04-01 00:16:00,2305.0,1.0,0,0.0,0,0.0,0,0.0,0,0.25,0,2232.3333333333335,1,3.333333333333333,0,9.777777777777777,0,0.0,0
2014-04-01 00:16:08,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,2263.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2203.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,2214.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2156.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,2308.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2243.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,2265.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,2215.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,2279.5,1.0,0,0.0,0,0.0,0,0.0,0,0.75,0,2218.25,1,0.0,0,11.25,0,0.0,0
2014-04-01 00:17:12,2294.0,1.0,0,0.0,0,0.0,0,0.0,0,0.5,0,2221.5,1,0.0,0,22.5,0,0.0,0
2014-04-01 00:17:20,2308.5,1.0,0,0.0,0,0.0,0,0.0,0,0.25,0,2224.75,1,0.0,0,33.75,0,0.0,0
2014-04-01 00:17:28,2323.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2228.0,1,0.0,0,45.0,0,0.0,0
2014-04-01 00:17:36,66.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,22.5,0,0.0,0
2014-04-01 00:17:44,54.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:52,103.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:18:00,53.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:08,55.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:16,61.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,59.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:18:32,58.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,63.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11.0,0
2014-04-01 00:18:48,54.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,68.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,60.5,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,53.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,1157.0,1.0,0,0.0,0,0.0,0,0.0,0,1097.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,1154.0,1.0,0,0.0,0,0.0,0,0.0,0,1101.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,1158.0,1.0,0,0.0,0,0.0,0,0.0,0,1106.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,1169.0,1.0,0,0.0,0,0.0,0,0.0,0,1106.0,1,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:19:52,1150.0,1.0,0,0.0,0,0.0,0,0.0,0,1098.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,1199.0,1.0,0,0.0,0,0.0,0,0.0,0,1146.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,55.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,50.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,101.0,2.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,46.0,0,10.0,0
2014-04-01 00:20:32,57.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,186.0,119.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,172.0,116.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,213.0,119.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:21:04,168.0,115.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,176.0,120.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,180.0,126.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,185.0,117.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,164.0,113.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,157.0,112.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,162.0,116.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,199.0,129.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:22:08,1989.0,115.0,1,1822.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,2006.0,120.0,1,1821.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,2034.0,114.0,1,1863.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,1905.0,124.0,1,1717.0,1,0.0,0,0.0,0,1.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,1998.0,121.0,1,1824.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,1987.0,114.0,1,1815.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,1886.0,111.0,1,1726.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,1933.0,108.0,1,1782.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,2029.0,109.0,1,1779.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,1995.0,118.0,1,1776.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:23:28,2130.0,123.0,1,1893.0,1,0.0,0,0.0,0,0.0,0,0.0,0,16.0,0,41.0,0,0.0,0
2014-04-01 00:23:36,1978.0,116.0,1,1766.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:23:44,2083.0,121.0,1,1912.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,1951.0,119.0,1,1780.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,1885.0,109.0,1,1730.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,1993.0,118.0,1,1812.0,1,0.0,0,0.0,0,1.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,1977.0,124.0,1,1786.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,1950.5,121.25,1,1771.0,1,0.0,0,0.0,0,0.25,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:24:32,1924.0,118.5,1,1756.0,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:40,2001.0,127.0,1,1827.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
