Time,Aggregate,Fridge,Fridge_ON,Freezer,Freezer_ON,Dryer,Dryer_ON,Washing_Machine,Washing_Machine_ON,Toaster,Toaster_ON,Computer,Computer_ON,Television_Site,Television_Site_ON,Microwave,Microwave_ON,Kettle,Kettle_ON
2014-04-01 00:02:00,357.66666666666663,128.5,1,0.0,0,0.0,0,0.0,0,175.66666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:08,534.3333333333333,130.0,1,0.0,0,0.0,0,0.0,0,351.3333333333333,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:16,711.0,131.5,1,0.0,0,0.0,0,0.0,0,527.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:24,887.6666666666666,133.0,1,0.0,0,0.0,0,0.0,0,702.6666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:32,1064.3333333333333,134.5,1,0.0,0,0.0,0,0.0,0,878.3333333333333,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:40,1241.0,136.0,1,0.0,0,0.0,0,0.0,0,1054.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:48,1255.0,124.0,1,0.0,0,0.0,0,0.0,0,1080.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:56,1278.0,120.0,1,0.0,0,0.0,0,0.0,0,1103.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:04,1330.0,123.0,1,0.0,0,0.0,0,0.0,0,1113.0,1,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:03:12,1307.5,120.5,1,0.0,0,0.0,0,0.0,0,1093.0,1,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:03:20,1285.0,118.0,1,0.0,0,0.0,0,0.0,0,1073.0,1,0.0,0,0.0,0,42.0,0,0.0,0
2014-04-01 00:03:28,1285.0,120.0,1,0.0,0,0.0,0,0.0,0,1115.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:36,1246.0,117.0,1,0.0,0,0.0,0,0.0,0,1075.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:44,1262.0,119.0,1,0.0,0,0.0,0,0.0,0,1083.0,1,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:03:52,173.0,120.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:00,234.0,121.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,45.0,0,0.0,0
2014-04-01 00:04:08,171.0,118.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:16,223.0,128.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:04:24,179.0,119.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:32,214.0,123.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:04:40,1275.0,125.0,1,0.0,0,0.0,0,0.0,0,1103.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:48,1278.75,125.25,1,0.0,0,0.0,0,0.0,0,1103.75,1,0.0,0,3.0,0,0.0,0,0.0,0
2014-04-01 00:04:56,1282.5,125.5,1,0.0,0,0.0,0,0.0,0,1104.5,1,0.0,0,6.0,0,0.0,0,0.0,0
2014-04-01 00:05:04,1286.25,125.75,1,0.0,0,0.0,0,0.0,0,1105.25,1,0.0,0,9.0,0,0.0,0,0.0,0
2014-04-01 00:05:12,1290.0,126.0,1,0.0,0,0.0,0,0.0,0,1106.0,1,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:05:20,1285.5,113.0,1,0.0,0,0.0,0,0.0,0,1094.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:28,1281.0,122.0,1,0.0,0,0.0,0,0.0,0,1099.0,1,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:05:36,1260.0,123.0,1,0.0,0,0.0,0,0.0,0,1096.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:44,1261.0,121.0,1,0.0,0,0.0,0,0.0,0,1088.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:52,1293.0,118.0,1,0.0,0,0.0,0,0.0,0,1100.0,1,0.0,0,17.0,1,0.0,0,0.0,0
2014-04-01 00:06:00,1276.0,126.0,1,0.0,0,0.0,0,0.0,0,1092.0,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:06:08,1309.0,116.0,1,0.0,0,0.0,0,0.0,0,1127.0,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:06:16,1264.0,121.0,1,0.0,0,0.0,0,0.0,0,1088.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:24,1264.0,118.0,1,0.0,0,0.0,0,0.0,0,1077.0,1,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:06:32,1274.5,123.0,1,0.0,0,0.0,0,0.0,0,1098.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:40,1285.0,124.0,1,0.0,0,0.0,0,0.0,0,1114.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:48,1262.25,117.5,1,0.0,0,0.0,0,0.0,0,1095.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:56,1239.5,111.0,1,0.0,0,0.0,0,0.0,0,1076.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:04,169.0,118.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,189.0,118.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:07:20,187.28571428571428,118.42857142857143,1,0.0,0,0.0,0,0.0,0,0.8571428571428572,0,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:07:28,185.57142857142858,118.85714285714286,1,0.0,0,0.0,0,0.0,0,0.7142857142857143,0,0.0,0,10.0,1,0.0,0,0.0,0
2014-04-01 00:07:36,183.85714285714286,119.28571428571429,1,0.0,0,0.0,0,0.0,0,0.5714285714285714,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:07:44,182.14285714285714,119.71428571428571,1,0.0,0,0.0,0,0.0,0,0.4285714285714286,0,0.0,0,6.0,0,0.0,0,0.0,0
2014-04-01 00:07:52,180.42857142857142,120.14285714285714,1,0.0,0,0.0,0,0.0,0,0.2857142857142858,0,0.0,0,4.0,0,0.0,0,0.0,0
2014-04-01 00:08:00,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:08,177.0,121.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:16,1306.0,123.0,1,0.0,0,0.0,0,0.0,0,1122.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:24,1276.0,114.0,1,0.0,0,0.0,0,0.0,0,1111.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:32,1290.0,116.0,1,0.0,0,0.0,0,0.0,0,1111.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:40,1314.0,119.0,1,0.0,0,0.0,0,0.0,0,1104.0,1,0.0,0,0.0,0,42.0,0,0.0,0
2014-04-01 00:08:48,1276.0,122.5,1,0.0,0,0.0,0,0.0,0,1095.5,1,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:08:56,1287.0,120.0,1,0.0,0,0.0,0,0.0,0,1113.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,2502.0,122.0,1,0.0,0,1214.0,1,0.0,0,1064.0,1,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:09:12,2517.0,124.0,1,0.0,0,1204.0,1,0.0,0,1095.0,1,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:09:20,2516.125,123.5,1,0.0,0,1205.0,1,0.0,0,1098.25,1,0.0,0,0.0,0,38.5,0,0.0,0
2014-04-01 00:09:28,2515.25,123.0,1,0.0,0,1206.0,1,0.0,0,1101.5,1,0.0,0,0.0,0,33.0,0,0.0,0
2014-04-01 00:09:36,2514.375,122.5,1,0.0,0,1207.0,1,0.0,0,1104.75,1,0.0,0,0.0,0,27.5,0,0.0,0
2014-04-01 00:09:44,2513.5,122.0,1,0.0,0,1208.0,1,0.0,0,1108.0,1,0.0,0,0.0,0,22.0,0,0.0,0
2014-04-01 00:09:52,2512.625,121.5,1,0.0,0,1209.0,1,0.0,0,1111.25,1,0.0,0,0.0,0,16.5,0,0.0,0
2014-04-01 00:10:00,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:08,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,2510.0,120.0,1,0.0,0,1212.0,1,0.0,0,1121.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,2420.0,119.0,1,0.0,0,1174.0,1,0.0,0,1059.0,1,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:10:32,2505.0,121.0,1,0.0,0,1219.0,1,0.0,0,1108.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,1390.0,120.0,1,0.0,0,1220.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,1381.0,120.0,1,0.0,0,1200.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,1398.0,123.0,1,0.0,0,1200.0,1,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:11:04,1367.0,115.0,1,0.0,0,1198.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,1464.0,118.0,1,0.0,0,1232.0,1,0.0,0,0.0,0,0.0,0,17.0,1,46.0,0,0.0,0
2014-04-01 00:11:20,1376.0,125.0,1,0.0,0,1199.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,1311.0,120.0,1,0.0,0,1141.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,1321.0,118.0,1,0.0,0,1147.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,1373.0,115.0,1,0.0,0,1159.0,1,0.0,0,1.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:11:52,1379.0,118.0,1,0.0,0,1214.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:00,1388.0,121.0,1,0.0,0,1196.0,1,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:12:08,1405.0,121.0,1,0.0,0,1236.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,1352.0,123.0,1,0.0,0,1177.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,1377.5,123.75,1,0.0,0,1193.0,1,0.0,0,0.25,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:12:32,1403.0,124.5,1,0.0,0,1209.0,1,0.0,0,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:12:40,1379.0,117.0,1,0.0,0,1212.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,1217.0,1.0,0,0.0,0,1167.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,1226.3333333333333,1.0,0,0.0,0,1162.0,1,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,1235.6666666666667,1.0,0,0.0,0,1157.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,1245.0,1.0,0,0.0,0,1191.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,1313.0,1.0,0,0.0,0,1233.0,1,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,10.0,0
2014-04-01 00:13:28,1255.0,1.0,0,0.0,0,1183.0,1,0.0,0,1.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:13:36,1329.0,1.0,0,0.0,0,1229.0,1,0.0,0,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:13:44,1303.0,1.0,0,0.0,0,1198.0,1,0.0,0,1.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:13:52,1270.0,0.0,0,0.0,0,1193.0,1,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:14:00,1299.0,1.0,0,0.0,0,1205.0,1,0.0,0,1.0,0,0.0,0,0.0,0,41.0,0,0.0,0
2014-04-01 00:14:08,1298.0,1.0,0,0.0,0,1243.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:16,1306.0,1.0,0,0.0,0,1215.0,1,0.0,0,0.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:14:24,1265.0,1.0,0,0.0,0,1213.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,1214.0,1.0,0,0.0,0,1169.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,1265.0,0.0,0,0.0,0,1198.0,1,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:14:48,211.0,1.0,0,0.0,0,154.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,200.0,1.0,0,0.0,0,150.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,186.0,1.0,0,0.0,0,131.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,220.0,1.0,0,0.0,0,164.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,220.0,1.0,0,0.0,0,149.0,1,0.0,0,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:15:28,210.0,1.0,0,0.0,0,157.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,182.0,1.0,0,0.0,0,142.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,207.0,1.0,0,0.0,0,155.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,199.0,1.0,0,0.0,0,143.5,1,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,216.0,1.0,0,0.0,0,161.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,206.0,1.0,0,0.0,0,144.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,205.5,1.0,0,0.0,0,149.25,1,0.0,0,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,205.0,1.0,0,0.0,0,154.5,1,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,233.0,1.0,0,0.0,0,155.5,1,0.0,0,0.25,0,0.0,0,0.0,0,21.75,0,2.5,0
2014-04-01 00:16:40,261.0,1.0,0,0.0,0,156.5,1,0.0,0,0.0,0,0.0,0,0.0,0,43.5,0,5.0,0
2014-04-01 00:16:48,201.0,1.0,0,0.0,0,136.0,1,0.0,0,1.0,0,0.0,0,13.0,1,0.0,0,2.5,0
2014-04-01 00:16:56,187.0,1.0,0,0.0,0,138.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,196.0,1.0,0,0.0,0,152.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,218.0,1.0,0,0.0,0,150.0,1,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:17:20,220.25,1.0,0,0.0,0,156.75,1,0.0,0,0.25,0,0.0,0,11.0,1,0.0,0,0.0,0
2014-04-01 00:17:28,222.5,1.0,0,0.0,0,163.5,1,0.0,0,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:17:36,212.5,1.0,0,0.0,0,155.75,1,0.0,0,0.25,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:17:44,202.5,1.0,0,0.0,0,148.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:52,206.0,1.0,0,0.0,0,150.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,203.0,1.0,0,0.0,0,138.0,1,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:18:08,206.0,1.0,0,0.0,0,149.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:16,202.83333333333334,1.0,0,0.0,0,145.66666666666666,1,0.0,0,0.8333333333333334,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,199.66666666666666,1.0,0,0.0,0,142.33333333333334,1,0.0,0,0.6666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,196.5,1.0,0,0.0,0,139.0,1,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,193.33333333333334,1.0,0,0.0,0,135.66666666666666,1,0.0,0,0.33333333333333337,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,190.16666666666666,1.0,0,0.0,0,132.33333333333334,1,0.0,0,0.16666666666666674,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,187.0,1.0,0,0.0,0,129.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,241.0,1.0,0,0.0,0,137.0,1,0.0,0,1.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:19:12,228.5,1.0,0,0.0,0,143.0,1,0.0,0,1.0,0,0.0,0,7.5,0,23.0,0,0.0,0
2014-04-01 00:19:20,216.0,1.0,0,0.0,0,149.0,1,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:19:28,202.0,1.0,0,0.0,0,149.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,215.0,1.0,0,0.0,0,162.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,212.0,1.0,0,0.0,0,144.0,1,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:19:52,197.0,1.0,0,0.0,0,155.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,202.5,1.0,0,0.0,0,151.5,1,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,208.0,1.0,0,0.0,0,148.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,197.0,1.0,0,0.0,0,148.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,204.0,1.0,0,0.0,0,151.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,230.5,1.0,0,0.0,0,158.5,1,0.0,0,0.0,0,0.0,0,0.0,0,22.0,0,0.0,0
2014-04-01 00:20:40,221.25,1.0,0,0.0,0,144.75,1,0.0,0,0.5,0,0.0,0,7.0,0,11.0,0,0.0,0
2014-04-01 00:20:48,212.0,1.0,0,0.0,0,131.0,1,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:20:56,264.0,1.0,0,0.0,0,164.0,1,0.0,0,1.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:21:04,210.0,1.0,0,0.0,0,143.0,1,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:21:12,202.0,1.0,0,0.0,0,150.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,209.0,1.0,0,0.0,0,156.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,213.0,1.0,0,0.0,0,141.0,1,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:21:36,242.0,1.0,0,0.0,0,168.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:21:44,221.0,1.0,0,0.0,0,157.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:21:52,200.0,1.0,0,0.0,0,151.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,194.0,1.0,0,0.0,0,142.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,205.0,1.0,0,0.0,0,150.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,188.0,1.0,0,0.0,0,144.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,210.0,1.0,0,0.0,0,150.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,214.5,1.0,0,0.0,0,156.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,219.0,1.0,0,0.0,0,162.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,342.0,120.0,1,0.0,0,151.0,1,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:22:56,329.0,115.0,1,0.0,0,144.0,1,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:23:04,334.0,126.0,1,0.0,0,144.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,330.0,128.0,1,0.0,0,151.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,373.0,121.0,1,0.0,0,156.0,1,0.0,0,1.0,0,0.0,0,0.0,0,41.0,0,0.0,0
2014-04-01 00:23:28,314.0,117.0,1,0.0,0,143.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,322.0,116.0,1,0.0,0,148.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,326.0,118.0,1,0.0,0,141.0,1,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:23:52,325.0,118.0,1,0.0,0,160.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,335.0,116.0,1,0.0,0,169.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,316.0,123.0,1,0.0,0,144.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,314.5,119.0,1,0.0,0,143.5,1,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,313.0,115.0,1,0.0,0,143.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:32,319.0,119.0,1,0.0,0,145.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:40,382.0,127.0,1,0.0,0,148.0,1,0.0,0,1.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:24:48,349.0,115.0,1,0.0,0,132.0,1,0.0,0,0.0,0,0.0,0,0.0,0,48.0,0,0.0,0
2014-04-01 00:24:56,322.0,120.0,1,0.0,0,154.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
