Time,Aggregate,Television_Site,Television_Site_ON,Unknown,Unknown_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Tumble_Dryer,Tumble_Dryer_ON,Television_Site_1,Television_Site_1_ON,Computer_Site,Computer_Site_ON,Microwave,Microwave_ON,Kettle,Kettle_ON
2014-04-01 00:06:56,1288.0,1.0,0,0.0,0,1240.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:04,1285.75,1.0,0,0.0,0,1233.5,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,1283.5,1.0,0,0.0,0,1227.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:20,1281.25,1.0,0,0.0,0,1220.5,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:28,1279.0,1.0,0,0.0,0,1214.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:36,1261.0,1.0,0,0.0,0,1215.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:44,1246.0,1.0,0,0.0,0,1180.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:07:52,1272.0,1.0,0,0.0,0,1226.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:00,1258.0,1.0,0,0.0,0,1201.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:08,1342.0,1.0,0,0.0,0,1220.0,1,0.0,0,0.0,0,0.0,0,16.0,1,48.0,0,0.0,0
2014-04-01 00:08:16,1318.0,1.0,0,0.0,0,1216.0,1,0.0,0,1.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:08:24,1243.0,1.0,0,0.0,0,1170.0,1,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:08:32,1345.0,1.0,0,0.0,0,1230.0,1,0.0,0,1.0,0,0.0,0,14.0,1,44.0,0,0.0,0
2014-04-01 00:08:40,1340.0,1.0,0,0.0,0,1277.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:48,1244.0,1.0,0,0.0,0,1189.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:08:56,1212.0,1.0,0,0.0,0,1162.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,1261.0,1.0,0,0.0,0,1184.0,1,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:09:12,1234.0,1.0,0,0.0,0,1178.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:20,1303.0,1.0,0,0.0,0,1205.0,1,0.0,0,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:09:28,1274.0,1.0,0,0.0,0,1220.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:36,1274.0,1.0,0,0.0,0,1231.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:44,1230.0,1.0,0,0.0,0,1186.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,1252.0,1.0,0,0.0,0,1184.0,1,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:10:00,1282.0,1.0,0,0.0,0,1203.0,1,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:10:08,1286.0,1.0,0,0.0,0,1235.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,1220.0,1.0,0,0.0,0,1169.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,1320.0,1.0,0,0.0,0,1220.0,1,0.0,0,0.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:10:32,2314.0,1.0,0,0.0,0,1185.0,1,0.0,0,1079.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,2397.0,1.0,0,0.0,0,1246.0,1,0.0,0,1096.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,2302.0,1.0,0,0.0,0,1189.0,1,0.0,0,1051.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,2318.0,1.0,0,0.0,0,1175.0,1,0.0,0,1077.0,1,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:11:04,2368.0,1.0,0,0.0,0,1185.0,1,0.0,0,1114.0,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:11:12,1202.0,1.0,0,0.0,0,1145.0,1,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:11:20,1281.0,1.0,0,0.0,0,1216.0,1,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:11:28,1300.0,1.0,0,0.0,0,1241.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:11:36,2340.0,1.0,0,0.0,0,1197.0,1,0.0,0,1091.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,2353.5,1.5,0,0.0,0,1205.5,1,0.0,0,1089.0,1,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:11:52,2367.0,2.0,0,0.0,0,1214.0,1,0.0,0,1087.0,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:12:00,2361.0,1.0,0,0.0,0,1191.0,1,0.0,0,1098.0,1,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:12:08,2361.0,1.0,0,0.0,0,1224.0,1,0.0,0,1083.5,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,2373.5,1.0,0,0.0,0,1222.5,1,0.0,0,1096.75,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,2386.0,1.0,0,0.0,0,1221.0,1,0.0,0,1110.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,2434.0,1.0,0,0.0,0,1249.0,1,0.0,0,1123.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:40,2344.0,1.0,0,0.0,0,1205.0,1,0.0,0,1082.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,2358.0,1.0,0,0.0,0,1202.0,1,0.0,0,1097.0,1,0.0,0,0.0,0,0.0,0,5.0,0
2014-04-01 00:12:56,2353.75,1.0,0,0.0,0,1190.75,1,0.0,0,1106.5,1,0.0,0,3.5,0,0.0,0,2.5,0
2014-04-01 00:13:04,2349.5,1.0,0,0.0,0,1179.5,1,0.0,0,1116.0,1,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,2391.0,1.0,0,0.0,0,1215.0,1,0.0,0,1121.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,1824.0,1.0,0,0.0,0,1203.5,1,0.0,0,560.5,1,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,1257.0,1.0,0,0.0,0,1192.0,1,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:13:36,1349.0,1.0,0,0.0,0,1198.0,1,82.0,1,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:13:44,1371.0,1.0,0,0.0,0,1237.0,1,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,1367.5,1.0,0,0.0,0,1238.5,1,76.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,1349.5,1.0,0,0.0,0,1216.5,1,78.5,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,1331.5,1.0,0,0.0,0,1194.5,1,80.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:16,1289.0,1.0,0,0.0,0,1170.0,1,70.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,1324.5,1.0,0,0.0,0,1196.5,1,74.0,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,1360.0,1.0,0,0.0,0,1223.0,1,78.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,1410.0,1.0,0,0.0,0,1276.0,1,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:48,1354.0,1.0,0,0.0,0,1229.0,1,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,1481.0,120.0,1,0.0,0,1225.0,1,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,1379.0,118.0,1,0.0,0,1131.0,1,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,1455.0,115.0,1,0.0,0,1206.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,1420.0,121.0,1,0.0,0,1171.0,1,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,1493.0,113.0,1,0.0,0,1240.0,1,85.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,1521.0,116.0,1,0.0,0,1229.0,1,77.0,1,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:15:44,1437.0,120.0,1,0.0,0,1193.0,1,74.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,1437.0,120.5,1,0.0,0,1184.5,1,75.0,1,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,1437.0,121.0,1,0.0,0,1176.0,1,76.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:16:08,1462.0,125.0,1,0.0,0,1207.0,1,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,1442.0,124.0,1,0.0,0,1189.0,1,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,1457.0,110.0,1,0.0,0,1220.0,1,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,1436.0,129.0,1,0.0,0,1186.0,1,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,1475.0,118.0,1,0.0,0,1229.0,1,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,1470.0,143.0,1,0.0,0,1187.0,1,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,1469.142857142857,141.0,1,0.0,0,1189.0,1,82.0,1,0.0,0,0.0,0,2.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,1468.2857142857142,139.0,1,0.0,0,1191.0,1,80.0,1,0.0,0,0.0,0,4.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,1467.4285714285713,137.0,1,0.0,0,1193.0,1,78.0,1,0.0,0,0.0,0,6.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,1466.5714285714287,135.0,1,0.0,0,1195.0,1,76.0,1,0.0,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:17:28,1465.7142857142858,133.0,1,0.0,0,1197.0,1,74.0,1,0.0,0,0.0,0,10.0,1,0.0,0,0.0,0
2014-04-01 00:17:36,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,1464.0,129.0,1,0.0,0,1201.0,1,70.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:17:52,1479.5,117.5,1,0.0,0,1198.0,1,82.0,1,0.5,0,0.0,0,7.5,0,22.5,0,4.5,0
2014-04-01 00:18:00,1491.0,122.0,1,0.0,0,1221.0,1,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:18:08,1473.0,130.0,1,0.0,0,1210.0,1,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:16,1447.0,123.0,1,0.0,0,1191.0,1,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,1410.0,117.0,1,0.0,0,1168.0,1,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,1422.75,117.375,1,0.0,0,1177.625,1,79.5,1,1.0,0,0.0,0,2.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,1435.5,117.75,1,0.0,0,1187.25,1,80.0,1,1.0,0,0.0,0,4.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,1448.25,118.125,1,0.0,0,1196.875,1,80.5,1,1.0,0,0.0,0,6.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,1461.0,118.5,1,0.0,0,1206.5,1,81.0,1,1.0,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,1473.75,118.875,1,0.0,0,1216.125,1,81.5,1,1.0,0,0.0,0,10.0,1,0.0,0,0.0,0
2014-04-01 00:19:12,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,1512.0,120.0,1,0.0,0,1245.0,1,83.0,1,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:19:36,1393.0,119.0,1,0.0,0,1143.0,1,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,1368.0,119.0,1,0.0,0,1126.0,1,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,1496.0,123.0,1,0.0,0,1243.0,1,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,1507.0,125.0,1,0.0,0,1241.0,1,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,1421.0,122.0,1,0.0,0,1158.0,1,76.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:20:16,1461.0,114.0,1,0.0,0,1197.0,1,81.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:20:24,1460.8,114.1,1,0.0,0,1197.8,1,81.1,1,0.1,0,0.0,0,12.6,1,0.0,0,0.0,0
2014-04-01 00:20:32,1460.6,114.2,1,0.0,0,1198.6,1,81.2,1,0.2,0,0.0,0,11.2,1,0.0,0,0.0,0
2014-04-01 00:20:40,1460.4,114.3,1,0.0,0,1199.4,1,81.3,1,0.30000000000000004,0,0.0,0,9.8,0,0.0,0,0.0,0
2014-04-01 00:20:48,1460.2,114.4,1,0.0,0,1200.2,1,81.4,1,0.4,0,0.0,0,8.4,0,0.0,0,0.0,0
2014-04-01 00:20:56,1460.0,114.5,1,0.0,0,1201.0,1,81.5,1,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,1459.0,115.0,1,0.0,0,1205.0,1,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,1463.0,119.0,1,0.0,0,1200.0,1,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:21:52,1454.0,120.0,1,0.0,0,1195.0,1,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,1339.6666666666667,119.55555555555556,1,0.0,0,1076.2222222222222,1,81.44444444444444,1,1.0,0,0.0,0,0.0,0,5.0,0,0.0,0
2014-04-01 00:22:08,1225.3333333333333,119.11111111111111,1,0.0,0,957.4444444444445,1,81.88888888888889,1,1.0,0,0.0,0,0.0,0,10.0,0,0.0,0
2014-04-01 00:22:16,1111.0,118.66666666666667,1,0.0,0,838.6666666666667,1,82.33333333333333,1,1.0,0,0.0,0,0.0,0,15.0,0,0.0,0
2014-04-01 00:22:24,996.6666666666667,118.22222222222223,1,0.0,0,719.8888888888889,1,82.77777777777777,1,1.0,0,0.0,0,0.0,0,20.0,0,0.0,0
2014-04-01 00:22:32,882.3333333333334,117.77777777777777,1,0.0,0,601.1111111111111,1,83.22222222222223,1,1.0,0,0.0,0,0.0,0,25.0,0,0.0,0
2014-04-01 00:22:40,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,425.0,116.0,1,0.0,0,126.0,1,85.0,1,1.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:23:12,424.0,123.0,1,0.0,0,158.0,1,87.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,427.5,119.5,1,0.0,0,157.5,1,83.5,1,0.5,0,0.0,0,8.5,0,0.0,0,0.0,0
2014-04-01 00:23:28,431.0,116.0,1,0.0,0,157.0,1,80.0,1,1.0,0,0.0,0,17.0,1,0.0,0,0.0,0
2014-04-01 00:23:36,388.0,116.0,1,0.0,0,135.0,1,74.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:23:44,386.0,115.0,1,0.0,0,145.0,1,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,2200.0,120.0,1,1797.0,1,153.0,1,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,2243.0,118.5,1,1831.5,1,152.0,1,78.0,1,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,2206.0,119.25,1,1794.25,1,150.5,1,81.5,1,0.75,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:24:16,2169.0,120.0,1,1757.0,1,149.0,1,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,2241.5,120.5,1,1813.0,1,154.5,1,80.0,1,0.0,0,0.0,0,8.0,0,22.0,0,0.0,0
2014-04-01 00:24:32,2219.25,118.75,1,1801.5,1,146.25,1,79.5,1,0.5,0,0.0,0,11.5,1,11.0,0,0.0,0
2014-04-01 00:24:40,2197.0,117.0,1,1790.0,1,138.0,1,79.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:24:48,2221.0,116.0,1,1822.0,1,146.0,1,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
