Time,Aggregate,Fridge,Fridge_ON,Chest_Freezer,Chest_Freezer_ON,Upright_Freezer,Upright_Freezer_ON,Tumble_Dryer,Tumble_Dryer_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Computer_Site,Computer_Site_ON,Television_Site,Television_Site_ON,Electric_Heater,Electric_Heater_ON
2014-04-01 00:11:28,1904.0,1.0,0,1840.5,1,0.0,0,0.0,0,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,1917.0,1.0,0,1850.0,1,0.0,0,0.0,0,0.33333333333333337,0,0.0,0,9.333333333333334,0,0.0,0,0.0,0
2014-04-01 00:11:44,1930.0,1.0,0,1859.5,1,0.0,0,0.0,0,0.16666666666666674,0,0.0,0,11.666666666666668,1,0.0,0,0.0,0
2014-04-01 00:11:52,1943.0,1.0,0,1869.0,1,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:12:00,1909.0,1.0,0,1839.0,1,0.0,0,0.0,0,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:12:08,1805.0,1.0,0,1751.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,1848.0,1.0,0,1755.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:12:24,1930.0,1.0,0,1886.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,1842.0,1.0,0,1780.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:40,1871.0,1.0,0,1813.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,1901.0,1.0,0,1849.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,1897.0,1.0,0,1836.5,1,0.0,0,0.0,0,0.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:13:04,1893.0,1.0,0,1824.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:13:12,1810.0,1.0,0,1751.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,1851.0,1.0,0,1797.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,1832.0,1.0,0,1751.0,1,0.0,0,0.0,0,0.5,0,0.0,0,8.0,0,19.5,1,0.0,0
2014-04-01 00:13:36,1857.0,1.0,0,1780.0,1,0.0,0,0.0,0,1.0,0,0.0,0,16.0,1,9.75,0,0.0,0
2014-04-01 00:13:44,1916.0,1.0,0,1838.0,1,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:13:52,1847.0,1.0,0,1791.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:14:00,1778.0,1.0,0,1707.0,1,0.0,0,0.0,0,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:14:08,1846.0,1.0,0,1797.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:16,1823.0,1.0,0,1760.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,1939.0,0.0,0,1882.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,1828.0,1.0,0,1768.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:14:40,1872.0,1.0,0,1813.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:48,1794.0,1.0,0,1739.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,1897.0,1.0,0,1831.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:15:04,1938.25,59.5,1,1806.5,1,0.0,0,0.0,0,0.25,0,0.0,0,7.5,0,12.25,1,0.0,0
2014-04-01 00:15:12,1979.5,118.0,1,1782.0,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,24.5,1,0.0,0
2014-04-01 00:15:20,1956.25,121.5,1,1772.0,1,0.0,0,0.0,0,0.25,0,0.0,0,0.0,0,12.25,1,0.0,0
2014-04-01 00:15:28,1933.0,125.0,1,1762.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,2031.0,116.0,1,1864.5,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,1970.0,122.0,1,1790.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,1981.0,119.0,1,1814.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,2031.0,119.0,1,1844.0,1,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:16:08,2020.0,115.0,1,1844.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,1973.0,118.0,1,1800.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,2021.0,123.0,1,1846.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,2014.0,109.0,1,1846.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,1980.0,119.0,1,1799.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:16:48,1888.0,117.0,1,1721.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,2063.0,119.0,1,1886.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,1945.0,128.0,1,1774.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,2023.0,117.0,1,1854.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,1959.0,127.0,1,1739.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,45.0,1,0.0,0
2014-04-01 00:17:28,1926.0,125.0,1,1744.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:17:36,1966.0,120.0,1,1790.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,1935.0,120.0,1,1773.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:52,1985.0,120.0,1,1822.5,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,2035.0,120.0,1,1872.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:08,1975.0,115.0,1,1759.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,48.0,1,0.0,0
2014-04-01 00:18:16,1965.0,123.0,1,1785.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,1900.0,116.0,1,1740.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,2051.0,120.0,1,1860.0,1,0.0,0,0.0,0,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:18:40,2049.1111111111113,118.77777777777777,1,1855.4444444444443,1,0.0,0,0.0,0,0.0,0,0.0,0,11.555555555555555,1,5.222222222222222,0,0.0,0
2014-04-01 00:18:48,2047.2222222222222,117.55555555555556,1,1850.888888888889,1,0.0,0,0.0,0,0.0,0,0.0,0,10.11111111111111,1,10.444444444444445,1,0.0,0
2014-04-01 00:18:56,2045.3333333333333,116.33333333333333,1,1846.3333333333333,1,0.0,0,0.0,0,0.0,0,0.0,0,8.666666666666668,0,15.666666666666668,1,0.0,0
2014-04-01 00:19:04,2043.4444444444443,115.11111111111111,1,1841.7777777777778,1,0.0,0,0.0,0,0.0,0,0.0,0,7.222222222222222,0,20.88888888888889,1,0.0,0
2014-04-01 00:19:12,2041.5555555555557,113.88888888888889,1,1837.2222222222222,1,0.0,0,0.0,0,0.0,0,0.0,0,5.777777777777778,0,26.11111111111111,1,0.0,0
2014-04-01 00:19:20,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,2034.0,109.0,1,1819.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.0,1,0.0,0
2014-04-01 00:19:52,2067.0,115.0,1,1876.0,1,0.0,0,0.0,0,1.0,0,0.0,0,17.0,1,0.0,0,0.0,0
2014-04-01 00:20:00,1967.0,122.0,1,1798.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,1911.0,114.0,1,1746.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,2048.0,121.0,1,1821.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,40.0,1,10.0,0
2014-04-01 00:20:24,1959.0,117.0,1,1782.0,1,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:20:32,2020.0,124.0,1,1839.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,1997.0833333333333,123.83333333333333,1,1815.0833333333333,1,0.0,0,0.0,0,0.0,0,0.0,0,1.1666666666666667,0,0.0,0,0.0,0
2014-04-01 00:20:48,1974.1666666666667,123.66666666666667,1,1791.1666666666667,1,0.0,0,0.0,0,0.0,0,0.0,0,2.3333333333333335,0,0.0,0,0.0,0
2014-04-01 00:20:56,1951.25,123.5,1,1767.25,1,0.0,0,0.0,0,0.0,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:21:04,1928.3333333333333,123.33333333333333,1,1743.3333333333333,1,0.0,0,0.0,0,0.0,0,0.0,0,4.666666666666667,0,0.0,0,0.0,0
2014-04-01 00:21:12,1905.4166666666667,123.16666666666667,1,1719.4166666666667,1,0.0,0,0.0,0,0.0,0,0.0,0,5.833333333333334,0,0.0,0,0.0,0
2014-04-01 00:21:20,1882.5,123.0,1,1695.5,1,0.0,0,0.0,0,0.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,1930.5,121.25,1,1732.0,1,0.0,0,18.25,0,0.5,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:21:36,1978.5,119.5,1,1768.5,1,0.0,0,36.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,2100.0,119.0,1,1847.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,1946.0,125.0,1,1685.0,1,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,2129.0,132.0,1,1807.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,46.0,1,9.0,0
2014-04-01 00:22:08,2120.777777777778,129.88888888888889,1,1807.6666666666667,1,0.0,0,79.0,1,0.1111111111111111,0,0.0,0,0.0,0,40.888888888888886,1,8.0,0
2014-04-01 00:22:16,2112.5555555555557,127.77777777777777,1,1808.3333333333333,1,0.0,0,79.0,1,0.2222222222222222,0,0.0,0,0.0,0,35.77777777777778,1,7.0,0
2014-04-01 00:22:24,2104.3333333333335,125.66666666666667,1,1809.0,1,0.0,0,79.0,1,0.3333333333333333,0,0.0,0,0.0,0,30.666666666666668,1,6.0,0
2014-04-01 00:22:32,2096.1111111111113,123.55555555555556,1,1809.6666666666667,1,0.0,0,79.0,1,0.4444444444444444,0,0.0,0,0.0,0,25.555555555555557,1,5.0,0
2014-04-01 00:22:40,2087.8888888888887,121.44444444444444,1,1810.3333333333333,1,0.0,0,79.0,1,0.5555555555555556,0,0.0,0,0.0,0,20.444444444444446,1,4.0,0
2014-04-01 00:22:48,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,2055.0,113.0,1,1813.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,2133.0,114.0,1,1841.0,1,0.0,0,74.0,1,0.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:23:28,2015.0,126.0,1,1760.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,2131.0,114.0,1,1879.0,1,0.0,0,79.0,1,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:23:44,2082.0,121.5,1,1826.5,1,0.0,0,78.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,2035.0,118.0,1,1784.0,1,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,2175.0,118.0,1,1906.0,1,0.0,0,78.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:24:08,3028.0,1.0,0,1760.0,1,0.0,0,77.0,1,1121.0,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:24:16,2943.0,1.0,0,1739.0,1,0.0,0,81.0,1,1073.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,2898.0,1.0,0,1680.0,1,0.0,0,86.0,1,1078.0,1,0.0,0,0.0,0,0.0,0,0.0,0
