Time,Aggregate,Fridge,Fridge_ON,Fridge_Freezer,Fridge_Freezer_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Computer_Site,Computer_Site_ON,Microwave,Microwave_ON,Kettle,Kettle_ON,Router,Router_ON,Hi_Fi,Hi_Fi_ON
2014-04-01 00:05:12,239.0,117.0,1,0.0,0,0.0,0,74.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:20,252.0,116.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:28,132.0,1.0,0,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:36,142.0,1.0,0,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:44,125.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:52,1267.0,1.0,0,0.0,0,0.0,0,81.0,1,1122.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:00,1218.0,1.0,0,0.0,0,0.0,0,80.0,1,1070.0,1,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:06:08,1246.0,1.0,0,0.0,0,0.0,0,79.0,1,1098.0,1,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:06:16,1230.0,1.0,0,0.0,0,0.0,0,72.0,1,1106.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:24,1265.0,1.0,0,0.0,0,0.0,0,80.5,1,1131.0,1,0.0,0,0.0,0,0.0,0,5.0,0
2014-04-01 00:06:32,1245.0,1.0,0,0.0,0,0.0,0,80.25,1,1103.5,1,0.0,0,0.0,0,0.0,0,7.0,0
2014-04-01 00:06:40,1225.0,1.0,0,0.0,0,0.0,0,80.0,1,1076.0,1,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:06:48,1256.0,1.0,0,0.0,0,0.0,0,85.0,1,1103.0,1,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:06:56,1268.0,1.0,0,0.0,0,0.0,0,77.0,1,1141.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:04,1245.0,1.0,0,0.0,0,0.0,0,80.0,1,1113.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,1199.0,1.0,0,0.0,0,0.0,0,80.0,1,1066.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:20,1217.0,1.0,0,0.0,0,0.0,0,82.0,1,1084.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:28,1215.0,1.0,0,0.0,0,0.0,0,81.0,1,1087.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:36,1262.0,1.0,0,0.0,0,0.0,0,77.0,1,1118.0,1,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:07:44,144.0,1.0,0,0.0,0,0.0,0,86.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:52,1984.0,1.0,0,1833.0,1,0.0,0,79.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:08:00,1884.0,1.0,0,1745.0,1,0.0,0,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:08,1990.0,1.0,0,1840.0,1,0.0,0,77.0,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:08:16,1839.0,1.0,0,1716.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:24,1973.0,1.0,0,1790.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,48.0,1,0.0,0
2014-04-01 00:08:32,1948.0,1.0,0,1796.0,1,0.0,0,81.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:08:40,1931.0,1.0,0,1786.0,1,0.0,0,80.0,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:08:48,1794.0,1.0,0,1656.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:56,1817.0,1.0,0,1685.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,1961.0,1.0,0,1837.0,1,0.0,0,74.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:12,1916.0,1.0,0,1793.0,1,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:20,2028.0,1.0,0,1894.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:28,1989.0,1.0,0,1860.0,1,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:36,2014.0,1.0,0,1873.0,1,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:44,2013.0,1.0,0,1874.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,1990.0,1.0,0,1858.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,1898.0,1.0,0,1772.0,1,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:08,1921.0,1.0,0,1787.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,1851.0,1.0,0,1718.0,1,0.0,0,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:10:24,1931.0,1.0,0,1781.0,1,0.0,0,84.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:10:32,1990.0,1.0,0,1840.0,1,0.0,0,77.0,1,0.0,0,0.0,0,12.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,1820.0,1.0,0,1672.0,1,0.0,0,80.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,1930.0,1.0,0,1792.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,2034.0,122.0,1,1785.0,1,0.0,0,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,2006.0,118.5,1,1759.5,1,0.0,0,77.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,1978.0,115.0,1,1734.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,2105.0,119.0,1,1804.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:11:28,2088.0,125.0,1,1828.0,1,0.0,0,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,2085.0,122.0,1,1834.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,2098.0,119.0,1,1826.0,1,0.0,0,85.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:11:52,2055.0,115.0,1,1799.0,1,0.0,0,77.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:12:00,2043.0,125.0,1,1745.0,1,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,43.0,1,0.0,0
2014-04-01 00:12:08,500.0,123.0,1,251.0,1,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,522.0,112.0,1,256.0,1,0.0,0,80.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,529.0,122.0,1,264.0,1,0.0,0,79.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,546.0,112.0,1,256.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:12:40,493.0,108.0,1,258.0,1,0.0,0,74.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,537.0,123.0,1,265.0,1,0.0,0,79.0,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,502.0,122.0,1,249.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,503.0,118.0,1,236.0,1,0.0,0,81.0,1,1.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,506.0,114.0,1,260.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,506.0,117.0,1,256.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,511.0,120.0,1,235.0,1,0.0,0,81.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:13:36,516.0,121.0,1,242.0,1,0.0,0,79.0,1,1.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:13:44,481.0,129.0,1,227.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,534.0,127.0,1,279.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,506.0,117.0,1,254.0,1,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,512.0,120.0,1,234.0,1,0.0,0,81.0,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:14:16,526.0,122.0,1,257.0,1,0.0,0,80.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,520.0,127.0,1,244.0,1,0.0,0,81.0,1,0.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,525.0,116.0,1,235.0,1,0.0,0,75.0,1,1.0,0,0.0,0,0.0,0,43.0,1,0.0,0
2014-04-01 00:14:40,517.0,120.0,1,255.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:48,555.0,126.0,1,281.0,1,0.0,0,80.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,564.0,121.0,1,297.0,1,0.0,0,83.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,455.0,109.0,1,209.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,477.0,116.0,1,231.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,468.0,130.0,1,208.0,1,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,512.0,113.0,1,274.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,515.0,122.0,1,254.5,1,0.0,0,76.5,1,0.5,0,0.0,0,7.0,0,0.0,0,5.0,0
2014-04-01 00:15:44,530.0,122.0,1,281.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,518.5,124.5,1,262.25,1,0.0,0,77.5,1,0.75,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:16:00,507.0,127.0,1,243.5,1,0.0,0,78.0,1,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,508.1666666666667,126.66666666666667,1,247.91666666666666,1,0.0,0,78.0,1,0.4166666666666667,0,0.0,0,5.833333333333333,0,0.0,0,0.0,0
2014-04-01 00:16:16,509.3333333333333,126.33333333333333,1,252.33333333333334,1,0.0,0,78.0,1,0.33333333333333337,0,0.0,0,4.666666666666666,0,0.0,0,0.0,0
2014-04-01 00:16:24,510.5,126.0,1,256.75,1,0.0,0,78.0,1,0.25,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:16:32,511.6666666666667,125.66666666666667,1,261.1666666666667,1,0.0,0,78.0,1,0.16666666666666669,0,0.0,0,2.333333333333333,0,0.0,0,0.0,0
2014-04-01 00:16:40,512.8333333333334,125.33333333333333,1,265.5833333333333,1,0.0,0,78.0,1,0.08333333333333337,0,0.0,0,1.166666666666666,0,0.0,0,0.0,0
2014-04-01 00:16:48,514.0,125.0,1,270.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,491.0,131.0,1,219.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,482.0,121.0,1,229.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,568.0,123.0,1,269.0,1,0.0,0,72.0,1,0.0,0,0.0,0,0.0,0,46.0,1,0.0,0
2014-04-01 00:17:20,525.0,122.0,1,267.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:28,531.75,121.0,1,257.75,1,0.0,0,78.5,1,0.25,0,0.0,0,3.75,0,11.25,1,2.25,0
2014-04-01 00:17:36,538.5,120.0,1,248.5,1,0.0,0,77.0,1,0.5,0,0.0,0,7.5,0,22.5,1,4.5,0
2014-04-01 00:17:44,515.25,113.5,1,245.25,1,0.0,0,80.5,1,0.75,0,0.0,0,3.75,0,11.25,1,2.25,0
2014-04-01 00:17:52,492.0,107.0,1,242.0,1,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,516.0,119.0,1,263.0,1,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:08,462.0,115.0,1,218.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:16,524.0,126.0,1,264.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,482.0,120.0,1,228.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,509.0,123.0,1,254.0,1,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,515.0,118.0,1,256.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,511.0,117.0,1,255.0,1,0.0,0,80.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,503.0,115.0,1,251.5,1,0.0,0,78.75,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,495.0,113.0,1,248.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,535.0,111.0,1,253.0,1,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,46.0,1,0.0,0
2014-04-01 00:19:20,434.0,119.0,1,256.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,465.0,128.0,1,271.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,494.0,119.0,1,251.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,491.0,118.0,1,220.0,1,0.0,0,83.0,1,0.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,498.5,119.0,1,251.0,1,0.0,0,79.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,501.0,113.0,1,251.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,492.0,121.0,1,238.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,534.0,115.0,1,270.0,1,0.0,0,81.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,481.0,116.0,1,234.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,501.0,121.0,1,248.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,500.90909090909093,121.27272727272727,1,246.63636363636363,1,0.0,0,78.27272727272727,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,500.8181818181818,121.54545454545455,1,245.27272727272728,1,0.0,0,78.54545454545455,1,0.18181818181818182,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,500.72727272727275,121.81818181818181,1,243.9090909090909,1,0.0,0,78.81818181818181,1,0.2727272727272727,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,500.6363636363636,122.0909090909091,1,242.54545454545453,1,0.0,0,79.0909090909091,1,0.36363636363636365,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,500.54545454545456,122.36363636363636,1,241.1818181818182,1,0.0,0,79.36363636363636,1,0.4545454545454546,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,500.0,124.0,1,233.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,475.0,121.0,1,203.0,1,0.0,0,80.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,512.0,115.0,1,245.0,1,0.0,0,81.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,496.0,120.0,1,252.0,1,0.0,0,73.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,518.0,113.0,1,224.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,43.0,1,0.0,0
2014-04-01 00:22:40,500.0,115.0,1,261.0,1,0.0,0,85.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,503.0,124.0,1,250.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,527.0,119.0,1,228.0,1,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,42.0,1,0.0,0
2014-04-01 00:23:04,480.0,112.0,1,236.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,540.0,125.0,1,223.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,41.0,1,0.0,0
2014-04-01 00:23:20,531.0,123.5,1,238.5,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,20.5,1,5.0,0
2014-04-01 00:23:28,522.0,122.0,1,254.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:23:36,464.0,60.0,1,264.5,1,0.0,0,75.0,1,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,354.0,1.0,0,223.0,1,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,384.0,1.0,0,254.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,414.0,1.0,0,242.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,43.0,1,0.0,0
2014-04-01 00:24:08,387.75,1.0,0,234.5,1,0.0,0,79.75,1,1.0,0,0.0,0,0.0,0,21.5,1,0.0,0
2014-04-01 00:24:16,361.5,1.0,0,227.0,1,0.0,0,82.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,343.0,1.0,0,211.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:32,376.0,1.0,0,238.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:24:40,808.0,1.0,0,669.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,668.0,1.0,0,540.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:56,697.0,1.0,0,563.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,1
