Time,Aggregate,Appliance1,Appliance1_ON,Appliance2,Appliance2_ON,Appliance3,Appliance3_ON,Appliance4,Appliance4_ON,Appliance5,Appliance5_ON,Appliance6,Appliance6_ON,Appliance7,Appliance7_ON,Appliance8,Appliance8_ON,Appliance9,Appliance9_ON
2014-04-01 00:02:40,171.0,117.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:48,182.0,123.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:02:56,176.0,125.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:04,173.0,119.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:12,235.0,124.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,44.0,1,0.0,0
2014-04-01 00:03:20,301.0,125.0,1,0.0,0,0.0,0,86.0,1,1.0,0,0.0,0,0.0,0,42.0,1,0.0,0
2014-04-01 00:03:28,244.0,123.0,1,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:36,245.0,110.0,1,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:44,257.0,124.0,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:03:52,280.0,124.0,1,0.0,0,0.0,0,88.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:04:00,277.77777777777777,123.66666666666667,1,0.0,0,0.0,0,87.44444444444444,1,1.0,0,0.0,0,13.333333333333334,1,0.0,0,0.0,0
2014-04-01 00:04:08,275.55555555555554,123.33333333333333,1,0.0,0,0.0,0,86.88888888888889,1,1.0,0,0.0,0,11.666666666666666,1,0.0,0,0.0,0
2014-04-01 00:04:16,273.3333333333333,123.0,1,0.0,0,0.0,0,86.33333333333333,1,1.0,0,0.0,0,10.0,1,0.0,0,0.0,0
2014-04-01 00:04:24,271.1111111111111,122.66666666666667,1,0.0,0,0.0,0,85.77777777777777,1,1.0,0,0.0,0,8.333333333333332,0,0.0,0,0.0,0
2014-04-01 00:04:32,268.8888888888889,122.33333333333333,1,0.0,0,0.0,0,85.22222222222223,1,1.0,0,0.0,0,6.666666666666666,0,0.0,0,0.0,0
2014-04-01 00:04:40,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:48,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:56,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:04,260.0,121.0,1,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:12,249.0,120.0,1,0.0,0,0.0,0,87.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:20,248.22222222222223,118.77777777777777,1,0.0,0,0.0,0,85.88888888888889,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:28,247.44444444444446,117.55555555555556,1,0.0,0,0.0,0,84.77777777777777,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:36,246.66666666666666,116.33333333333333,1,0.0,0,0.0,0,83.66666666666667,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:44,245.88888888888889,115.11111111111111,1,0.0,0,0.0,0,82.55555555555556,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:52,245.11111111111111,113.88888888888889,1,0.0,0,0.0,0,81.44444444444444,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:00,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:08,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:16,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:24,242.0,109.0,1,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:32,253.0,120.0,1,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:40,259.0,116.0,1,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:06:48,238.0,107.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:56,257.0,122.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:04,244.0,116.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,288.0,114.0,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,46.0,1,0.0,0
2014-04-01 00:07:20,256.0,121.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:28,249.0,117.0,1,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:36,250.0,122.0,1,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:44,244.0,115.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:52,256.0,124.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:00,248.0,117.0,1,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:08,254.0,119.0,1,0.0,0,0.0,0,79.5,1,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:08:16,310.0,125.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:08:24,250.0,113.0,1,0.0,0,0.0,0,87.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:32,151.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:08:40,140.5,1.0,0,0.0,0,0.0,0,77.0,1,0.25,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:08:48,130.0,1.0,0,0.0,0,0.0,0,74.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:56,137.75,1.0,0,0.0,0,0.0,0,77.25,1,0.75,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:09:04,145.5,1.0,0,0.0,0,0.0,0,80.5,1,1.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:09:12,140.25,1.0,0,0.0,0,0.0,0,81.5,1,1.0,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:09:20,135.0,1.0,0,0.0,0,0.0,0,82.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:28,140.0,1.0,0,0.0,0,0.0,0,81.25,1,1.0,0,0.0,0,0.0,0,0.0,0,5.0,0
2014-04-01 00:09:36,145.0,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:09:44,138.0,1.0,0,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,5.0,0
2014-04-01 00:09:52,153.0,1.0,0,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:10:00,158.5,1.0,0,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,7.0,0,20.5,1,0.0,0
2014-04-01 00:10:08,164.0,1.0,0,0.0,0,0.0,0,74.0,1,1.0,0,0.0,0,0.0,0,41.0,1,0.0,0
2014-04-01 00:10:16,126.0,1.0,0,0.0,0,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,122.0,1.0,0,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:32,129.0,1.0,0,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,143.0,1.0,0,0.0,0,0.0,0,78.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:10:48,152.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:10:56,137.0,1.0,0,0.0,0,0.0,0,81.5,1,0.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:11:04,129.0,1.0,0,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,131.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,133.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,138.0,1.0,0,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,174.0,1.0,0,0.0,0,0.0,0,74.0,1,0.0,0,0.0,0,0.0,0,45.0,1,0.0,0
2014-04-01 00:11:44,140.0,0.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:11:52,137.5,0.75,0,0.0,0,0.0,0,78.75,1,0.25,0,0.0,0,6.0,0,0.0,0,0.0,0
2014-04-01 00:12:00,135.0,1.5,0,0.0,0,0.0,0,78.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,134.0,1.25,0,0.0,0,0.0,0,80.75,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,133.0,1.0,0,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,144.0,1.0,0,0.0,0,0.0,0,81.5,1,0.0,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,147.0,1.0,0,0.0,0,0.0,0,80.25,1,0.0,0,0.0,0,11.5,1,0.0,0,0.0,0
2014-04-01 00:12:40,150.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:12:48,127.0,1.0,0,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,144.0,1.0,0,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,149.0,1.0,0,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:13:12,1226.0,1.0,0,0.0,0,0.0,0,75.0,1,1097.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,1256.0,1.0,0,0.0,0,0.0,0,78.0,1,1119.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,1244.0,1.0,0,0.0,0,0.0,0,81.0,1,1113.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:36,1220.0,1.0,0,0.0,0,0.0,0,77.0,1,1094.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:44,1242.0,1.0,0,0.0,0,0.0,0,83.0,1,1111.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,1228.0,1.0,0,0.0,0,0.0,0,80.5,1,1094.0,1,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,1214.0,1.0,0,0.0,0,0.0,0,78.0,1,1077.0,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:14:08,1254.0,1.0,0,0.0,0,0.0,0,75.0,1,1107.0,1,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:14:16,1226.0,1.0,0,0.0,0,0.0,0,80.0,1,1096.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,1241.0,1.0,0,0.0,0,0.0,0,80.0,1,1092.0,1,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:14:32,1256.0,1.0,0,0.0,0,0.0,0,81.0,1,1113.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,179.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,42.0,1,0.0,0
2014-04-01 00:14:48,141.0,1.0,0,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:14:56,140.5,1.0,0,0.0,0,0.0,0,82.5,1,0.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,157.0,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,15.0,1,0.0,0,9.0,0
2014-04-01 00:15:12,132.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,143.0,1.0,0,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,148.0,1.0,0,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:15:36,133.0,1.0,0,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,125.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,141.0,1.0,0,0.0,0,0.0,0,85.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,132.0,1.0,0,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,262.0,120.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:16:16,257.0,119.0,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,253.0,121.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,257.0,126.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,283.0,125.5,1,0.0,0,0.0,0,79.5,1,0.0,0,0.0,0,7.5,0,21.5,1,0.0,0
2014-04-01 00:16:48,309.0,125.0,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,15.0,1,43.0,1,0.0,0
2014-04-01 00:16:56,250.0,118.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,251.75,124.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,253.5,122.5,1,0.0,0,0.0,0,77.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,302.0,129.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,45.0,1,0.0,0
2014-04-01 00:17:28,250.0,122.0,1,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:36,254.0,118.5,1,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:17:44,264.0,115.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:17:52,258.0,124.0,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,270.75,123.25,1,0.0,0,0.0,0,79.75,1,0.5,0,0.0,0,3.75,0,11.25,1,0.0,0
2014-04-01 00:18:08,283.5,122.5,1,0.0,0,0.0,0,79.5,1,1.0,0,0.0,0,7.5,0,22.5,1,0.0,0
2014-04-01 00:18:16,269.0,120.0,1,0.0,0,0.0,0,79.25,1,1.0,0,0.0,0,3.75,0,11.25,1,2.25,0
2014-04-01 00:18:24,254.5,117.5,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,4.5,0
2014-04-01 00:18:32,267.0,121.0,1,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,244.0,117.0,1,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,243.0,116.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,257.0,119.0,1,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,264.0,119.0,1,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:19:12,264.0,124.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:19:20,299.0,117.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,46.0,1,0.0,0
2014-04-01 00:19:28,281.5,115.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,264.0,118.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:19:44,247.0,116.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,291.0,113.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:20:00,244.0,115.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,291.0,114.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,41.0,1,0.0,0
2014-04-01 00:20:16,271.0,109.0,1,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:20:24,263.0,122.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,258.0,117.0,1,0.0,0,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,267.0,126.0,1,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,268.0,127.0,1,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,256.0,117.0,1,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,244.0,116.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,243.0,114.0,1,0.0,0,0.0,0,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,250.0,127.0,1,0.0,0,0.0,0,71.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,258.0,125.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,256.0,123.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,250.0,115.0,1,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,269.0,123.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:22:00,1337.0,110.0,1,0.0,0,0.0,0,74.0,1,1097.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,1383.0,119.0,1,0.0,0,0.0,0,79.0,1,1131.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,1399.0,119.0,1,0.0,0,0.0,0,80.0,1,1142.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,1390.0,110.0,1,0.0,0,0.0,0,77.0,1,1101.0,1,0.0,0,0.0,0,48.0,1,0.0,0
2014-04-01 00:22:32,1386.0,132.0,1,0.0,0,0.0,0,81.0,1,1106.0,1,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:22:40,1369.5,120.0,1,0.0,0,0.0,0,79.5,1,1112.5,1,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,1348.0,119.0,1,0.0,0,0.0,0,77.0,1,1103.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,1320.0,117.0,1,0.0,0,0.0,0,81.0,1,1081.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,1389.0,115.0,1,0.0,0,0.0,0,81.0,1,1103.0,1,0.0,0,0.0,0,45.0,1,0.0,0
2014-04-01 00:23:12,1355.5,117.0,1,0.0,0,0.0,0,79.0,1,1089.5,1,0.0,0,0.0,0,22.5,1,0.0,0
2014-04-01 00:23:20,1322.0,119.0,1,0.0,0,0.0,0,77.0,1,1076.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:28,1343.0,117.0,1,0.0,0,0.0,0,79.0,1,1093.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,1398.0,124.0,1,0.0,0,0.0,0,81.0,1,1147.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,1248.0,1.0,0,0.0,0,0.0,0,80.75,1,1098.0,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:23:52,1220.0,1.0,0,0.0,0,0.0,0,80.5,1,1099.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,1184.0,1.0,0,0.0,0,0.0,0,73.0,1,1058.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,1242.0,1.0,0,0.0,0,0.0,0,84.0,1,1104.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,3395.0,1.0,0,0.0,0,0.0,0,81.0,1,1079.0,1,2185.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,2371.0,1.0,0,0.0,0,0.0,0,77.0,1,0.0,0,2231.0,1,13.0,1,0.0,0,0.0,0
2014-04-01 00:24:32,2311.0,1.0,0,0.0,0,0.0,0,78.0,1,1.0,0,2190.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:40,2262.5,1.0,0,0.0,0,0.0,0,81.5,1,1.0,0,2124.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,2329.25,1.0,0,0.0,0,0.0,0,80.75,1,0.5,0,2195.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:56,2396.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,2266.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:25:04,2371.0,1.0,0,0.0,0,0.0,0,77.0,1,0.0,0,2237.0,1,0.0,0,0.0,0,0.0,0
