Time,Aggregate,Fridge_Freezer,Fridge_Freezer_ON,Tumble_Dryer,Tumble_Dryer_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Computer_Site,Computer_Site_ON,Television_Site,Television_Site_ON,Combination_Microwave,Combination_Microwave_ON,Kettle,Kettle_ON,Toaster,Toaster_ON
2014-04-01 00:09:44,50.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,56.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,53.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:08,61.5,1.0,0,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,70.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,52.0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:32,56.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,72.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16.0,0,0.0,0,10.0,0
2014-04-01 00:10:48,67.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,61.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,110.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.0,0,0.0,0
2014-04-01 00:11:12,52.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,96.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,48.0,0,0.0,0
2014-04-01 00:11:28,985.5,1.0,0,910.0,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,24.0,0,0.0,0
2014-04-01 00:11:36,1875.0,1.0,0,1820.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,1806.0,1.0,0,1749.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:52,1954.0,1.0,0,1757.0,1,0.0,0,80.0,1,1.0,0,0.0,0,15.0,0,42.0,0,0.0,0
2014-04-01 00:12:00,1994.0,1.0,0,1844.0,1,0.0,0,83.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,1907.0,1.0,0,1770.0,1,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,1949.0,1.0,0,1814.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,1970.0,1.0,0,1832.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,1974.0,1.0,0,1835.0,1,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:40,1982.0,1.0,0,1853.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,1929.0,1.0,0,1750.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:12:56,1888.0,1.0,0,1759.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,1969.0,1.0,0,1839.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,2020.0,1.0,0,1885.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,1954.0,1.0,0,1820.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,1963.0,1.0,0,1822.0,1,0.0,0,76.0,1,0.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:13:36,2914.0,1.0,0,1672.0,1,0.0,0,79.0,1,1111.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:44,2883.0,1.0,0,1646.0,1,0.0,0,83.0,1,1107.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,3078.0,1.0,0,1822.0,1,0.0,0,84.0,1,1120.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,3088.0,1.0,0,1880.0,1,0.0,0,80.0,1,1081.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,2980.0,1.0,0,1774.0,1,0.0,0,82.0,1,1067.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:16,2922.0,1.0,0,1729.0,1,0.0,0,75.0,1,1065.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,3056.0,1.0,0,1805.0,1,0.0,0,82.0,1,1111.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,3098.0,1.0,0,1818.0,1,0.0,0,81.0,1,1146.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,3015.0,1.0,0,1780.0,1,0.0,0,83.0,1,1096.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:48,5238.0,1.0,0,1780.0,1,0.0,0,77.0,1,1110.0,1,2223.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,5362.0,1.0,0,1868.0,1,0.0,0,81.0,1,1121.0,1,2235.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,5319.0,1.0,0,1849.0,1,0.0,0,79.0,1,1103.0,1,2233.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,5274.0,1.0,0,1798.0,1,0.0,0,79.0,1,1129.0,1,2205.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,4131.0,1.0,0,1846.0,1,0.0,0,83.0,1,0.0,0,2154.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,4166.0,1.0,0,1859.0,1,0.0,0,80.0,1,1.0,0,2182.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,4274.0,1.0,0,1851.0,1,0.0,0,81.0,1,0.0,0,2292.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,2016.0,1.0,0,1882.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,1894.0,1.0,0,1758.0,1,0.0,0,84.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,1897.0,1.0,0,1726.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,48.0,0,0.0,0
2014-04-01 00:16:08,1925.0,1.0,0,1770.0,1,0.0,0,80.0,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,1973.0,1.0,0,1848.0,1,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,2000.0,1.0,0,1854.0,1,0.0,0,82.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,1925.5,1.0,0,1770.0,1,0.0,0,81.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,1904.0,1.0,0,1761.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,372.0,1.0,0,234.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:16:56,365.0,1.0,0,240.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,377.0,1.0,0,243.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,387.0,1.0,0,235.0,1,0.0,0,85.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,408.0,1.0,0,253.0,1,0.0,0,79.0,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:17:28,1506.0,1.0,0,251.0,1,0.0,0,73.0,1,1123.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:36,1529.0,1.0,0,265.0,1,0.0,0,85.0,1,1124.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,1522.0,1.0,0,264.0,1,0.0,0,80.0,1,1127.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:52,1514.7142857142858,1.0,0,256.0,1,0.0,0,79.71428571428571,1,1127.7142857142858,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,1507.4285714285713,1.0,0,248.0,1,0.0,0,79.42857142857143,1,1128.4285714285713,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:08,1500.142857142857,1.0,0,240.0,1,0.0,0,79.14285714285714,1,1129.142857142857,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:16,1492.857142857143,1.0,0,232.0,1,0.0,0,78.85714285714286,1,1129.857142857143,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,1485.5714285714287,1.0,0,224.0,1,0.0,0,78.57142857142857,1,1130.5714285714287,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,1471.0,1.0,0,208.0,1,0.0,0,78.0,1,1132.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,1462.5,1.0,0,230.0,1,0.0,0,77.5,1,1106.5,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,1454.0,1.0,0,252.0,1,0.0,0,77.0,1,1081.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,1430.0,1.0,0,216.0,1,0.0,0,78.0,1,1084.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,895.0,1.0,0,227.0,1,0.0,0,79.5,1,537.5,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,630.0,1.0,0,230.0,1,0.0,0,79.25,1,269.25,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,365.0,1.0,0,233.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,381.5,1.0,0,226.0,1,0.0,0,80.0,1,0.5,0,0.0,0,0.0,0,22.0,0,0.0,0
2014-04-01 00:19:44,398.0,1.0,0,219.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:19:52,383.0,1.0,0,257.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,525.0,119.0,1,265.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,494.0,119.0,1,246.0,1,0.0,0,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,491.5,121.5,1,241.5,1,0.0,0,81.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,489.0,124.0,1,237.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,477.0,115.0,1,224.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,1687.0,111.0,1,230.0,1,1223.0,1,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,1678.0,114.0,1,251.0,1,1187.0,1,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,1802.0,130.0,1,243.0,1,1245.0,1,83.0,1,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:21:04,1722.0,124.0,1,270.0,1,1198.0,1,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,1690.0,121.0,1,225.0,1,1204.0,1,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,1699.0,120.0,1,228.0,1,1200.0,1,78.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,1803.0,118.0,1,300.0,1,1212.0,1,76.0,1,1.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:21:36,1742.0,120.0,1,231.0,1,1201.0,1,85.0,1,1.0,0,0.0,0,0.0,0,42.0,0,9.0,0
2014-04-01 00:21:44,1677.0,122.0,1,245.0,1,1176.0,1,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,1751.0,123.0,1,257.0,1,1233.0,1,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,1674.0,122.0,1,257.0,1,1162.0,1,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,1735.0,114.0,1,274.0,1,1199.0,1,88.0,1,1.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,1716.5,121.5,1,224.5,1,1209.5,1,80.5,1,0.5,0,0.0,0,7.0,0,21.5,0,0.0,0
2014-04-01 00:22:24,1673.0,116.0,1,247.0,1,1184.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,1681.5,119.0,1,241.0,1,1191.5,1,78.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,1690.0,122.0,1,235.0,1,1199.0,1,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,1644.0,122.0,1,223.0,1,1170.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,1689.0,122.0,1,234.0,1,1202.0,1,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,1722.0,127.0,1,259.0,1,1203.0,1,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,1648.0,119.0,1,261.0,1,1146.0,1,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,1716.0,119.0,1,225.0,1,1164.5,1,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:28,1693.0,119.0,1,256.0,1,1183.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,1700.0,121.0,1,241.0,1,1205.0,1,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,1716.0,117.0,1,273.0,1,1189.0,1,76.0,1,1.0,0,0.0,0,12.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,1686.0,121.0,1,217.0,1,1198.0,1,77.0,1,0.0,0,0.0,0,17.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,1684.5,120.5,1,239.5,1,1186.0,1,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,4.5,0
2014-04-01 00:24:08,1685.0,117.0,1,264.0,1,1170.0,1,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,1819.0,122.0,1,287.0,1,1256.0,1,80.0,1,0.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,1765.0,121.0,1,265.0,1,1235.0,1,79.0,1,0.5,0,0.0,0,6.5,0,0.0,0,0.0,0
2014-04-01 00:24:32,1711.0,120.0,1,243.0,1,1214.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:40,664.5,118.0,1,261.0,1,147.5,1,80.5,1,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:24:48,617.0,115.0,1,225.0,1,138.0,1,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
