Time,Aggregate,Fridge_Freezer,Fridge_Freezer_ON,Television_Site_Lounge,Television_Site_Lounge_ON,Microwave,Microwave_ON,Kettle,Kettle_ON,Toaster,Toaster_ON,Television_Site_Bedroom,Television_Site_Bedroom_ON,Not_Used,Not_Used_ON,Not_Used_1,Not_Used_1_ON,Not_Used_2,Not_Used_2_ON
2014-04-01 00:11:44,48.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:52,57.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:00,58.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,56.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,56.5,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,57.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,43.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:40,53.5,1.0,0,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,56.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,57.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,59.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,53.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,49.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,106.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,49.0,1,0.0,0
2014-04-01 00:13:36,57.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:44,54.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,51.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,57.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,56.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:14:16,45.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,54.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,103.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16.0,1,44.0,1,0.0,0
2014-04-01 00:14:40,50.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:48,66.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:14:56,53.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,54.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,55.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,43.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,48.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,61.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:15:44,50.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,99.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:16:00,51.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,55.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,48.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,59.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,50.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,60.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:16:48,102.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,43.0,1,0.0,0
2014-04-01 00:16:56,95.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46.0,1,0.0,0
2014-04-01 00:17:04,68.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:17:12,96.0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,42.0,1,0.0,0
2014-04-01 00:17:20,110.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,45.0,1,0.0,0
2014-04-01 00:17:28,55.0,1.0,0,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:36,967.5,1.0,0,917.0,1,0.0,0,0.0,0,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,1880.0,1.0,0,1834.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:52,1872.0,1.0,0,1825.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,1859.0,1.0,0,1801.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:18:08,1797.0,1.0,0,1732.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:18:16,1891.0,1.0,0,1838.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,1860.0,1.0,0,1798.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,1772.0,1.0,0,1720.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,1886.0,1.0,0,1834.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,1795.0,1.0,0,1730.0,1,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:18:56,1899.0,1.0,0,1801.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,1,0.0,0
2014-04-01 00:19:04,1822.0,1.0,0,1758.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,1867.0,1.0,0,1811.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,1831.5,1.0,0,1770.5,1,0.0,0,0.0,0,0.25,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:19:28,1796.0,1.0,0,1730.0,1,0.0,0,0.0,0,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,1902.0,1.0,0,1720.5,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,1782.0,1.0,0,1711.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:19:52,1853.0,1.0,0,1800.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,1820.0,1.0,0,1766.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,1780.0,1.0,0,1728.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,1825.0,1.0,0,1767.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,1785.0,1.0,0,1737.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,1847.0,1.0,0,1793.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,1807.0,1.0,0,1756.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,2031.0,125.0,1,1852.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,1973.0,129.0,1,1751.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:21:04,2012.0,119.0,1,1832.0,1,0.0,0,0.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:21:12,1953.0,117.0,1,1766.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:21:20,1968.0,114.0,1,1802.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,1903.0,124.0,1,1732.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,2036.0,124.0,1,1856.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,2120.0,126.0,1,1897.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46.0,1,0.0,0
2014-04-01 00:21:52,2017.0,120.0,1,1834.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:22:00,2011.0,121.0,1,1841.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,2025.0,115.0,1,1857.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,2034.0,121.0,1,1842.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:22:24,1969.0,117.0,1,1798.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,1863.0,112.0,1,1696.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,1984.0,126.0,1,1798.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,1958.0,107.0,1,1783.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:22:56,2020.0,122.0,1,1839.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,1996.0,120.0,1,1832.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,1931.0,114.0,1,1760.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,2037.0,117.0,1,1821.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,46.0,1,0.0,0
2014-04-01 00:23:28,1983.0,117.0,1,1822.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,1976.0,128.0,1,1790.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,2052.0,115.0,1,1876.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,1967.5,124.0,1,1784.5,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,2002.25,120.5,1,1813.25,1,0.0,0,0.0,0,0.25,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:24:08,2037.0,117.0,1,1842.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:24:16,2008.0,115.5,1,1815.5,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,21.0,1,0.0,0
2014-04-01 00:24:24,1851.0,119.0,1,1687.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:32,2008.0,117.0,1,1829.0,1,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:24:40,1986.0,121.0,1,1806.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,1878.0,124.0,1,1697.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:56,1992.0,126.0,1,1770.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46.0,1,0.0,0
