Time,Aggregate,Freezer_Garage,Freezer_Garage_ON,Fridge_Freezer,Fridge_Freezer_ON,Tumble_Dryer_Garage,Tumble_Dryer_Garage_ON,Washing_Machine,Washing_Machine_ON,Computer_Site,Computer_Site_ON,Television_Site,Television_Site_ON,Microwave,Microwave_ON,Kettle,Kettle_ON,Plug_Site_Bedroom,Plug_Site_Bedroom_ON
2014-04-01 00:12:40,121.0,1.0,0,0.0,0,0.0,0,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,131.0,1.0,0,0.0,0,0.0,0,77.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,133.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,129.5,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,126.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,124.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,154.5,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,20.5,0,0.0,0
2014-04-01 00:13:36,154.5,1.0,0,0.0,0,0.0,0,79.5,1,0.5,0,0.0,0,0.0,0,20.75,0,0.0,0
2014-04-01 00:13:44,154.5,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,21.0,0,0.0,0
2014-04-01 00:13:52,146.25,1.0,0,0.0,0,0.0,0,75.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,138.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,137.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:14:16,153.0,1.0,0,0.0,0,0.0,0,79.5,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,154.0,1.0,0,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,17.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,130.0,1.0,0,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,143.0,1.0,0,0.0,0,0.0,0,81.5,1,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:14:48,156.0,1.0,0,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,194.0,1.0,0,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,15.0,0,42.0,0,0.0,0
2014-04-01 00:15:04,138.0,1.0,0,0.0,0,0.0,0,82.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,138.0,1.0,0,0.0,0,0.0,0,80.75,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,138.0,1.0,0,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,127.5,1.0,0,0.0,0,0.0,0,76.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,138.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:15:44,142.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,131.0,1.0,0,0.0,0,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,130.0,1.0,0,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,147.0,1.0,0,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,146.0,1.0,0,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,143.66666666666666,1.0,0,0.0,0,0.0,0,79.5,1,0.5,0,0.0,0,0.0,0,0.0,0,4.0,0
2014-04-01 00:16:32,141.33333333333334,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,8.0,0
2014-04-01 00:16:40,139.0,1.0,0,0.0,0,0.0,0,74.0,1,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:16:48,136.5,1.0,0,0.0,0,0.0,0,80.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,140.75,1.0,0,0.0,0,0.0,0,80.25,1,0.5,0,0.0,0,3.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,145.0,1.0,0,0.0,0,0.0,0,80.5,1,0.5,0,0.0,0,6.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,130.0,1.0,0,0.0,0,0.0,0,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,127.0,1.0,0,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:28,209.0,1.0,0,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,14.0,0,45.0,0,10.0,1
2014-04-01 00:17:36,130.0,1.0,0,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,5.0,0
2014-04-01 00:17:44,128.0,1.0,0,0.0,0,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:52,148.0,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,156.0,1.0,0,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,11.5,0,10.75,0,0.0,0
2014-04-01 00:18:08,164.0,1.0,0,0.0,0,0.0,0,78.0,1,1.0,0,0.0,0,8.0,0,21.5,0,0.0,0
2014-04-01 00:18:16,185.0,1.0,0,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,45.0,0,9.0,0
2014-04-01 00:18:24,182.0,1.0,0,0.0,0,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:18:32,139.0,1.0,0,0.0,0,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,125.0,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,191.0,1.0,0,0.0,0,0.0,0,86.0,1,1.0,0,0.0,0,0.0,0,48.0,0,0.0,0
2014-04-01 00:18:56,128.0,1.0,0,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,2037.0,1.0,0,1903.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,1852.0,1.0,0,1725.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,1943.0,1.0,0,1815.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,1860.0,1.0,0,1730.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,1959.0,1.0,0,1821.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,1981.0,2.0,0,1844.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,1936.0,1.0,0,1810.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,1907.0,1.0,0,1756.0,1,0.0,0,84.0,1,1.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,1950.0,1.0,0,1820.0,1,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,1904.5,1.0,0,1773.0,1,0.0,0,77.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,1917.0,1.0,0,1765.0,1,0.0,0,81.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,1917.25,1.0,0,1753.5,1,0.0,0,82.0,1,0.25,0,0.0,0,14.75,0,10.75,0,0.0,0
2014-04-01 00:20:40,1917.5,1.0,0,1742.0,1,0.0,0,83.0,1,0.5,0,0.0,0,14.5,0,21.5,0,0.0,0
2014-04-01 00:20:48,1965.0,1.0,0,1825.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,1984.75,0.75,0,1837.25,1,0.0,0,81.25,1,0.5,0,0.0,0,3.75,0,11.5,0,0.0,0
2014-04-01 00:21:04,2004.5,0.5,0,1849.5,1,0.0,0,79.5,1,0.0,0,0.0,0,7.5,0,23.0,0,0.0,0
2014-04-01 00:21:12,3992.0,1.0,0,1734.0,1,0.0,0,82.0,1,1.0,0,2129.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,4196.0,1.0,0,1833.0,1,0.0,0,74.0,1,1.0,0,2232.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,4046.0,1.0,0,1704.0,1,0.0,0,77.0,1,0.0,0,2220.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,4239.0,125.0,1,1766.0,1,0.0,0,78.0,1,0.0,0,2214.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,4267.0,115.0,1,1761.0,1,0.0,0,81.0,1,1.0,0,2254.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,4258.0,117.0,1,1820.0,1,0.0,0,82.0,1,1.0,0,2168.0,1,15.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,4397.0,118.0,1,1906.0,1,0.0,0,87.0,1,1.0,0,2181.0,1,0.0,0,44.0,0,0.0,0
2014-04-01 00:22:08,4362.0,120.25,1,1840.25,1,0.0,0,83.25,1,0.75,0,2234.5,1,3.5,0,22.0,0,0.0,0
2014-04-01 00:22:16,4327.0,122.5,1,1774.5,1,0.0,0,79.5,1,0.5,0,2288.0,1,7.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,4283.0,122.0,1,1849.0,1,0.0,0,80.0,1,0.0,0,2179.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,4307.0,129.0,1,1866.0,1,0.0,0,75.0,1,1.0,0,2178.0,1,13.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,4244.0,125.0,1,1784.0,1,0.0,0,80.0,1,1.0,0,2155.0,1,0.0,0,45.0,0,0.0,0
2014-04-01 00:22:48,2048.0,117.0,1,1793.0,1,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,1946.0,117.0,1,1691.0,1,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,2119.0,120.0,1,1855.0,1,0.0,0,74.0,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,2046.0,110.0,1,1782.0,1,0.0,0,81.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,2019.0,123.0,1,1766.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:28,2025.0,115.0,1,1791.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,1994.0,116.0,1,1744.0,1,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,2025.5,119.5,1,1776.0,1,0.0,0,75.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,2057.0,123.0,1,1808.0,1,0.0,0,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,2050.0,116.0,1,1807.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,2053.0,122.0,1,1803.0,1,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,2031.0,121.0,1,1774.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,2074.0,118.0,1,1780.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:24:32,2105.0,114.0,1,1863.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:40,2064.0,112.0,1,1819.0,1,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,2048.0,120.0,1,1785.0,1,0.0,0,76.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:24:56,2092.0,119.0,1,1842.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
