Time,Aggregate,Fridge_garage,Fridge_garage_ON,Freezer_garage,Freezer_garage_ON,Fridge_Freezer,Fridge_Freezer_ON,Washer_Dryer_garage,Washer_Dryer_garage_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Desktop_Computer,Desktop_Computer_ON,Television_Site,Television_Site_ON,Microwave,Microwave_ON
2014-04-01 00:02:08,170.0,122.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:16,175.0,120.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:24,166.0,121.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:32,164.0,108.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:02:40,167.0,119.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:48,229.0,118.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,46.0,1,0.0,0
2014-04-01 00:02:56,176.0,125.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:04,2020.0,124.0,1,1800.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,46.0,1,0.0,0
2014-04-01 00:03:12,2002.0,116.0,1,1832.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:20,2057.0,120.0,1,1854.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,8.0,0
2014-04-01 00:03:28,1981.0,122.0,1,1797.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:36,1998.5,120.5,1,1815.0,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,5.0,0
2014-04-01 00:03:44,2016.0,119.0,1,1833.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:03:52,2034.0,105.0,1,1869.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:04:00,1838.0,116.0,1,1672.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:08,2052.0,123.0,1,1872.5,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:16,2010.5,121.5,1,1834.25,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:24,1969.0,120.0,1,1796.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:32,1983.75,120.5,1,1806.0,1,0.0,0,0.0,0,0.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:04:40,1998.5,121.0,1,1816.0,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:04:48,1980.0,122.0,1,1793.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:04:56,1900.0,129.0,1,1703.0,1,0.0,0,0.0,0,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:05:04,1945.5,121.5,1,1768.5,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:12,2000.25,122.75,1,1824.25,1,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:20,2055.0,124.0,1,1880.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:28,2046.5,122.0,1,1870.5,1,0.0,0,0.0,0,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:05:36,1994.25,117.0,1,1823.5,1,0.0,0,0.0,0,0.25,0,0.0,0,3.75,0,0.0,0,0.0,0
2014-04-01 00:05:44,1942.0,112.0,1,1776.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:52,2036.0,111.0,1,1855.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:06:00,1952.0,118.0,1,1781.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:08,1985.0,120.0,1,1811.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:06:16,1989.2222222222222,120.33333333333333,1,1813.4444444444443,1,0.0,0,0.0,0,1.0,0,0.0,0,12.6,1,0.0,0,1.0,0
2014-04-01 00:06:24,1993.4444444444443,120.66666666666667,1,1815.888888888889,1,0.0,0,0.0,0,1.0,0,0.0,0,11.2,1,0.0,0,2.0,0
2014-04-01 00:06:32,1997.6666666666667,121.0,1,1818.3333333333333,1,0.0,0,0.0,0,1.0,0,0.0,0,9.8,0,0.0,0,3.0,0
2014-04-01 00:06:40,2001.888888888889,121.33333333333333,1,1820.7777777777778,1,0.0,0,0.0,0,1.0,0,0.0,0,8.4,0,0.0,0,4.0,0
2014-04-01 00:06:48,2006.111111111111,121.66666666666667,1,1823.2222222222222,1,0.0,0,0.0,0,1.0,0,0.0,0,7.0,0,0.0,0,5.0,0
2014-04-01 00:06:56,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:04,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:20,2023.0,123.0,1,1833.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:07:28,2040.0,124.0,1,1860.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:36,2020.0,122.0,1,1800.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,1,0.0,0
2014-04-01 00:07:44,1918.0,111.0,1,1761.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:52,2010.0,119.0,1,1817.0,1,0.0,0,0.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:08:00,2009.0,124.0,1,1822.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:08,1933.0,116.0,1,1724.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,42.0,1,0.0,0
2014-04-01 00:08:16,1827.0,110.0,1,1665.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:24,1930.0,116.0,1,1762.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:32,1969.0,126.0,1,1772.0,1,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:08:40,2016.0,128.0,1,1826.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:48,1989.0,129.0,1,1786.0,1,0.0,0,0.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:08:56,1938.0,119.0,1,1771.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,1849.0,1.0,0,1787.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:12,1924.0,1.0,0,1822.0,1,0.0,0,41.0,1,0.5,0,0.0,0,6.5,0,0.0,0,0.0,0
2014-04-01 00:09:20,1925.0,1.0,0,1809.5,1,0.0,0,59.0,1,0.25,0,0.0,0,8.666666666666666,0,0.0,0,0.0,0
2014-04-01 00:09:28,1926.0,1.0,0,1797.0,1,0.0,0,77.0,1,0.0,0,0.0,0,10.833333333333332,1,0.0,0,0.0,0
2014-04-01 00:09:36,1975.0,1.0,0,1823.0,1,0.0,0,81.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:09:44,1909.0,1.0,0,1785.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,1952.0,1.0,0,1818.0,1,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,1978.0,1.0,0,1833.0,1,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:08,2009.0,1.0,0,1872.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,2023.0,1.0,0,1890.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,1910.0,1.0,0,1775.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:32,1902.0,1.0,0,1765.0,1,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,1886.5,1.0,0,1750.5,1,0.0,0,82.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,1871.0,1.0,0,1736.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,1946.0,1.0,0,1812.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,1974.0,1.0,0,1836.0,1,0.0,0,80.5,1,0.0,0,0.0,0,0.0,0,0.0,0,5.0,0
2014-04-01 00:11:12,1944.5,1.0,0,1803.0,1,0.0,0,79.75,1,0.5,0,0.0,0,7.0,0,0.0,0,2.5,0
2014-04-01 00:11:20,1915.0,1.0,0,1770.0,1,0.0,0,79.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:11:28,1938.5,1.0,0,1808.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,1999.0,1.0,0,1822.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,43.0,1,0.0,0
2014-04-01 00:11:44,1974.5,1.0,0,1818.0,1,0.0,0,80.5,1,1.0,0,0.0,0,0.0,0,21.5,1,0.0,0
2014-04-01 00:11:52,1950.0,1.0,0,1814.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:00,2981.0,1.0,0,1768.0,1,0.0,0,80.0,1,1076.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,3045.0,1.0,0,1813.0,1,0.0,0,84.0,1,1096.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,3035.0,1.0,0,1773.0,1,0.0,0,84.0,1,1100.0,1,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:12:24,2924.0,1.0,0,1711.0,1,0.0,0,77.0,1,1079.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,2967.75,1.0,0,1759.75,1,0.0,0,76.75,1,1078.25,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:40,3011.5,1.0,0,1808.5,1,0.0,0,76.5,1,1077.5,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,2941.0,1.0,0,1739.0,1,0.0,0,80.0,1,1063.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,3135.0,1.0,0,1910.0,1,0.0,0,80.0,1,1089.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,2946.6666666666665,1.0,0,1899.1666666666667,1,0.0,0,80.33333333333333,1,907.5,1,0.0,0,2.5,0,0.0,0,0.0,0
2014-04-01 00:13:12,2758.3333333333335,1.0,0,1888.3333333333333,1,0.0,0,80.66666666666667,1,726.0,1,0.0,0,5.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,2570.0,1.0,0,1877.5,1,0.0,0,81.0,1,544.5,1,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:13:28,2381.6666666666665,1.0,0,1866.6666666666667,1,0.0,0,81.33333333333333,1,363.0,1,0.0,0,10.0,1,0.0,0,0.0,0
2014-04-01 00:13:36,2193.333333333333,1.0,0,1855.8333333333333,1,0.0,0,81.66666666666667,1,181.5,1,0.0,0,12.5,1,0.0,0,0.0,0
2014-04-01 00:13:44,2005.0,1.0,0,1845.0,1,0.0,0,82.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:13:52,1898.0,1.0,0,1771.0,1,0.0,0,72.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,1877.0,1.0,0,1756.0,1,0.0,0,75.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,1874.0,1.0,0,1741.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:16,1955.0,1.0,0,1813.0,1,0.0,0,76.0,1,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:14:24,1934.0,1.0,0,1803.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,1934.0,1.0,0,1797.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,1980.0,1.0,0,1854.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:48,1890.0,1.0,0,1753.0,1,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,1969.0,1.0,0,1840.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,1864.0,1.0,0,1730.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,2070.0,1.0,0,1927.0,1,0.0,0,76.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:15:20,1922.0,1.0,0,1789.0,1,0.0,0,74.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:15:28,2033.0,1.0,0,1880.0,1,0.0,0,80.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:15:36,1949.0,1.0,0,1801.0,1,0.0,0,81.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:15:44,1962.0,1.0,0,1831.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,1984.0,1.0,0,1846.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,1940.0,1.0,0,1810.0,1,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,1909.0,1.0,0,1768.0,1,0.0,0,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:16:16,2018.0,1.0,0,1862.0,1,0.0,0,76.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:16:24,1925.0,1.0,0,1787.0,1,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,1904.0,1.0,0,1775.0,1,0.0,0,71.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,1900.0,1.0,0,1765.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,1909.5,1.0,0,1768.5,1,0.0,0,76.0,1,0.5,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,1919.0,1.0,0,1772.0,1,0.0,0,74.0,1,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:17:04,1976.5,1.0,0,1850.5,1,0.0,0,77.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,1990.0,31.25,1,1827.0,1,0.0,0,78.5,1,0.75,0,0.0,0,3.75,0,0.0,0,0.0,0
2014-04-01 00:17:20,2003.5,61.5,1,1803.5,1,0.0,0,79.5,1,1.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:17:28,2125.0,122.0,1,1819.3333333333333,1,0.0,0,79.0,1,0.0,0,0.0,0,17.0,1,0.0,0,0.0,0
2014-04-01 00:17:36,2118.5,125.5,1,1835.1666666666667,1,0.0,0,80.0,1,0.0,0,0.0,0,11.333333333333332,1,0.0,0,0.0,0
2014-04-01 00:17:44,2112.0,129.0,1,1851.0,1,0.0,0,81.0,1,0.0,0,0.0,0,5.666666666666666,0,0.0,0,0.0,0
2014-04-01 00:17:52,1986.0,114.0,1,1741.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,2052.0,117.0,1,1808.0,1,0.0,0,79.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:08,2098.0,133.0,1,1828.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:16,2070.0,115.0,1,1825.0,1,0.0,0,73.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,2014.0,126.0,1,1749.0,1,0.0,0,78.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:18:32,2034.0,119.0,1,1781.0,1,0.0,0,86.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,2097.0,115.0,1,1855.0,1,0.0,0,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,2063.0,119.0,1,1775.0,1,0.0,0,74.0,1,0.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:18:56,2035.0,118.0,1,1781.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,2110.0,111.0,1,1857.0,1,0.0,0,80.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:19:12,2069.0,113.0,1,1808.0,1,0.0,0,77.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:19:20,2035.0,113.0,1,1796.0,1,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,2042.5,127.0,1,1819.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,2050.0,114.0,1,1805.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,2092.0,121.0,1,1835.0,1,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,2044.0,127.0,1,1774.0,1,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,2012.0,119.0,1,1755.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,2001.0,127.0,1,1741.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:16,2121.0,116.0,1,1872.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,2084.0,116.0,1,1829.0,1,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,2080.0,114.0,1,1783.0,1,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,45.0,1,0.0,0
2014-04-01 00:20:40,2012.0,115.0,1,1757.0,1,0.0,0,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,2090.0,113.0,1,1845.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,2066.0,121.0,1,1824.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,2044.0,115.0,1,1797.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,2047.125,116.0,1,1799.125,1,0.0,0,77.875,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,2050.25,117.0,1,1801.25,1,0.0,0,77.75,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,2053.375,118.0,1,1803.375,1,0.0,0,77.625,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,2056.5,119.0,1,1805.5,1,0.0,0,77.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,2059.625,120.0,1,1807.625,1,0.0,0,77.375,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,2069.0,123.0,1,1814.0,1,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,2065.0,124.0,1,1797.0,1,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,2064.0,121.0,1,1806.0,1,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,465.0,118.0,1,210.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,540.0,118.0,1,245.0,1,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:22:48,529.0,117.0,1,265.0,1,0.0,0,77.5,1,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:22:56,488.0,120.0,1,238.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,494.4,119.4,1,240.5,1,0.0,0,79.4,1,0.1,0,0.0,0,0.0,0,4.8,0,0.0,0
2014-04-01 00:23:12,500.8,118.8,1,243.0,1,0.0,0,79.8,1,0.2,0,0.0,0,0.0,0,9.6,0,0.0,0
2014-04-01 00:23:20,507.2,118.2,1,245.5,1,0.0,0,80.2,1,0.30000000000000004,0,0.0,0,0.0,0,14.399999999999999,1,0.0,0
2014-04-01 00:23:28,513.6,117.6,1,248.0,1,0.0,0,80.6,1,0.4,0,0.0,0,0.0,0,19.2,1,0.0,0
2014-04-01 00:23:36,520.0,117.0,1,250.5,1,0.0,0,81.0,1,0.5,0,0.0,0,0.0,0,24.0,1,0.0,0
2014-04-01 00:23:44,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,552.0,114.0,1,263.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,48.0,1,0.0,0
2014-04-01 00:24:24,505.0,117.0,1,261.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:32,515.5,118.25,1,258.5,1,0.0,0,79.25,1,0.25,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:24:40,526.0,119.5,1,256.0,1,0.0,0,79.5,1,0.5,0,0.0,0,14.0,1,0.0,0,0.0,0
