Time,Aggregate,Toaster,Toaster_ON,Fridge_Freezer,Fridge_Freezer_ON,Freezer,Freezer_ON,Tumble_Dryer,Tumble_Dryer_ON,Dishwasher,Dishwasher_ON,Washing_Machine,Washing_Machine_ON,Television,Television_ON,Microwave,Microwave_ON,Kettle,Kettle_ON
2014-04-01 00:01:52,1331.0,114.0,1,0.0,0,0.0,0,78.0,1,1079.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:00,251.0,120.0,1,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:08,263.0,119.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:02:16,254.5,115.5,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:02:24,246.0,112.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:32,809.0,114.5,1,0.0,0,0.0,0,78.5,1,553.0,1,0.0,0,13.5,1,0.0,0,0.0,0
2014-04-01 00:02:40,1348.0,116.0,1,0.0,0,0.0,0,81.0,1,1095.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:48,1403.0,121.0,1,0.0,0,0.0,0,83.0,1,1139.0,1,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:02:56,1300.0,112.0,1,0.0,0,0.0,0,77.0,1,1059.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:04,1322.0,128.0,1,0.0,0,0.0,0,73.0,1,1072.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:12,1405.0,117.0,1,0.0,0,0.0,0,79.0,1,1106.0,1,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:03:20,1362.0,123.0,1,0.0,0,0.0,0,78.0,1,1059.0,1,0.0,0,16.0,1,41.0,0,0.0,0
2014-04-01 00:03:28,1391.0,131.0,1,0.0,0,0.0,0,77.0,1,1123.0,1,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:03:36,1375.5,121.0,1,0.0,0,0.0,0,80.5,1,1113.5,1,0.0,0,0.0,0,0.0,0,4.5,0
2014-04-01 00:03:44,1360.0,111.0,1,0.0,0,0.0,0,84.0,1,1104.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:52,1347.0,117.0,1,0.0,0,0.0,0,76.0,1,1095.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:00,286.0,118.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:04:08,235.0,115.0,1,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:16,240.0,125.0,1,0.0,0,0.0,0,74.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:24,258.0,119.0,1,0.0,0,0.0,0,84.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:32,269.0,126.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:40,265.8333333333333,124.5,1,0.0,0,0.0,0,82.33333333333333,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:48,262.6666666666667,123.0,1,0.0,0,0.0,0,81.66666666666667,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:56,259.5,121.5,1,0.0,0,0.0,0,81.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:04,256.3333333333333,120.0,1,0.0,0,0.0,0,80.33333333333333,1,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:12,253.16666666666666,118.5,1,0.0,0,0.0,0,79.66666666666667,1,0.8333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:20,250.0,117.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:28,254.0,121.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:36,253.36363636363637,120.63636363636364,1,0.0,0,0.0,0,79.18181818181819,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:44,252.72727272727272,120.27272727272727,1,0.0,0,0.0,0,79.36363636363636,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:52,252.0909090909091,119.9090909090909,1,0.0,0,0.0,0,79.54545454545455,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:00,251.45454545454547,119.54545454545455,1,0.0,0,0.0,0,79.72727272727273,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:08,250.8181818181818,119.18181818181819,1,0.0,0,0.0,0,79.9090909090909,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:16,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:24,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:32,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:40,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:48,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:56,247.0,117.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:04,260.0,117.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:07:12,246.0,121.0,1,0.0,0,0.0,0,74.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:20,246.0,122.0,1,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:28,249.0,115.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:36,1979.0,115.0,1,1700.0,1,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:07:44,2110.0,116.0,1,1864.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:52,2013.0,119.0,1,1771.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:00,2094.0,112.0,1,1843.0,1,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:08,2037.0,118.0,1,1780.0,1,0.0,0,77.0,1,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:08:16,2055.0,125.0,1,1778.0,1,0.0,0,82.0,1,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:08:24,2040.0,113.0,1,1789.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:32,2027.0,118.0,1,1784.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:40,1992.0,1.0,0,1840.0,1,0.0,0,82.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:08:48,1882.0,1.0,0,1764.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:56,1959.0,1.0,0,1788.5,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,1947.0,1.0,0,1813.0,1,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:12,1957.0,1.0,0,1806.0,1,0.0,0,75.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:09:20,1953.0,1.0,0,1753.0,1,0.0,0,84.0,1,0.0,0,0.0,0,14.0,1,44.0,0,0.0,0
2014-04-01 00:09:28,1886.0,1.0,0,1757.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:36,1986.0,1.0,0,1853.0,1,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:44,1855.0,1.0,0,1719.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,2019.0,1.0,0,1881.0,1,0.0,0,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,2036.0,1.0,0,1908.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:08,1943.0,1.0,0,1792.0,1,0.0,0,85.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:10:16,1886.5,1.0,0,1747.5,1,0.0,0,81.5,1,0.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:10:24,1830.0,1.0,0,1703.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:32,2006.0,1.0,0,1875.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,1896.0,1.0,0,1761.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,1952.0,1.0,0,1803.0,1,0.0,0,80.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:10:56,1987.0,1.0,0,1859.0,1,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,1852.0,1.0,0,1723.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,1997.0,1.0,0,1857.0,1,0.0,0,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,1962.0,1.0,0,1830.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,1956.0,1.0,0,1822.0,1,0.0,0,73.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,1903.0,1.0,0,1761.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:11:44,2026.0,1.0,0,1834.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,45.0,0,9.0,0
2014-04-01 00:11:52,1983.5,1.0,0,1818.0,1,0.0,0,82.5,1,1.0,0,0.0,0,0.0,0,22.5,0,4.5,0
2014-04-01 00:12:00,1941.0,1.0,0,1802.0,1,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,1883.0,1.0,0,1750.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,1947.0,1.0,0,1810.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,1959.0,1.0,0,1825.0,1,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,2004.0,1.0,0,1873.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:40,1952.0,1.0,0,1819.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,1900.0,1.0,0,1769.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,1913.0,1.0,0,1781.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,1895.0,1.0,0,1756.0,1,0.0,0,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:13:12,1916.0,1.0,0,1772.0,1,0.0,0,76.5,1,0.5,0,0.0,0,7.5,0,0.0,0,4.5,0
2014-04-01 00:13:20,1937.0,1.0,0,1788.0,1,0.0,0,78.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:13:28,1981.0,1.0,0,1855.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:36,1875.0,1.0,0,1755.0,1,0.0,0,75.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:44,2002.0,1.0,0,1871.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,1896.0,1.0,0,1743.0,1,0.0,0,76.0,1,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:14:00,1894.0,1.0,0,1768.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,1952.0,1.0,0,1820.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:16,1861.0,1.0,0,1729.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,1980.0,1.0,0,1804.0,1,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:14:32,1880.0,1.0,0,1750.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,1941.0,1.0,0,1795.0,1,0.0,0,83.0,1,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:14:48,2010.0,1.0,0,1824.0,1,0.0,0,79.0,1,0.0,0,0.0,0,13.0,1,43.0,0,0.0,0
2014-04-01 00:14:56,1952.0,1.0,0,1811.0,1,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,1915.0,1.0,0,1787.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,1953.5,1.0,0,1793.5,1,0.0,0,82.5,1,0.0,0,0.0,0,0.0,0,21.0,0,4.5,0
2014-04-01 00:15:20,1924.0,1.0,0,1797.0,1,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,1909.0,1.0,0,1777.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,1918.0,1.0,0,1785.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,1888.0,1.0,0,1727.0,1,0.0,0,76.0,1,0.0,0,0.0,0,17.0,1,0.0,0,10.0,0
2014-04-01 00:15:52,1934.0,1.0,0,1786.0,1,0.0,0,78.5,1,0.0,0,0.0,0,8.5,0,0.0,0,5.0,0
2014-04-01 00:16:00,1980.0,1.0,0,1845.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,1950.0,1.0,0,1773.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:16:16,1995.0,1.0,0,1860.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:16:24,1980.0,1.0,0,1832.0,1,0.0,0,85.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,1986.5,1.0,0,1852.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,1950.0,1.0,0,1815.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,1989.0,127.0,1,1725.0,1,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,2017.5,121.75,1,1764.0,1,0.0,0,77.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,2046.0,116.5,1,1803.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,2067.0,124.25,1,1814.0,1,0.0,0,80.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,2088.0,132.0,1,1825.0,1,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:28,2061.0,112.0,1,1814.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:36,2015.0,110.0,1,1777.0,1,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,2213.0,121.0,1,1907.0,1,0.0,0,78.0,1,0.0,0,0.0,0,14.0,1,41.0,0,0.0,0
2014-04-01 00:17:52,2060.0,114.0,1,1792.0,1,0.0,0,79.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:18:00,2094.0,115.0,1,1832.0,1,0.0,0,80.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:18:08,2046.0,118.0,1,1794.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:16,2140.0,121.0,1,1889.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,2012.0,118.0,1,1762.0,1,0.0,0,76.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,2011.0,122.0,1,1757.0,1,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,2025.0,113.0,1,1728.0,1,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,48.0,0,0.0,0
2014-04-01 00:18:48,2075.0,126.0,1,1812.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,2064.0,110.0,1,1823.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,2061.0,120.0,1,1751.0,1,0.0,0,79.0,1,0.0,0,0.0,0,16.0,1,43.0,0,0.0,0
2014-04-01 00:19:12,2117.0,128.0,1,1850.0,1,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,2133.0,117.0,1,1874.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,2183.0,124.0,1,1906.0,1,0.0,0,83.0,1,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:19:36,2109.0,114.0,1,1806.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:19:44,2042.0,113.5,1,1768.0,1,0.0,0,80.5,1,1.0,0,0.0,0,0.0,0,22.0,0,0.0,0
2014-04-01 00:19:52,1975.0,113.0,1,1730.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,1956.0,110.0,1,1713.0,1,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,2109.0,117.0,1,1807.0,1,0.0,0,75.0,1,1.0,0,0.0,0,13.0,1,43.0,0,0.0,0
2014-04-01 00:20:16,2020.0,128.0,1,1750.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,2173.0,121.0,1,1901.0,1,0.0,0,82.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:20:32,2033.0,123.0,1,1771.0,1,0.0,0,88.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,1935.0,134.0,1,1654.0,1,0.0,0,76.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:20:48,2083.0,121.0,1,1835.0,1,0.0,0,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:56,2093.0,118.0,1,1838.0,1,0.0,0,77.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,525.0,121.0,1,263.0,1,0.0,0,76.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:21:12,515.0,124.0,1,241.0,1,0.0,0,84.0,1,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:21:20,571.0,120.0,1,276.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,510.0,121.0,1,252.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,492.0,118.0,1,229.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,533.0,119.0,1,269.0,1,0.0,0,85.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:21:52,513.0,127.0,1,246.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,514.0,117.0,1,262.0,1,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,472.0,121.0,1,214.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,483.0,119.0,1,220.0,1,0.0,0,84.0,1,1.0,0,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 00:22:24,511.0,121.0,1,246.0,1,0.0,0,85.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:32,542.0,115.0,1,247.0,1,0.0,0,76.0,1,1.0,0,0.0,0,0.0,0,47.0,0,0.0,0
2014-04-01 00:22:40,519.0,120.0,1,263.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,490.0,119.0,1,231.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,496.0,124.0,1,245.0,1,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,485.0,118.0,1,229.0,1,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,522.0,125.0,1,228.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:23:20,487.0,127.0,1,229.0,1,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:28,522.0,121.0,1,268.0,1,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,577.0,120.0,1,282.0,1,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:23:44,476.0,121.0,1,211.0,1,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,526.0,124.0,1,254.0,1,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,488.0,119.0,1,255.0,1,0.0,0,74.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,498.0,126.0,1,234.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,542.0,125.0,1,245.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,42.0,0,0.0,0
2014-04-01 00:24:24,550.5,118.5,1,264.0,1,0.0,0,79.0,1,1.0,0,0.0,0,7.0,0,21.5,0,4.5,0
2014-04-01 00:24:32,512.0,126.0,1,240.0,1,0.0,0,82.0,1,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:24:40,506.0,115.0,1,248.0,1,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:48,519.5,116.0,1,259.5,1,0.0,0,78.5,1,0.0,0,0.0,0,8.0,0,0.0,0,0.0,0
