Time,Aggregate,Freezer_Utility_Room,Freezer_Utility_Room_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,MJY_Computer,MJY_Computer_ON,Television_Site,Television_Site_ON,Microwave,Microwave_ON,Kettle,Kettle_ON,Toaster,Toaster_ON,PGM_Computer,PGM_Computer_ON
2014-04-01 00:02:24,268.0,127.0,1,0.0,0,0.0,0,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:02:32,269.0,129.0,1,0.0,0,0.0,0,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,11.0,1
2014-04-01 00:02:40,242.0,114.0,1,0.0,0,0.0,0,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:48,262.0,112.0,1,0.0,0,0.0,0,78.0,1,1.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:02:56,261.5,120.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 00:03:04,261.0,128.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:12,253.0,115.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:20,297.0,121.0,1,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,40.0,0,0.0,0
2014-04-01 00:03:28,252.0,117.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,20.0,0,0.0,0
2014-04-01 00:03:36,254.0,120.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:44,243.0,117.0,1,0.0,0,0.0,0,73.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:52,287.5,119.5,1,0.0,0,0.0,0,82.5,1,0.5,0,0.0,0,7.5,0,22.5,0,0.0,0
2014-04-01 00:04:00,270.0,124.0,1,0.0,0,0.0,0,81.75,1,1.0,0,0.0,0,12.0,0,0.0,0,0.0,0
2014-04-01 00:04:08,261.0,116.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:16,259.44444444444446,116.88888888888889,1,0.0,0,0.0,0,80.8,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:24,257.8888888888889,117.77777777777777,1,0.0,0,0.0,0,80.6,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:32,256.3333333333333,118.66666666666667,1,0.0,0,0.0,0,80.4,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:40,254.77777777777777,119.55555555555556,1,0.0,0,0.0,0,80.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:48,253.22222222222223,120.44444444444444,1,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:56,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:04,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:12,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:20,247.0,124.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:28,241.0,113.0,1,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:36,250.0,117.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:44,253.0,115.0,1,0.0,0,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:52,300.0,121.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,45.0,0,0.0,0
2014-04-01 00:06:00,246.0,117.0,1,0.0,0,0.0,0,78.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:08,250.5,119.5,1,0.0,0,0.0,0,79.75,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:16,255.0,122.0,1,0.0,0,0.0,0,81.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:24,250.5,118.5,1,0.0,0,0.0,0,81.75,1,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:32,246.0,115.0,1,0.0,0,0.0,0,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:40,255.0,117.0,1,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:48,265.0,119.0,1,0.0,0,0.0,0,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:56,250.0,118.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:04,256.0,120.0,1,0.0,0,0.0,0,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,259.0,122.0,1,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:20,246.0,120.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:28,255.0,124.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:36,277.5,121.5,1,0.0,0,0.0,0,82.0,1,0.0,0,0.0,0,0.0,0,21.0,0,0.0,0
2014-04-01 00:07:44,266.75,118.25,1,0.0,0,0.0,0,81.5,1,0.5,0,0.0,0,0.0,0,10.5,0,5.0,0
2014-04-01 00:07:52,256.0,115.0,1,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:08:00,138.0,1.0,0,0.0,0,0.0,0,79.0,1,0.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:08:08,137.0,1.0,0,0.0,0,0.0,0,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:16,132.0,1.0,0,0.0,0,0.0,0,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:24,139.0,1.0,0,0.0,0,0.0,0,78.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:32,149.5,1.0,0,0.0,0,0.0,0,79.0,1,0.25,0,0.0,0,0.0,0,11.75,0,0.0,0
2014-04-01 00:08:40,160.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,23.5,0,0.0,0
2014-04-01 00:08:48,145.5,1.0,0,0.0,0,0.0,0,77.5,1,0.5,0,0.0,0,6.5,0,11.75,0,0.0,0
2014-04-01 00:08:56,131.0,1.0,0,0.0,0,0.0,0,75.0,1,1.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,149.0,1.0,0,0.0,0,0.0,0,77.0,1,1.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:09:12,145.0,2.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:09:20,144.83333333333334,1.8333333333333333,0,0.0,0,0.0,0,80.83333333333333,1,0.8333333333333334,0,0.0,0,12.5,0,0.0,0,0.0,0
2014-04-01 00:09:28,144.66666666666666,1.6666666666666667,0,0.0,0,0.0,0,81.66666666666667,1,0.6666666666666667,0,0.0,0,10.0,0,0.0,0,0.0,0
2014-04-01 00:09:36,144.5,1.5,0,0.0,0,0.0,0,82.5,1,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:09:44,144.33333333333334,1.3333333333333335,0,0.0,0,0.0,0,83.33333333333333,1,0.33333333333333337,0,0.0,0,5.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,144.16666666666666,1.1666666666666667,0,0.0,0,0.0,0,84.16666666666667,1,0.16666666666666674,0,0.0,0,2.5,0,0.0,0,0.0,0
2014-04-01 00:10:00,144.0,1.0,0,0.0,0,0.0,0,85.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:08,144.0,1.0,0,0.0,0,0.0,0,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,144.0,1.0,0,0.0,0,0.0,0,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:24,131.0,1.0,0,0.0,0,0.0,0,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:32,1385.0,1.0,0,0.0,0,1249.0,1,79.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,1298.0,1.0,0,0.0,0,1166.0,1,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:48,1343.0,1.0,0,0.0,0,1215.0,1,73.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:56,1328.0,1.0,0,0.0,0,1191.0,1,76.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:04,1305.0,1.0,0,0.0,0,1177.0,1,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,1415.0,1.0,0,0.0,0,1265.0,1,76.0,1,0.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,1323.0,1.0,0,0.0,0,1186.0,1,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,1348.0,1.0,0,0.0,0,1192.0,1,83.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,1316.0,1.0,0,0.0,0,1184.5,1,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,1347.5,1.0,0,0.0,0,1210.75,1,80.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:52,1379.0,1.0,0,0.0,0,1237.0,1,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:00,1375.0,1.0,0,0.0,0,1234.0,1,79.91666666666667,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,1371.0,1.0,0,0.0,0,1231.0,1,79.83333333333333,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,1367.0,1.0,0,0.0,0,1228.0,1,79.75,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,1363.0,1.0,0,0.0,0,1225.0,1,79.66666666666667,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,1359.0,1.0,0,0.0,0,1222.0,1,79.58333333333333,1,0.41666666666666663,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:40,1355.0,1.0,0,0.0,0,1219.0,1,79.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:48,1327.0,1.0,0,0.0,0,1207.0,1,73.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,2470.0,1.0,0,0.0,0,1218.0,1,78.0,1,1107.0,1,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,2403.0,1.0,0,0.0,0,1194.0,1,73.0,1,1083.0,1,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,2573.0,1.0,0,0.0,0,1229.0,1,83.0,1,1155.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,4152.0,1.0,0,1749.0,1,1175.0,1,80.0,1,1097.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,3190.0,1.0,0,1892.0,1,1168.0,1,77.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:36,3192.0,1.0,0,1820.0,1,1218.0,1,82.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:13:44,3205.0,1.0,0,1783.0,1,1239.0,1,80.0,1,1.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:13:52,3192.25,1.0,0,1783.5,1,1230.375,1,79.0,1,0.875,0,0.0,0,2.0,0,40.25,0,0.0,0
2014-04-01 00:14:00,3179.5,1.0,0,1784.0,1,1221.75,1,78.0,1,0.75,0,0.0,0,4.0,0,34.5,0,0.0,0
2014-04-01 00:14:08,3166.75,1.0,0,1784.5,1,1213.125,1,77.0,1,0.625,0,0.0,0,6.0,0,28.75,0,0.0,0
2014-04-01 00:14:16,3154.0,1.0,0,1785.0,1,1204.5,1,76.0,1,0.5,0,0.0,0,8.0,0,23.0,0,0.0,0
2014-04-01 00:14:24,3141.25,1.0,0,1785.5,1,1195.875,1,75.0,1,0.375,0,0.0,0,10.0,0,17.25,0,0.0,0
2014-04-01 00:14:32,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:48,3103.0,1.0,0,1787.0,1,1170.0,1,72.0,1,0.0,0,0.0,0,16.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,3054.0,1.0,0,1672.0,1,1180.0,1,79.0,1,1.0,0,0.0,0,17.0,0,41.0,0,0.0,0
2014-04-01 00:15:04,3140.0,1.0,0,1789.0,1,1179.0,1,82.0,1,0.0,0,0.0,0,0.0,0,41.0,0,0.0,0
2014-04-01 00:15:12,3078.0,1.0,0,1764.0,1,1189.0,1,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,3124.0,1.0,0,1781.0,1,1214.0,1,76.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:28,3132.0,1.0,0,1772.0,1,1223.0,1,81.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,3228.0,1.0,0,1890.0,1,1203.0,1,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,3178.0,1.0,0,1829.0,1,1213.5,1,81.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,3128.0,1.0,0,1768.0,1,1224.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:00,3185.0,1.0,0,1877.0,1,1176.0,1,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:08,3058.0,1.0,0,1690.0,1,1229.0,1,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,3177.0,1.0,0,1848.5,1,1189.5,1,80.5,1,1.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,3093.0,1.0,0,1747.0,1,1214.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,3112.0,1.0,0,1725.0,1,1248.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:40,3227.0,1.0,0,1890.0,1,1163.0,1,81.0,1,1.0,0,0.0,0,0.0,0,48.0,0,0.0,0
2014-04-01 00:16:48,3024.0,1.0,0,1694.0,1,1190.0,1,75.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,3137.0,1.0,0,1823.5,1,1159.0,1,82.5,1,0.5,0,0.0,0,0.0,0,21.5,0,0.0,0
2014-04-01 00:17:04,3167.25,1.0,0,1841.0,1,1178.75,1,82.0,1,0.5,0,0.0,0,0.0,0,10.75,0,0.0,0
2014-04-01 00:17:12,3197.5,1.0,0,1858.5,1,1198.5,1,81.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,3064.0,1.0,0,1739.0,1,1184.0,1,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:28,3110.0,1.0,0,1741.0,1,1177.0,1,82.0,1,1.0,0,0.0,0,15.0,0,46.0,0,0.0,0
2014-04-01 00:17:36,3160.0,1.0,0,1856.0,1,1165.0,1,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,3248.0,62.5,1,1850.5,1,1193.0,1,81.0,1,0.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:17:52,3336.0,124.0,1,1845.0,1,1221.0,1,79.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:18:00,3164.0,123.0,1,1742.0,1,1117.0,1,84.0,1,0.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:18:08,3311.0,120.0,1,1831.0,1,1210.0,1,83.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:16,3209.0,118.0,1,1733.0,1,1213.0,1,85.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,3278.0,119.0,1,1818.0,1,1205.0,1,78.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:18:32,3236.0,126.0,1,1789.0,1,1186.0,1,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:40,3257.0,125.0,1,1776.0,1,1208.0,1,82.0,1,0.0,0,0.0,0,15.0,0,0.0,0,0.0,0
2014-04-01 00:18:48,3232.0,129.0,1,1771.0,1,1189.0,1,77.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:18:56,3353.0,121.0,1,1865.0,1,1185.0,1,79.0,1,0.0,0,0.0,0,0.0,0,46.0,0,0.0,0
2014-04-01 00:19:04,1659.0,127.0,1,258.0,1,1214.0,1,0.0,0,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:19:12,1577.0,115.0,1,252.0,1,1143.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,1603.0,125.0,1,248.0,1,1181.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,1656.0,130.0,1,249.0,1,1208.0,1,0.0,0,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:19:36,1593.0,121.0,1,208.0,1,1186.0,1,0.0,0,0.5,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,1600.0,119.0,1,251.0,1,1180.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,1560.0,123.0,1,247.0,1,1133.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:00,1683.0,121.0,1,239.0,1,1250.0,1,0.0,0,0.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:20:08,1636.0,116.0,1,251.0,1,1168.0,1,0.0,0,1.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:20:16,1653.0,113.0,1,279.0,1,1164.0,1,0.0,0,0.0,0,0.0,0,0.0,0,43.0,0,0.0,0
2014-04-01 00:20:24,1609.0,127.0,1,267.0,1,1139.0,1,0.0,0,0.0,0,0.0,0,15.0,0,0.0,0,10.0,1
2014-04-01 00:20:32,1634.0,113.0,1,259.0,1,1204.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:40,1653.75,116.75,1,266.5,1,1204.75,1,0.0,0,0.0,0,0.0,0,0.0,0,10.75,0,0.0,0
2014-04-01 00:20:48,1673.5,120.5,1,274.0,1,1205.5,1,0.0,0,0.0,0,0.0,0,0.0,0,21.5,0,0.0,0
2014-04-01 00:20:56,1560.0,117.0,1,219.0,1,1181.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:04,1578.0,119.0,1,237.0,1,1164.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:12,1636.0,115.0,1,243.0,1,1223.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,1578.0,122.0,1,231.0,1,1176.0,1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:28,1620.0,119.0,1,250.0,1,1199.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,1611.0,124.0,1,227.0,1,1206.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,1619.0,115.0,1,280.0,1,1172.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,1758.0,121.0,1,238.0,1,1258.0,1,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,1663.0,116.0,1,245.0,1,1167.0,1,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,1794.0,121.0,1,280.0,1,1200.0,1,82.0,1,1.0,0,0.0,0,14.0,0,46.0,0,0.0,0
2014-04-01 00:22:16,1716.0,128.0,1,224.0,1,1226.0,1,84.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,1691.0,116.0,1,237.0,1,1168.0,1,77.0,1,1.0,0,0.0,0,0.0,0,42.0,0,0.0,0
2014-04-01 00:22:32,1767.0,117.0,1,283.0,1,1236.0,1,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,1769.0,123.0,1,266.0,1,1242.0,1,83.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,1665.0,114.0,1,247.0,1,1172.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,1667.0,112.0,1,251.0,1,1160.0,1,79.0,1,1.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,1724.0,122.0,1,219.0,1,1243.0,1,82.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,1751.0,120.5,1,245.5,1,1245.0,1,81.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,1778.0,119.0,1,272.0,1,1247.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:28,1742.0,125.0,1,247.0,1,1229.0,1,86.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:36,1721.0,119.0,1,253.0,1,1202.0,1,77.0,1,0.0,0,0.0,0,13.0,0,0.0,0,0.0,0
2014-04-01 00:23:44,1634.0,120.0,1,225.0,1,1154.0,1,80.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,653.0,119.5,1,277.0,1,137.0,1,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,608.0,119.0,1,222.0,1,131.0,1,82.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:08,677.0,119.0,1,250.0,1,158.0,1,84.0,1,0.0,0,0.0,0,14.0,0,0.0,0,0.0,0
2014-04-01 00:24:16,647.0,120.0,1,231.0,1,158.0,1,81.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,651.0,122.0,1,250.0,1,147.0,1,78.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:32,678.0,120.0,1,221.0,1,137.0,1,84.0,1,1.0,0,0.0,0,14.0,0,46.0,0,0.0,0
2014-04-01 00:24:40,695.0,115.0,1,266.0,1,138.0,1,80.0,1,0.0,0,0.0,0,0.0,0,44.0,0,0.0,0
2014-04-01 00:24:48,662.0,119.0,1,239.0,1,168.0,1,80.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
