Time,Aggregate,Fridge_Freezer_1,Fridge_Freezer_1_ON,Fridge_Freezer_2,Fridge_Freezer_2_ON,Electric_Heater_1,Electric_Heater_1_ON,Electric_Heater_2,Electric_Heater_2_ON,Washing_Machine,Washing_Machine_ON,Dishwasher,Dishwasher_ON,Computer_Site,Computer_Site_ON,Television_Site,Television_Site_ON,Dehumidifier_Heater,Dehumidifier_Heater_ON
2014-04-01 00:11:04,129.83333333333334,1.0,0,0.0,0,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,127.66666666666667,1.0,0,0.0,0,0.0,0,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,125.5,1.0,0,0.0,0,0.0,0,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,123.33333333333333,1.0,0,0.0,0,0.0,0,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,121.16666666666667,1.0,0,0.0,0,0.0,0,74.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,119.0,1.0,0,0.0,0,0.0,0,72.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:52,140.0,1.0,0,0.0,0,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:00,138.0,1.0,0,0.0,0,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:08,130.0,1.0,0,0.0,0,0.0,0,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,135.0,1.0,0,0.0,0,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,282.0,131.0,1,0.0,0,0.0,0,75.0,0,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:12:32,271.0,122.0,1,0.0,0,0.0,0,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:12:40,268.0,118.0,1,0.0,0,0.0,0,81.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:12:48,2414.0,121.0,1,0.0,0,0.0,0,83.0,0,0.0,0,2164.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:56,2484.0,118.0,1,0.0,0,0.0,0,75.0,0,0.0,0,2239.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,2561.0,120.0,1,0.0,0,0.0,0,78.0,0,1.0,0,2261.0,1,0.0,0,43.0,1,0.0,0
2014-04-01 00:13:12,2478.0,118.0,1,0.0,0,0.0,0,78.0,0,1.0,0,2235.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,2523.0,120.5,1,0.0,0,0.0,0,86.0,0,1.0,0,2235.0,1,0.0,0,0.0,0,9.0,0
2014-04-01 00:13:28,2468.0,123.0,1,0.0,0,0.0,0,77.0,0,0.0,0,2199.0,1,16.0,1,0.0,0,0.0,0
2014-04-01 00:13:36,2468.0,124.0,1,0.0,0,0.0,0,79.0,0,0.0,0,2165.0,1,0.0,0,43.0,1,0.0,0
2014-04-01 00:13:44,2416.0,120.0,1,0.0,0,0.0,0,80.0,0,0.0,0,2167.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,2562.0,116.0,1,0.0,0,0.0,0,79.0,0,0.0,0,2301.0,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,2445.0,110.0,1,0.0,0,0.0,0,78.0,0,1.0,0,2181.0,1,15.0,1,0.0,0,0.0,0
2014-04-01 00:14:08,2472.0,122.0,1,0.0,0,0.0,0,74.0,0,1.0,0,1090.5,1,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:16,248.0,118.0,1,0.0,0,0.0,0,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,252.0,117.0,1,0.0,0,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,234.0,115.0,1,0.0,0,0.0,0,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,249.0,119.0,1,0.0,0,0.0,0,78.5,0,1.0,0,0.0,0,6.5,0,0.0,0,0.0,0
2014-04-01 00:14:48,264.0,123.0,1,0.0,0,0.0,0,80.0,0,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:14:56,257.0,118.0,1,0.0,0,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:04,250.0,123.0,1,0.0,0,0.0,0,76.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,259.0,119.0,1,0.0,0,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,261.0,118.0,1,0.0,0,0.0,0,78.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:15:28,255.0,119.0,1,0.0,0,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,258.0,120.0,1,0.0,0,0.0,0,83.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:44,257.0,117.0,1,0.0,0,0.0,0,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,289.0,109.0,1,0.0,0,0.0,0,77.0,0,1.0,0,0.0,0,0.0,0,41.0,1,0.0,0
2014-04-01 00:16:00,301.0,121.0,1,0.0,0,0.0,0,80.0,0,1.0,0,0.0,0,13.0,1,48.0,1,0.0,0
2014-04-01 00:16:08,294.7142857142857,121.14285714285714,1,0.0,0,0.0,0,79.71428571428571,0,1.0,0,0.0,0,11.142857142857142,1,41.142857142857146,1,0.0,0
2014-04-01 00:16:16,288.42857142857144,121.28571428571429,1,0.0,0,0.0,0,79.42857142857143,0,1.0,0,0.0,0,9.285714285714285,0,34.285714285714285,1,0.0,0
2014-04-01 00:16:24,282.14285714285717,121.42857142857143,1,0.0,0,0.0,0,79.14285714285714,0,1.0,0,0.0,0,7.428571428571429,0,27.42857142857143,1,0.0,0
2014-04-01 00:16:32,275.85714285714283,121.57142857142857,1,0.0,0,0.0,0,78.85714285714286,0,1.0,0,0.0,0,5.571428571428571,0,20.571428571428573,1,0.0,0
2014-04-01 00:16:40,269.57142857142856,121.71428571428571,1,0.0,0,0.0,0,78.57142857142857,0,1.0,0,0.0,0,3.7142857142857135,0,13.714285714285715,1,0.0,0
2014-04-01 00:16:48,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,257.0,122.0,1,0.0,0,0.0,0,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,823.0,121.0,1,0.0,0,0.0,0,79.5,0,569.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,1389.0,120.0,1,0.0,0,0.0,0,81.0,0,1137.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,1332.0,119.5,1,0.0,0,0.0,0,77.5,0,1084.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:28,1366.0,124.0,1,0.0,0,0.0,0,78.0,0,1106.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:36,1333.0,124.0,1,0.0,0,0.0,0,77.0,0,1078.0,1,0.0,0,4.666666666666667,0,0.0,0,0.0,0
2014-04-01 00:17:44,1352.0,121.5,1,0.0,0,0.0,0,79.0,0,1086.5714285714287,1,0.0,0,9.333333333333334,0,0.0,0,0.0,0
2014-04-01 00:17:52,1371.0,119.0,1,0.0,0,0.0,0,81.0,0,1095.142857142857,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:18:00,1380.8,119.8,1,0.0,0,0.0,0,80.2,0,1103.7142857142858,1,0.0,0,11.2,1,8.2,0,0.0,0
2014-04-01 00:18:08,1390.6,120.6,1,0.0,0,0.0,0,79.4,0,1112.2857142857142,1,0.0,0,8.4,0,16.4,1,0.0,0
2014-04-01 00:18:16,1400.4,121.4,1,0.0,0,0.0,0,78.6,0,1120.857142857143,1,0.0,0,5.600000000000001,0,24.599999999999998,1,0.0,0
2014-04-01 00:18:24,1410.2,122.2,1,0.0,0,0.0,0,77.8,0,0.0,0,0.0,0,2.8000000000000007,0,32.8,1,0.0,0
2014-04-01 00:18:32,1420.0,123.0,1,0.0,0,0.0,0,77.0,0,1138.0,1,0.0,0,0.0,0,41.0,1,0.0,0
2014-04-01 00:18:40,1395.0,121.0,1,0.0,0,0.0,0,78.0,0,1111.0,1,0.0,0,0.0,0,45.0,1,0.0,0
2014-04-01 00:18:48,1352.0,124.0,1,0.0,0,0.0,0,79.0,0,1095.0,1,0.0,0,0.0,0,22.5,1,0.0,0
2014-04-01 00:18:56,1347.0,122.0,1,0.0,0,0.0,0,80.0,0,1095.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:04,2555.0,116.0,1,0.0,0,1195.0,1,78.0,0,1108.0,1,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:19:12,2552.0,125.0,1,0.0,0,1214.0,1,75.0,0,1090.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:20,2586.0,124.0,1,0.0,0,1223.0,1,78.0,0,1114.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:28,2591.0,120.0,1,0.0,0,1201.0,1,80.0,0,1121.0,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:19:36,1435.0,130.0,1,0.0,0,1179.0,1,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:44,1476.0,121.0,1,0.0,0,1215.0,1,83.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:19:52,1452.0,122.0,1,0.0,0,1177.0,1,83.0,0,1.0,0,0.0,0,17.0,1,0.0,0,0.0,0
2014-04-01 00:20:00,1470.0,118.0,1,0.0,0,1185.0,1,81.0,0,0.0,0,0.0,0,0.0,0,43.0,1,0.0,0
2014-04-01 00:20:08,1451.0,120.5,1,0.0,0,1177.0,1,83.5,0,0.0,0,0.0,0,0.0,0,22.5,1,0.0,0
2014-04-01 00:20:16,1414.0,114.0,1,0.0,0,1164.0,1,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:24,1446.0,125.0,1,0.0,0,1179.0,1,83.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:32,1501.0,116.0,1,0.0,0,1205.0,1,77.0,0,0.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:20:40,1465.0,118.0,1,0.0,0,1217.0,1,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:20:48,1481.0,127.0,1,0.0,0,1212.0,1,78.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:20:56,1503.0,126.0,1,0.0,0,1232.0,1,79.0,0,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:21:04,1499.0,128.0,1,0.0,0,1217.0,1,81.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:21:12,1453.0,114.0,1,0.0,0,1209.0,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:20,1437.0,116.0,1,0.0,0,1179.0,1,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:21:28,1498.0,119.0,1,0.0,0,1237.0,1,83.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:36,1467.0,121.0,1,0.0,0,1219.0,1,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:44,1437.0,116.0,1,0.0,0,1186.0,1,83.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:21:52,1416.0,124.0,1,0.0,0,1164.0,1,75.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:00,1339.0,1.0,0,0.0,0,1208.0,1,84.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:08,1310.0,1.0,0,0.0,0,1172.0,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:16,1304.0,1.0,0,0.0,0,1172.0,1,76.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:24,1389.0,1.0,0,0.0,0,1230.0,1,81.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:22:32,1327.0,1.0,0,0.0,0,1198.0,1,76.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:40,1327.0,1.0,0,0.0,0,1196.0,1,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:48,1284.0,1.0,0,0.0,0,1154.0,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:22:56,1365.0,1.0,0,0.0,0,1234.0,1,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:04,282.0,1.0,0,0.0,0,144.0,1,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:12,285.0,1.0,0,0.0,0,147.0,1,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:20,275.0,1.0,0,0.0,0,148.0,1,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:28,307.0,1.0,0,0.0,0,154.0,1,78.0,0,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:23:36,327.0,1.0,0,0.0,0,166.0,1,76.0,0,1.0,0,0.0,0,8.0,0,0.0,0,10.0,0
2014-04-01 00:23:44,276.0,1.0,0,0.0,0,151.0,1,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:23:52,294.5,1.0,0,0.0,0,161.0,1,77.5,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:00,289.25,1.0,0,0.0,0,148.0,1,79.25,0,1.0,0,0.0,0,0.0,0,0.0,0,5.0,0
2014-04-01 00:24:08,284.0,1.0,0,0.0,0,135.0,1,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,0
2014-04-01 00:24:16,286.0,1.0,0,0.0,0,153.0,1,83.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:24:24,325.0,1.0,0,0.0,0,157.0,1,80.0,0,1.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 00:24:32,303.0,1.0,0,0.0,0,154.5,1,83.0,0,1.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:24:40,315.0,1.0,0,0.0,0,153.0,1,85.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:24:48,296.0,1.0,0,0.0,0,149.0,1,77.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
